N	3gram	Vygotskiy__4	StatiiOP
1	в том что	12	11
2	и т п	3	6
3	не может быть	1	5
4	то обстоятельство что	1	5
5	в этом смысле	1	4
6	с точки зрения	4	4
7	то время как	2	4
8	во всяком случае	3	4
9	с другой стороны	2	4
10	о том что	10	4
11	в то время	2	4
12	с тем что	1	3
13	в конце концов	3	3
14	то же время	1	3
15	может быть это	2	3
16	не только в	1	3
17	на то что	6	3
18	в то же	1	3
19	потому что он	2	2
20	это не так	1	2
21	до сих пор	3	2
22	говорит что он	1	2
23	в том чтобы	3	2
24	с одной стороны	3	2
25	и в этом	3	2
26	на тему о	1	2
27	тем что в	1	2
28	во всех этих	2	2
29	из которых складывается	1	2
30	что в этой	2	2
31	заключается в том	3	2
32	с самого начала	5	2
33	что это есть	1	2
34	к тому что	5	2
35	в своей трагедии	2	2
36	а с другой	1	2
37	в драме и	1	2
38	в предисловии к	1	2
39	и т д	2	2
40	можно сказать что	1	1
41	и в конце	2	1
42	и может быть	4	1
43	обратите внимание на	2	1
44	трагедии то что	1	1
45	а не в	1	1
46	и той же	2	1
47	только что в	2	1
48	на самом деле	5	1
49	в самом деле	7	1
50	он может быть	1	1
51	и в некоторых	1	1
52	нет ни одного	1	1
53	в одной и	1	1
54	то же самое	6	1
55	ним и до	1	1
56	почти в самом	1	1
57	точку зрения на	1	1
58	то это означало	1	1
59	том что он	3	1
60	именно то что	1	1
61	сам по себе	2	1
62	вместе с тем	2	1
63	начала до конца	2	1
64	нам известна только	1	1
65	не может жить	1	1
66	и если бы	1	1
67	свидетельствуют о том	1	1
68	можно было бы	4	1
69	ни в какой	1	1
70	то что в	3	1
71	никогда не был	1	1
72	с этой точки	1	1
73	вместе с ним	1	1
74	над вопросом о	1	1
75	и в частности	2	1
76	как раз в	4	1
77	и то обстоятельство	1	1
78	о том в	1	1
79	в этой сцене	1	1
80	и что он	2	1
81	то можно сказать	1	1
82	драматического произведения и	1	1
83	то что он	3	1
84	так или иначе	1	1
85	он говорит что	2	1
86	с ним и	1	1
87	но может быть	2	1
88	все это было	2	1
89	сомнения в том	1	1
90	независимо от этого	1	1
91	же самое и	2	1
92	этой точки зрения	1	1
93	мы имели дело	1	1
94	а то что	1	1
95	таким образом в	2	1
96	это означало бы	3	1
97	одной стороны он	1	1
98	что нет никакой	1	1
99	то что ему	2	1
100	в свою очередь	1	1
101	смотреть как на	1	1
102	он не понимает	2	1
103	и в самом	2	1
104	не только не	2	1
105	до того как	1	1
106	речь идет о	2	1
107	и в результате	1	1
108	имеем здесь дело	1	1
109	совершенно очевидно что	1	1
110	на протяжении трагедии	1	1
111	одной и той	2	1
112	на то как	2	1
113	так что она	1	1
114	для того чтобы	19	1
115	в трагедии не	1	1
116	что в ней	2	1
117	может жить без	1	1
118	может быть он	1	1
119	должно было бы	2	1
