N	4gram	Losev_Dial_1	Problemy
1	в то же время	4	10
2	но в то же	1	4
3	одно и то же	4	3
4	одна и та же	2	2
5	мы можем сказать что	2	2
6	и в то же	2	2
7	дело в том что	1	1
8	но в конце концов	1	1
9	сознания можно было бы	1	1
10	именно с точки зрения	1	1
11	и в этом смысле	2	1
12	взаимоотношение внутреннего и внешнего	1	1
13	что в нем есть	2	1
14	в то время как	1	1
15	друг к другу как	1	1
16	как раз и показывает	1	1
17	ни в чем не	1	1
18	не может и не	2	1
19	все больше и больше	1	1
20	ни того ни другого	1	1
21	то же время как	1	1
22	может и не должен	1	1
23	сам по себе и	1	1
24	и в нем нет	1	1
