N	2gram	Losev_Prob_5	formyVre
1	и в	30	50
2	то есть	21	33
3	в романе	1	32
4	в этом	17	25
5	в нем	6	24
6	и его	6	16
7	в литературе	1	16
8	прежде всего	6	15
9	как мы	2	14
10	и не	12	14
11	в его	12	13
12	вовсе не	8	13
13	как раз	5	13
14	по существу	2	12
15	так и	7	12
16	человека и	4	11
17	то же	2	11
18	мы уже	1	11
19	таким образом	13	11
20	может быть	7	11
21	и как	6	10
22	но в	9	10
23	времени и	1	10
24	с его	1	9
25	все эти	2	9
26	не только	18	9
27	в то	4	9
28	ничего не	2	9
29	же время	1	9
30	в том	12	9
31	в конце	8	9
32	в других	3	9
33	и др	1	9
34	и т	1	8
35	того же	4	8
36	и на	6	8
37	в самом	5	8
38	ни в	4	8
39	жизни в	4	8
40	его жизни	1	8
41	но и	13	8
42	и их	5	8
43	как и	7	8
44	жизни и	2	8
45	это время	2	7
46	для себя	5	7
47	времени в	1	7
48	не было	1	7
49	героя и	1	7
50	время в	1	6
51	как в	2	6
52	с этим	1	6
53	все же	9	6
54	это не	2	6
55	в их	1	6
56	так как	6	6
57	с ее	1	6
58	в ее	3	6
59	в дальнейшем	7	6
60	связи с	7	6
61	у него	11	6
62	то что	18	6
63	человеческой жизни	2	6
64	в частности	4	6
65	не может	5	6
66	так же	5	6
67	в результате	7	6
68	и все	9	6
69	отношению к	2	5
70	и до	2	5
71	время как	3	5
72	еще не	3	5
73	но не	7	5
74	этого типа	1	5
75	и речи	2	5
76	отнюдь не	4	5
77	и у	5	5
78	не в	7	5
79	он не	3	5
80	всех этих	1	5
81	значение в	1	5
82	того чтобы	2	5
83	точки зрения	10	5
84	только и	3	5
85	могут быть	1	5
86	но все	4	5
87	в образе	1	5
88	до нас	7	5
89	для того	3	5
90	в связи	7	5
91	наряду с	2	5
92	что в	5	5
93	и другие	3	5
94	и то	5	4
95	и это	1	4
96	мы и	2	4
97	в ней	3	4
98	в своем	11	4
99	конечно не	2	4
100	то время	3	4
101	раз в	2	4
102	но на	1	4
103	и с	5	4
104	в них	2	4
105	том что	17	4
106	в котором	2	4
107	не имеет	1	4
108	потому что	13	4
109	к себе	1	4
110	как человек	1	4
111	здесь не	7	4
112	было и	1	4
113	жизнь и	3	4
114	и следовательно	1	4
115	только в	9	4
116	именно как	1	4
117	до конца	1	4
118	на этой	1	4
119	своей жизни	1	4
120	все это	1	4
121	кроме того	2	4
122	и для	6	4
123	судьбы и	1	4
124	том числе	2	4
125	отношения к	1	3
126	а как	1	3
127	мы не	2	3
128	в виду	3	3
129	значение и	2	3
130	по отношению	2	3
131	хотя и	8	3
132	в себе	4	3
133	и те	1	3
134	при этом	4	3
135	она становится	1	3
136	вообще не	1	3
137	у гесиода	2	3
138	его в	6	3
139	входит в	1	3
140	и других	1	3
141	и дает	1	3
142	в новое	3	3
143	здесь нет	1	3
144	для них	3	3
145	в отношении	3	3
146	что было	1	3
147	их в	1	3
148	xviii века	1	3
149	чем не	1	3
150	этом отношении	1	3
151	не могут	2	3
152	героев и	1	3
153	к тому	2	3
154	и образ	1	3
155	нас в	4	3
156	нем не	1	3
157	человек был	1	3
158	что и	6	3
159	в форме	1	3
160	один из	2	3
161	одной из	1	3
162	поэтому и	2	3
163	во времени	1	3
164	и ее	1	3
165	с одной	3	3
166	со всеми	2	3
167	в качестве	4	3
168	только на	1	3
169	же в	3	3
170	в начале	3	3
171	был бы	1	3
172	одно из	1	3
173	в одном	3	3
174	до сих	2	3
175	именно в	3	3
176	себя и	1	3
177	что не	2	3
178	с тем	5	3
179	быть только	3	3
180	а не	5	3
181	человек в	1	3
182	мира в	3	3
183	в одно	1	3
184	на фоне	1	3
185	вместе с	7	3
186	и потому	1	3
187	да и	2	3
188	сих пор	2	3
189	или в	4	3
190	еще более	3	3
191	а в	6	3
192	сказать что	9	3
193	они не	2	3
194	к этому	2	3
195	в таком	2	3
196	во всяком	2	3
197	смысле слова	3	2
