N	2gram	Bakhtin_Pr_5	Freidism
1	таким образом	7	24
2	и не	27	23
3	не может	18	20
4	точки зрения	7	19
5	прежде всего	12	18
6	в этом	14	15
7	в его	21	15
8	и пр	1	15
9	в душе	2	13
10	мы можем	2	13
11	может быть	14	13
12	и его	14	12
13	к матери	1	12
14	все эти	3	11
15	как и	18	11
16	с точки	2	11
17	как бы	31	11
18	то что	10	11
19	самом деле	10	10
20	но в	19	10
21	его в	4	10
22	с ним	7	10
23	как мы	8	10
24	так и	8	10
25	и потому	1	10
26	с его	7	9
27	во всех	3	9
28	по отношению	6	9
29	и в	35	9
30	в сознание	1	9
31	то же	15	8
32	не только	10	8
33	он не	13	8
34	в своей	4	8
35	еще не	7	8
36	что он	24	8
37	только в	6	8
38	так как	4	8
39	все это	14	8
40	и все	15	8
41	отношению к	7	8
42	в самом	6	7
43	мы уже	8	7
44	отношение к	6	7
45	и наконец	7	7
46	ни в	2	7
47	мы видели	2	7
48	те же	2	7
49	к нему	13	7
50	один из	1	7
51	тот же	4	7
52	мы знаем	2	7
53	всяком случае	4	7
54	что же	7	7
55	сказать что	3	7
56	во всяком	4	7
57	в ней	2	6
58	за пределы	3	6
59	все те	1	6
60	так сказать	2	6
61	и с	12	6
62	на протяжении	5	6
63	и ее	1	6
64	того что	3	6
65	для него	14	6
66	вовсе не	7	6
67	никогда не	4	6
68	хотя бы	2	6
69	я и	2	5
70	на самом	9	5
71	и на	6	5
72	он сам	6	5
73	в чем	4	5
74	и к	12	5
75	в этой	1	5
76	что такое	1	5
77	не в	10	5
78	мы должны	3	5
79	в то	11	5
80	в себя	1	5
81	для этого	2	5
82	но мы	1	5
83	можно сказать	1	5
84	для того	1	5
85	в большинстве	2	5
86	большинстве случаев	2	5
87	и прежде	4	5
88	а в	7	5
89	но и	14	5
90	с этим	3	5
91	в свою	1	5
92	что в	6	5
93	той же	2	4
94	мы не	1	4
95	в которой	2	4
96	говорить о	3	4
97	я не	8	4
98	зависимости от	1	4
99	совсем не	3	4
100	но не	6	4
101	все же	8	4
102	в пределах	11	4
103	в нем	16	4
104	всех этих	2	4
105	на этом	2	4
106	то ни	3	4
107	при этом	2	4
108	об этом	1	4
109	с другими	2	4
110	в жизни	2	4
111	нигде не	1	4
112	во время	5	4
113	не менее	2	4
114	в основе	1	4
115	же время	10	4
116	потому что	8	4
117	и для	8	4
118	к тому	6	4
119	того чтобы	1	4
120	данном случае	1	4
121	сводится к	3	4
122	характер и	2	4
123	с самого	8	4
124	с ними	5	4
125	конечно не	2	4
126	уже не	3	4
127	в котором	3	4
128	как раз	4	4
129	на которые	1	4
130	себя и	8	4
131	в данном	1	4
132	в мир	1	4
133	сознания и	4	4
134	в этих	2	4
135	этот вопрос	1	4
136	между ними	1	4
137	в последнем	2	4
138	смерти отца	2	3
139	он был	1	3
140	не найдем	1	3
141	с отцом	1	3
142	в общем	3	3
143	как в	5	3
144	и как	2	3
145	между двумя	2	3
146	сказать о	1	3
147	в себе	5	3
148	но ведь	2	3
149	этот процесс	2	3
150	главным образом	1	3
151	и вот	4	3
152	и по	2	3
153	что все	2	3
154	выражение и	1	3
155	и может	1	3
156	конечно в	2	3
157	зрения на	1	3
158	может стать	1	3
159	было бы	3	3
160	такой же	3	3
161	нисколько не	1	3
162	он дает	2	3
163	мысли и	1	3
