N	2gram	Voloshinov_2	PoTuStor
1	может быть	28	17
2	и в	19	16
3	и пр	25	12
4	в этом	15	9
5	и проч	1	9
6	таким образом	14	9
7	и только	1	9
8	мы можем	6	9
9	прежде всего	7	9
10	и с	2	8
11	точки зрения	17	8
12	в психике	1	8
13	и его	16	8
14	не может	18	8
15	совершенно не	5	8
16	с его	8	7
17	не только	13	7
18	сказать что	4	7
19	самом деле	9	6
20	конечно не	4	6
21	при этом	9	6
22	с точки	13	6
23	и это	3	6
24	для него	9	6
25	еще не	3	5
26	все эти	3	5
27	сознание и	1	5
28	что такое	1	5
29	только для	1	5
30	ни в	6	5
31	нуждается в	1	5
32	в него	1	5
33	как бы	19	5
34	на самом	7	4
35	и ее	4	4
36	и на	5	4
37	отнюдь не	8	4
38	и наконец	1	4
39	но в	7	4
40	в этой	3	4
41	в нем	11	4
42	его в	7	4
43	мысли и	3	4
44	все это	1	4
45	самого начала	5	4
46	как мы	15	4
47	с самого	5	4
48	так и	10	4
49	можно сказать	1	4
50	в его	5	4
51	с ними	4	4
52	только в	8	4
53	и их	4	4
54	так как	3	4
55	и даже	2	4
56	но и	10	4
57	и не	19	4
58	и все	6	4
59	хотя бы	6	4
60	если б	3	3
61	отношения к	2	3
62	и значение	6	3
63	во всех	6	3
64	и как	6	3
65	учение о	3	3
66	с их	1	3
67	мы полагаем	2	3
68	и вот	1	3
69	на этой	5	3
70	том что	10	3
71	во время	1	3
72	никаких оснований	1	3
73	сих пор	3	3
74	в одном	1	3
75	по крайней	2	3
76	и притом	1	3
77	в основе	9	3
78	до сих	3	3
79	к себе	1	3
80	по сравнению	1	3
81	в конечном	1	3
82	с другими	3	3
83	крайней мере	2	3
84	в том	7	3
85	в большинстве	5	3
86	только на	4	3
87	большинстве случаев	5	3
88	мы знаем	2	3
89	всяком случае	2	3
90	полагаем что	1	3
91	и др	1	3
92	пр и	4	3
93	но оно	1	3
94	вместе с	2	3
95	и потому	2	3
96	как это	1	3
97	сравнению с	1	3
98	могут быть	3	3
99	в основном	4	3
100	что в	2	3
101	в этих	3	3
102	а в	3	3
