N	2gram	Bakhtin_Pr_5	SlovoVZh
1	не может	18	16
2	может быть	14	14
3	точки зрения	7	14
4	как бы	31	13
5	и его	14	13
6	таким образом	7	12
7	и в	35	12
8	по отношению	6	11
9	отношению к	7	11
10	и не	27	10
11	если бы	1	9
12	так как	4	9
13	прежде всего	12	8
14	сказать что	3	7
15	в ней	2	6
16	в том	5	6
17	только в	6	6
18	при этом	2	6
19	в нем	16	6
20	слова и	11	6
21	все время	4	6
22	в процессе	1	6
23	то же	15	5
24	в виду	3	5
25	можно сказать	1	5
26	отнюдь не	1	5
27	как в	5	5
28	но в	19	5
29	в жизни	2	5
30	героя и	10	5
31	к слушателю	1	5
32	а не	4	5
33	как и	18	5
34	том что	3	5
35	никогда не	4	5
36	хотя бы	2	5
37	то что	10	5
38	на самом	9	4
39	зависимости от	1	4
40	как если	1	4
41	к нему	13	4
42	за пределы	3	4
43	в этом	14	4
44	все же	8	4
45	в самом	6	4
46	уже не	3	4
47	не только	10	4
48	ни было	3	4
49	отношение к	6	4
50	так и	8	4
51	с другой	4	4
52	что не	4	4
53	не в	10	4
54	его в	4	4
55	дело в	1	4
56	и к	12	4
57	и на	6	4
58	здесь не	1	3
59	самом деле	10	3
60	в котором	3	3
61	в пределах	11	3
62	ведь и	4	3
63	еще не	7	3
64	мы не	1	3
65	и вообще	2	3
66	о том	2	3
67	бы то	3	3
68	но и	14	3
69	между тем	4	3
70	только ему	1	3
71	нуждается в	3	3
72	того что	3	3
73	быть и	2	3
74	когда он	3	3
75	и наконец	7	3
76	и ее	1	3
77	все эти	3	3
78	только на	4	3
79	конечно не	2	3
80	в себе	5	3
81	слово в	2	3
82	да и	5	3
83	к герою	8	3
84	в творчестве	4	3
85	для него	14	3
86	он должен	1	3
87	внутренней речи	5	3
88	и по	2	3
89	то ни	3	3
90	и с	12	3
91	точек зрения	2	3
92	до сих	1	3
93	ни в	2	3
94	в некоторых	1	3
95	и пр	1	3
96	в них	4	3
97	в своей	4	3
98	так же	7	3
99	в такой	4	3
100	тем не	1	3
101	как к	5	3
102	и более	1	3
103	из этого	2	3
104	по себе	4	3
105	художественное произведение	1	3
106	сих пор	1	3
107	не менее	2	3
108	все это	14	3
109	но для	2	3
110	и для	8	3
111	это как	3	3
112	с ним	7	3
113	или не	1	3
114	отношении к	7	3
115	от этой	1	2
116	как не	1	2
117	и то	5	2
118	слушателю и	1	2
119	но тем	1	2
120	они ни	1	2
121	в себя	1	2
122	и самое	2	2
123	и совершенно	1	2
124	ко всем	1	2
125	те же	2	2
126	со всех	1	2
127	со словом	3	2
128	слушателя и	1	2
129	совпадает с	2	2
130	не способен	1	2
131	и та	2	2
132	с его	7	2
133	но мы	1	2
134	и что	6	2
135	оценок и	1	2
136	в чем	4	2
137	но конечно	2	2
138	данном случае	1	2
139	в данном	1	2
140	для других	3	2
141	к слову	2	2
142	в его	21	2
143	не довлеет	1	2
144	что и	3	2
145	в форме	3	2
146	независимо от	1	2
147	в своем	2	2
148	в формах	1	2
149	кроме того	1	2
150	стиль исповеди	1	2
151	его к	3	2
152	словом и	3	2
153	и потому	1	2
154	что слово	1	2
155	и так	4	2
156	сливается с	4	2
157	бы не	2	2
158	с одной	1	2
159	уже в	3	2
160	тому же	3	2
161	слово это	1	2
162	в душе	2	2
163	он не	13	2
164	мы можем	2	2
165	но что	2	2
166	из него	1	2
167	одно и	3	2
168	но все	4	2
169	выражение и	1	2
170	в особенности	1	2
171	конечно в	2	2
172	на все	1	2
173	с другими	2	2
174	это не	3	2
175	может стать	1	2
176	оно не	1	2
177	делает его	1	2
178	остаются вне	1	2
179	себя и	8	2
180	можем сказать	2	2
181	до конца	4	2
182	другой стороны	3	2
183	там где	7	2
184	я ты	1	2
185	и слово	8	2
186	нет ничего	1	2
187	ни на	2	2
188	вместе с	2	2
189	можно найти	1	2
190	в отношении	9	2
191	к его	1	2
192	но не	6	2
193	речи в	2	2
194	с этой	2	2
195	она не	1	2
196	еще раз	1	2
197	с точки	2	2
198	такой же	3	2
199	в основном	1	2
200	в то	11	2
201	на него	5	2
202	героев и	1	2
203	ничего не	3	2
204	этих двух	2	2
205	и все	15	2
206	но зато	4	2
207	в этих	2	2
208	есть уже	1	2
209	но это	6	2
210	между ними	1	2
211	но этот	1	2
212	же самое	1	2
213	что в	6	2
214	как на	1	2
215	бы даже	1	2
216	и другие	1	2
217	к этому	1	2
218	и оценкой	1	1
219	же нам	1	1
220	а между	3	1
221	и это	5	1
222	строгость и	1	1
223	ту же	1	1
224	например в	2	1
225	как мы	8	1
226	на слушателя	2	1
227	чтобы не	2	1
228	совпадают с	1	1
229	с ее	3	1
