N	2gram	Medvedev_F_3	Problema
1	то что	8	38
2	вовсе не	28	37
3	и не	30	37
4	и в	27	35
5	не есть	4	33
6	не только	9	24
7	сказать что	3	24
8	том что	4	19
9	у нас	3	18
10	даже и	1	18
11	о том	4	18
12	может быть	25	18
13	в этом	18	17
14	и вообще	1	16
15	настоящее время	1	16
16	но и	10	16
17	в настоящее	1	16
18	знака и	2	15
19	в языке	2	15
20	что мы	1	14
21	только в	8	14
22	не менее	7	13
23	потому что	7	13
24	не может	24	13
25	и что	3	13
26	во всяком	6	13
27	тем не	2	12
28	того что	3	12
29	в том	7	12
30	хотя бы	6	12
31	не просто	1	11
32	не будет	1	11
33	никак не	3	11
34	и даже	2	11
35	так что	1	11
36	прежде всего	4	11
37	что в	8	11
38	в таком	2	11
39	таком случае	1	10
40	и то	1	10
41	говорить о	2	10
42	еще не	6	10
43	всяком случае	6	10
44	ничего не	2	10
45	и с	3	10
46	а не	17	10
47	в данном	6	10
48	да и	4	10
49	в этой	2	9
50	если мы	7	9
51	только на	4	9
52	что же	5	9
53	для нас	3	9
54	этого термина	1	8
55	значение и	1	8
56	все же	6	8
57	по себе	4	8
58	знаком и	1	8
59	ясно что	3	8
60	в виду	3	8
61	было бы	6	8
62	уже не	3	8
63	как раз	8	8
64	смысле слова	2	7
65	совсем не	5	7
66	бы и	3	7
67	все эти	6	7
68	тоже не	1	7
69	между знаком	1	7
70	того или	1	7
71	те или	1	7
72	мы не	4	7
73	тем самым	1	7
74	не является	5	7
75	в конце	3	7
76	так и	21	7
77	в его	7	7
78	конце концов	2	7
79	так как	9	7
80	этом случае	1	7
81	и т	11	6
82	есть не	1	6
83	мы и	3	6
84	с другой	6	6
85	а только	1	6
86	к сожалению	1	6
87	и вовсе	1	6
88	но в	6	6
89	так или	1	6
90	на то	1	6
91	т д	6	6
92	знака не	1	6
93	был бы	2	6
94	мы можем	4	6
95	не о	3	6
96	же самое	3	6
97	можно сказать	3	6
98	ни в	8	6
99	в области	2	6
100	или иначе	1	6
101	о чем	1	6
102	но это	2	6
103	при условии	1	6
104	и для	6	6
105	в то	7	6
106	то же	15	5
107	между собой	4	5
108	отнюдь не	8	5
109	с этим	1	5
110	в самом	11	5
111	в себе	3	5
112	с другими	1	5
113	этом смысле	2	5
114	но уже	2	5
115	как и	14	5
116	и более	3	5
117	раз и	3	5
118	для меня	1	5
119	связи с	5	5
120	той или	1	5
121	и это	2	5
122	как мы	8	5
123	данном случае	4	5
124	языка и	1	5
125	можно было	1	5
126	и на	3	5
127	без всякой	2	5
128	тот или	1	5
129	с одной	1	5
130	содержания и	4	5
131	одной стороны	1	5
132	или иной	2	5
133	еще и	1	5
134	другой стороны	5	5
135	в частности	1	5
136	так же	9	5
137	кроме того	1	5
138	в связи	4	5
139	и все	8	5
140	или иного	1	5
141	самом деле	16	4
142	на самом	14	4
143	не был	1	4
144	но не	5	4
145	в общем	2	4
146	сама по	1	4
147	в своем	2	4
148	и той	1	4
149	и как	4	4
150	вообще не	2	4
151	что она	2	4
152	же именно	1	4
153	всех этих	2	4
154	их в	3	4
155	таким образом	18	4
156	и тем	3	4
157	между собою	1	4
158	как таковой	3	4
159	на первый	1	4
160	в этих	3	4
161	но если	2	4
162	же такое	1	4
163	в отношении	2	4
164	или другие	1	4
165	до сих	1	4
166	но только	1	4
167	в каком	2	4
168	значения или	1	4
169	стороны и	2	4
170	не могут	10	4
171	что при	1	4
172	и о	1	4
173	если бы	12	4
174	и здесь	1	4
175	и только	2	4
176	значение в	1	4
177	тот же	1	4
178	что он	6	4
179	есть в	1	4
180	не можем	2	4
181	то и	1	4
182	ведь если	2	4
183	случае не	1	4
184	тем что	5	4
185	и самый	2	4
186	и следовательно	3	4
187	эта теория	1	4
188	как бы	8	4
189	это значит	2	4
190	слова и	4	4
191	сих пор	1	4
192	все это	7	4
193	значения слова	1	4
194	в результате	5	4
195	а в	1	4
196	можно говорить	4	3
197	это и	2	3
198	и этот	1	3
199	в их	1	3
200	обойтись без	2	3
201	мы уже	3	3
202	язык как	2	3
203	но даже	1	3
204	то это	1	3
205	мы еще	2	3
206	первый план	1	3
207	в нашем	1	3
208	только тогда	1	3
209	нет и	3	3
210	и речи	2	3
211	что они	5	3
212	в истории	5	3
213	хотя и	1	3
214	не было	1	3
215	не являются	2	3
216	в каком-то	1	3
217	только то	3	3
218	в целом	4	3
219	бы не	2	3
220	из этих	2	3
221	но ведь	4	3
222	и тот	1	3
223	только один	2	3
224	быть только	2	3
225	при этом	8	3
226	перестает быть	2	3
227	и по	1	3
228	то ни	4	3
229	людей между	2	3
230	лишь в	9	3
231	его в	7	3
232	для них	7	3
233	о которых	1	3
234	с тем	7	3
235	в слове	4	3
236	в чистом	1	3
237	и того	1	3
238	что такая	1	3
239	или точнее	2	3
240	к предмету	1	3
241	о языке	1	3
242	должны были	1	3
243	является только	1	3
244	но эта	2	3
245	тому что	3	3
246	чистом виде	1	3
247	как о	2	3
248	тогда когда	4	3
249	одна из	2	3
250	и притом	2	3
251	в основе	3	3
252	мы все	1	3
253	только не	2	3
254	слова как	2	3
255	и является	4	3
256	не знает	1	3
257	оно не	3	3
258	если же	5	3
259	она не	4	3
260	то или	2	3
261	с самого	1	3
262	это только	2	3
263	для этого	2	3
264	но мы	1	3
265	в значительной	1	3
266	нас в	1	3
267	том или	1	3
268	говорить об	2	3
269	предмета а	1	3
270	предмета и	2	3
271	один из	1	3
272	уже в	4	3
273	в нашей	1	3
274	или даже	1	3
275	и их	5	3
276	для того	4	3
277	даже не	1	3
278	что для	1	3
279	и если	1	3
280	только его	1	3
281	тому как	5	3
282	к понятию	1	3
283	к тому	4	3
284	и от	11	3
285	о котором	1	3
286	бы в	6	3
287	мы должны	2	3
288	от всего	1	3
289	тех или	1	3
290	в своих	6	3
291	то на	1	2
292	является для	3	2
293	чтобы не	2	2
294	не имел	1	2
295	мере в	1	2
296	нам кажется	2	2
297	ведь и	1	2
298	в какой-то	1	2
299	в зависимости	5	2
300	входящих в	1	2
301	той же	3	2
302	связаны между	1	2
303	конструктивных элементов	2	2
304	нам в	1	2
305	что под	1	2
306	совпадает с	2	2
307	зависимости от	5	2
308	в ней	5	2
309	но при	2	2
310	это возможно	1	2
311	здесь не	2	2
312	бы то	4	2
313	во всех	3	2
314	от его	3	2
315	иначе что	1	2
316	себе и	1	2
317	оно является	1	2
318	ведь мы	2	2
319	или иное	2	2
320	учение о	2	2
321	один и	1	2
322	в той	3	2
323	независимо от	5	2
324	значения как	1	2
325	и конечно	1	2
326	наше сознание	1	2
327	идет речь	1	2
328	роль в	4	2
329	имеем в	1	2
330	время и	1	2
331	все другие	1	2
332	он не	1	2
333	говорили в	1	2
334	не значит	2	2
335	языка как	2	2
336	в корне	4	2
337	одной и	2	2
338	его от	2	2
339	подобно тому	4	2
340	в нее	1	2
341	и ее	6	2
342	но все	1	2
343	который он	1	2
344	об этом	1	2
345	знает что	1	2
346	входит в	8	2
347	не совпадает	1	2
348	он является	2	2
349	в них	3	2
350	ничем не	1	2
351	существует то	1	2
352	должно быть	1	2
353	точки зрения	16	2
354	и при	1	2
355	в такой	2	2
356	мы конечно	1	2
357	одним и	2	2
358	в условиях	3	2
359	не в	12	2
360	войти в	5	2
361	возможно только	2	2
362	оказалось бы	2	2
363	даже в	2	2
364	же мы	1	2
365	самого начала	1	2
366	правда в	2	2
367	на него	1	2
368	того чтобы	5	2
369	та или	1	2
370	слово и	1	2
371	однако это	1	2
372	настоящего времени	1	2
373	отличается от	2	2
374	числе и	1	2
375	утверждать что	1	2
376	в в	1	2
377	только при	1	2
378	определенным образом	1	2
379	вещи и	1	2
380	без того	1	2
381	для всякого	1	2
382	во все	1	2
383	еще в	3	2
384	но никак	1	2
385	можно только	2	2
386	является в	2	2
387	говорят что	1	2
388	сводится к	5	2
389	о нем	3	2
390	язык и	1	2
391	что каждый	2	2
392	время не	1	2
393	которого оно	1	2
394	мы ни	2	2
395	что и	2	2
396	каждый элемент	4	2
397	из моментов	1	2
398	и всякое	2	2
399	если это	1	2
400	может иметь	2	2
401	в него	3	2
402	быть и	1	2
403	и действительно	2	2
404	этих теорий	1	2
405	не имеющих	1	2
406	собой но	1	2
407	в качестве	1	2
408	же и	4	2
409	для всех	1	2
410	конечно не	4	2
411	значения слов	1	2
412	является не	2	2
413	внутри самого	1	2
414	а ведь	1	2
415	находится еще	1	2
416	ни с	2	2
417	не так	1	2
418	себе в	1	2
419	ведь это	1	2
420	допустим что	2	2
421	сами по	2	2
422	этот термин	1	2
423	или ином	1	2
424	между которыми	5	2
425	и др	2	2
426	смысла и	4	2
427	совершенно не	7	2
428	нет ничего	1	2
429	нами как	1	2
430	вместе с	6	2
431	эта связь	2	2
432	из отдельных	1	2
433	вообще все	1	2
434	данное время	1	2
435	эти элементы	2	2
436	она должна	2	2
437	и времени	1	2
438	при таком	1	2
439	сознания и	2	2
440	в данное	1	2
441	еще более	1	2
442	или не	1	2
443	простым и	1	2
444	слово в	2	2
445	состоит из	1	2
446	бы его	1	2
447	из этого	4	2
