N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	34
2	и не	11	29
3	как бы	2	27
4	что он	3	23
5	в его	4	22
6	в нем	3	19
7	может быть	17	19
8	не может	9	19
9	и все	1	19
10	как и	10	18
11	о себе	3	18
12	в этом	9	16
13	но в	2	16
14	и его	3	16
15	он не	5	15
16	и с	3	15
17	что я	2	15
18	прежде всего	4	15
19	то же	12	14
20	самом деле	1	13
21	для него	4	13
22	и к	2	12
23	в то	9	12
24	же время	9	12
25	потому что	2	12
26	но и	10	12
27	на самом	1	11
28	в сущности	3	11
29	вовсе не	2	11
30	с другим	2	11
31	то что	7	11
32	не только	8	10
33	слова и	7	10
34	а я	1	10
35	самим собою	1	9
36	не в	4	9
37	в отношении	1	9
38	героя и	1	9
39	а не	20	9
40	и т	2	8
41	никогда не	3	8
42	с ним	2	8
43	в другом	3	8
44	в самом	1	8
45	себя и	2	8
46	так же	1	8
47	что же	1	8
48	о мире	1	8
49	и для	3	8
50	точки зрения	4	8
51	я не	5	7
52	знает и	1	7
53	как мы	1	7
54	слова в	1	7
55	и даже	8	7
56	что не	2	7
57	все же	2	7
58	отношении к	1	7
59	что в	4	7
60	и на	6	6
61	в пределах	1	6
62	я все	3	6
63	от себя	1	6
64	для себя	2	6
65	так и	7	6
66	в себе	6	6
67	т п	2	6
68	стремится к	1	6
69	от него	1	6
70	не знает	2	6
71	отношению к	3	6
72	он сам	1	5
73	в чем	1	5
74	во внутренний	1	5
75	по отношению	4	5
76	и наконец	2	5
77	что это	1	5
78	в целом	2	5
79	и вот	1	5
80	на протяжении	1	5
81	с тем	2	5
82	в слове	1	5
83	он и	2	5
84	не мог	1	5
85	в конце	2	5
86	даже в	4	5
87	таким образом	1	5
88	к тому	1	5
89	и сам	2	5
90	это я	1	5
91	и что	2	5
92	что и	2	5
93	это не	1	5
94	все время	1	5
95	того что	5	5
96	так что	4	5
97	из них	2	5
98	в одном	2	5
99	себе и	3	5
100	к своему	2	5
101	и от	1	5
102	хотя бы	2	5
103	а в	3	5
104	что ты	2	5
105	героя в	2	5
106	он как	1	4
107	еще не	2	4
108	бы то	1	4
109	но не	5	4
110	но как	2	4
111	как в	1	4
112	все эти	1	4
113	при этом	6	4
114	на этом	2	4
115	ни был	1	4
116	то ни	1	4
117	в мире	9	4
118	его в	1	4
119	с другими	1	4
120	рядом с	1	4
121	все равно	2	4
122	с точки	3	4
123	но это	3	4
124	ничего не	3	4
125	как раз	2	4
126	и прежде	1	4
127	только на	1	4
128	в начале	3	4
129	так как	3	4
130	у него	2	4
131	даже и	2	4
132	с другой	8	4
133	тем что	4	4
134	вместе с	5	4
135	как к	3	4
136	я в	7	4
137	ни было	2	4
138	в такой	2	3
139	и то	3	3
140	за собой	1	3
141	как я	3	3
142	в виду	2	3
143	в ней	4	3
144	нет и	1	3
145	и как	3	3
146	поэтому он	1	3
147	уже в	2	3
148	как он	2	3
149	их в	1	3
150	без исключения	1	3
151	в каждом	2	3
152	далеко не	1	3
153	собственного слова	1	3
154	мы видели	1	3
155	такой же	3	3
156	в своей	1	3
157	не менее	6	3
158	но он	1	3
159	по крайней	2	3
160	с миром	1	3
161	том что	7	3
162	во всем	1	3
163	его суда	1	3
164	с ее	2	3
165	не могу	2	3
166	в ее	2	3
167	еще в	4	3
168	для этого	2	3
169	сводится к	1	3
170	крайней мере	2	3
171	наконец в	2	3
172	в него	2	3
173	в том	10	3
174	человека с	1	3
175	а с	1	3
176	и своего	1	3
177	до конца	2	3
178	слова которое	1	3
179	в творчестве	1	3
180	эти слова	1	3
181	со словом	1	3
182	ненависть к	1	3
183	вот я	1	3
184	это как	2	3
185	бы в	1	3
186	конце концов	1	3
