N	2gram	Trubetskoy_1	StatiiOP
1	и в	23	25
2	в этом	12	24
3	в том	30	20
4	что он	7	19
5	может быть	16	19
6	тем что	1	19
7	что в	8	19
8	что это	5	16
9	том что	19	15
10	в этой	6	14
11	и пр	1	13
12	не только	7	12
13	в его	5	12
14	то что	18	12
15	в этих	3	11
16	так что	5	11
17	таким образом	31	10
18	прежде всего	3	10
19	и не	8	10
20	у него	5	9
21	но и	9	9
22	все это	11	8
23	о том	7	8
24	это было	1	8
25	в своих	2	8
26	из его	1	7
27	с этим	11	7
28	это не	3	7
29	было бы	3	7
30	в то	6	7
31	не может	17	7
32	что касается	6	7
33	точки зрения	13	7
34	что такое	1	7
35	и на	6	6
36	как в	1	6
37	из этих	8	6
38	не в	8	6
39	а а	1	6
40	между тем	12	6
41	только в	6	6
42	в конце	4	6
43	в области	4	6
44	как бы	10	6
45	а в	3	6
46	как на	4	6
47	то же	4	5
48	то обстоятельство	1	5
49	независимо от	2	5
50	но в	4	5
51	на то	9	5
52	он не	3	5
53	на почве	3	5
54	в котором	2	5
55	потому что	9	5
56	обстоятельство что	1	5
57	и это	3	5
58	так и	10	5
59	в них	2	5
60	с другой	6	5
61	а не	1	5
62	того что	6	5
63	другой стороны	5	5
64	например в	1	4
65	что эти	2	4
66	в которой	5	4
67	время как	1	4
68	из которых	4	4
69	в общем	6	4
70	в центре	1	4
71	все же	13	4
72	не было	2	4
73	и к	5	4
74	то в	2	4
75	в целом	5	4
76	на его	1	4
77	состоит в	1	4
78	в каждом	1	4
79	лишь в	5	4
80	и тем	1	4
81	в жизни	3	4
82	с тем	2	4
83	как и	9	4
84	в эту	2	4
85	а как	1	4
86	у нас	3	4
87	по крайней	1	4
88	с точки	8	4
89	ничего не	1	4
90	к ней	1	4
91	отличается от	6	4
92	в ней	3	4
93	и с	5	4
94	если бы	8	4
95	к нему	2	4
96	мы видим	1	4
97	всего в	1	4
98	в качестве	1	4
99	в начале	2	4
100	всяком случае	2	4
101	отношение к	4	4
102	то время	2	4
103	крайней мере	1	4
104	должна была	1	4
105	в течение	4	4
106	это есть	4	4
107	и для	6	4
108	в отдельных	2	4
109	сказать что	1	4
110	была бы	1	4
111	в своей	1	4
112	из этого	6	4
113	можно назвать	3	4
114	во всяком	2	4
115	я и	1	3
116	по мнению	1	3
117	говорить о	2	3
118	с его	1	3
119	эти вещи	1	3
120	в в	4	3
121	кроме того	1	3
122	что по	3	3
123	и наконец	3	3
124	все эти	19	3
125	и если	6	3
126	всех этих	4	3
127	на этом	2	3
128	от нее	2	3
129	что этот	1	3
130	в другом	2	3
131	нет в	2	3
132	о которых	6	3
133	несмотря на	6	3
134	в их	4	3
135	что я	1	3
136	и более	2	3
137	на эти	1	3
138	тому что	2	3
139	же время	2	3
140	это слово	1	3
141	связи с	4	3
142	эти темы	1	3
143	что все	5	3
144	нельзя не	1	3
145	со стороны	1	3
146	на вопрос	4	3
147	и что	8	3
148	по этому	2	3
149	раньше чем	1	3
150	и его	1	3
151	уже не	1	3
152	уже в	1	3
153	не так	4	3
154	для него	2	3
155	так как	7	3
156	к которому	1	3
157	что для	4	3
158	одной стороны	2	3
159	до конца	1	3
160	что мы	4	3
161	в связи	3	3
162	с этой	3	3
163	между прочим	2	3
164	тем более	3	3
165	конце концов	4	3
166	все они	5	3
167	к этому	5	3
168	в виде	4	3
169	которой я	1	3
170	народ в	4	2
171	которого в	2	2
172	самом деле	12	2
173	он может	1	2
174	той же	1	2
175	в сущности	2	2
176	того же	9	2
177	значит и	1	2
178	во всех	10	2
179	тем как	1	2
180	но как	2	2
181	только тогда	2	2
182	если в	1	2
183	с которыми	2	2
184	вступают в	2	2
185	нет и	1	2
186	что они	2	2
187	что именно	1	2
188	его к	1	2
189	в самом	8	2
190	во многих	1	2
191	он считает	2	2
192	о которой	2	2
193	том чтобы	2	2
194	представляет собою	2	2
195	и по	3	2
196	но все	5	2
197	и может	3	2
198	то есть	2	2
199	заключается в	2	2
200	общества в	1	2
201	ее в	1	2
202	а с	4	2
203	он и	1	2
204	между собою	5	2
205	с не	1	2
206	мы не	1	2
207	в развитии	1	2
208	такой же	2	2
209	которую он	2	2
210	нас не	1	2
211	можно найти	1	2
212	в такой	4	2
213	в которых	2	2
214	точку зрения	2	2
215	тем не	4	2
216	если я	1	2
217	для этого	7	2
218	сам он	1	2
219	этой области	4	2
220	в отношении	1	2
221	не менее	7	2
222	что эта	4	2
223	самого начала	1	2
224	как о	1	2
225	на котором	1	2
226	тогда когда	3	2
227	одна из	2	2
228	к этим	1	2
229	так чтобы	2	2
230	не имеет	1	2
231	никогда не	4	2
232	на долю	2	2
233	этих двух	2	2
234	более что	1	2
235	на себе	2	2
236	от того	3	2
237	начиная с	1	2
238	могут быть	1	2
239	к тому	8	2
240	для того	8	2
241	должен быть	1	2
242	как мы	2	2
243	не совсем	1	2
244	с ее	2	2
245	в виду	2	2
246	без всякого	1	2
247	каждый раз	1	2
248	с самого	1	2
249	что у	2	2
250	на нее	2	2
251	с одной	3	2
252	что его	4	2
253	от них	1	2
254	этому поводу	1	2
255	а потому	5	2
256	и только	2	2
257	и других	2	2
258	еще не	5	2
259	за себя	1	2
260	и ее	2	2
261	есть в	2	2
262	ряде случаев	1	2
263	и у	4	2
264	то и	2	2
265	что если	3	2
266	во втором	2	2
267	при помощи	3	2
268	одно из	3	2
269	а то	1	2
270	мы находим	1	2
271	вовсе не	2	2
272	заметить что	1	2
273	или иной	1	2
274	пришли к	1	2
275	до сих	8	2
276	не потому	2	2
277	русской истории	1	2
278	себя и	2	2
279	этот человек	1	2
280	вместе с	6	2
281	а у	1	2
282	но не	2	2
283	к такому	2	2
284	в европейской	4	2
285	быть не	1	2
286	этого слова	2	2
287	сих пор	8	2
288	один из	1	2
289	с элементами	1	2
290	в результате	9	2
