N	3gram	Vinokur_Ku_2	Analitik
1	не может быть	4	16
2	в том что	10	9
3	в то же	3	8
4	в том чтобы	1	7
5	в отличие от	2	6
6	то же время	3	6
7	что иное как	1	5
8	большей или меньшей	3	4
9	с точки зрения	8	4
10	и не в	1	4
11	не более чем	1	4
12	в конечном счете	2	4
13	не что иное	1	4
14	к тому же	1	4
15	о том что	1	3
16	состоит в том	1	3
17	того или иного	2	3
18	бы то ни	1	3
19	и т п	24	3
20	для того чтобы	8	3
21	то ни было	1	3
22	с одной стороны	1	3
23	не в том	1	3
24	есть не что	1	3
25	лишь в том	1	3
26	том или ином	1	3
27	в самом деле	7	2
28	в том и	1	2
29	сами по себе	1	2
30	в этом отношении	3	2
31	в той мере	1	2
32	в данном случае	1	2
33	в силу своей	1	2
34	не могут быть	1	2
35	по природе своей	1	2
36	с другой стороны	7	2
37	в том или	1	2
38	какой бы то	1	2
39	мере в какой	1	2
40	в свое время	2	2
41	в широком смысле	2	2
42	той мере в	1	2
43	тех или иных	1	2
44	не должен быть	1	2
45	в последние десятилетия	1	1
46	отнюдь не только	1	1
47	тех пор пока	1	1
48	в виду не	1	1
49	здесь не более	1	1
50	и той же	1	1
51	могла бы послужить	1	1
52	также и в	1	1
53	в соответствии с	2	1
54	точки зрения в	3	1
55	можно утверждать что	1	1
56	по себе они	2	1
57	только в том	2	1
58	до сих пор	1	1
59	говоря уже о	2	1
60	том случае если	2	1
61	в зависимости от	4	1
62	на точку зрения	1	1
63	сам по себе	1	1
64	в том случае	2	1
65	а не с	1	1
66	состоит не в	1	1
67	не сам по	1	1
68	в противном случае	1	1
69	с этой точки	2	1
70	по крайней мере	6	1
71	то или иное	2	1
72	вместе с тем	2	1
73	только для того	1	1
74	и в частности	1	1
75	не только такие	1	1
76	в данный момент	1	1
77	не только в	4	1
78	в особенности же	2	1
79	смысле этого слова	1	1
80	в свою очередь	2	1
81	то что мы	1	1
82	в известном смысле	1	1
83	в большей или	3	1
84	или меньшей степени	3	1
85	прежде всего в	1	1
86	во всяком случае	5	1
87	виду не только	1	1
88	этой точки зрения	2	1
89	до тех пор	1	1
90	отвечает на вопрос	1	1
91	в этом последнем	1	1
92	и в самом	2	1
93	это всего лишь	2	1
94	еще не решает	1	1
95	который не может	1	1
96	только тогда когда	1	1
97	в самом тексте	1	1
98	широком смысле этого	2	1
99	в этом смысле	5	1
100	в связи с	3	1
101	к тому что	1	1
102	одной и той	1	1
103	дело не в	2	1
104	языка но в	1	1
105	как и в	1	1
106	не говоря уже	2	1
