N	2gram	Vygotskiy__3	Komedia
1	и в	25	22
2	и не	10	21
3	том что	20	13
4	таким образом	17	12
5	в том	23	12
6	так как	12	11
7	ни в	9	10
8	потому что	6	10
9	в самом	3	9
10	до сих	1	9
11	вместе с	14	9
12	сих пор	1	9
13	в этом	14	8
14	его в	3	8
15	в своем	4	8
16	к ней	1	8
17	о том	5	8
18	если бы	5	8
19	в его	15	8
20	что и	10	8
21	что он	6	8
22	едва ли	2	7
23	то же	2	7
24	при этом	5	7
25	не по	1	7
26	об этом	2	7
27	в конце	1	7
28	только что	2	7
29	а в	4	7
30	в свою	3	7
31	того же	6	6
32	еще не	4	6
33	так что	2	6
34	тому же	1	6
35	iii в	1	6
36	в то	4	6
37	и его	2	6
38	к тому	4	6
39	того чтобы	8	6
40	свою очередь	2	6
41	ясно что	2	6
42	и что	10	6
43	для того	7	6
44	может быть	13	6
45	как раз	1	6
46	к этому	3	6
47	отношение к	1	5
48	но в	1	5
49	не только	6	5
50	а по	2	5
51	он не	4	5
52	в своей	2	5
53	в которых	3	5
54	не менее	6	5
55	связи с	9	5
56	и сам	3	5
57	хотя и	2	5
58	с ним	4	5
59	что в	17	5
60	по отношению	3	5
61	из них	4	5
62	тем что	8	5
63	прежде всего	4	5
64	как это	7	5
65	все это	6	5
66	на себя	2	4
67	в ней	1	4
68	с другой	6	4
69	и речи	20	4
70	отнюдь не	4	4
71	все же	6	4
72	когда он	3	4
73	то что	15	4
74	что к	1	4
75	в себе	2	4
76	что она	5	4
77	но все	2	4
78	совпадают с	4	4
79	и с	1	4
80	с тем	16	4
81	несмотря на	1	4
82	точки зрения	6	4
83	не в	6	4
84	однако в	2	4
85	в отношении	6	4
86	с ребенком	2	4
87	самого начала	6	4
88	на него	1	4
89	у него	1	4
90	и здесь	2	4
91	с самого	6	4
92	друг друга	4	4
93	так и	5	4
94	здесь нет	1	4
95	между собой	13	4
96	с помощью	42	4
97	вовсе не	1	4
98	но и	4	4
99	до конца	1	4
100	ничем не	1	4
101	а не	1	4
102	в связи	6	4
103	не является	8	4
104	и для	2	4
105	бы в	2	4
106	хотя бы	1	4
107	так же	17	4
108	который в	3	3
109	из того	2	3
110	столь же	7	3
111	с его	2	3
112	в ее	1	3
113	с этим	4	3
114	и к	5	3
115	тем же	4	3
116	в которой	1	3
117	представляет собой	6	3
118	в этой	5	3
119	как он	3	3
120	на то	4	3
121	в нем	2	3
122	что ни	1	3
123	приводит к	4	3
124	от нее	4	3
125	то ни	1	3
126	было бы	10	3
127	в них	2	3
128	все равно	1	3
129	как и	15	3
130	чем в	1	3
131	но если	1	3
132	том как	1	3
133	с точки	1	3
134	тем не	5	3
135	их в	3	3
136	не имеет	1	3
137	никогда не	4	3
138	же самое	1	3
139	он так	1	3
140	с полным	1	3
141	в глаза	1	3
142	одного из	2	3
143	не о	1	3
144	нисколько не	1	3
145	с одной	5	3
146	в начале	2	3
147	что не	1	3
148	это обстоятельство	3	3
149	не так	1	3
150	всяком случае	4	3
151	мы можем	7	3
152	отношению к	2	3
153	и даже	1	3
154	ему не	1	3
155	на которые	2	3
156	перед ним	3	3
157	на этот	2	3
158	один из	6	3
159	в частности	4	3
160	не может	6	3
161	по своему	11	3
162	одной стороны	5	3
163	в течение	2	3
164	как бы	10	3
165	с этой	3	3
166	в целом	13	3
167	дело с	3	3
168	все что	2	3
169	в какой	4	3
170	во всяком	4	3
171	отношения к	1	2
172	человека и	5	2
173	даже если	1	2
174	такое же	1	2
175	из его	1	2
176	не спасает	1	2
177	мы не	9	2
178	в сущности	1	2
179	время как	4	2
180	представление о	1	2
181	можно предполагать	1	2
182	и он	1	2
183	но при	1	2
184	и на	6	2
185	бы то	1	2
186	во всех	1	2
187	отличие от	6	2
188	за пределы	1	2
189	что они	10	2
190	как в	9	2
191	в известной	1	2
192	целый ряд	1	2
193	в результате	3	2
194	и хотя	1	2
195	не приходится	1	2
196	так или	1	2
197	бы не	1	2
198	то обстоятельство	3	2
199	только один	1	2
200	после чего	1	2
201	ни было	2	2
202	на его	2	2
203	о которой	1	2
204	состоит в	3	2
205	в силу	6	2
206	а затем	1	2
207	в мире	2	2
208	является конечно	1	2
209	а как	2	2
210	с другими	2	2
211	на основании	11	2
212	в развитии	24	2
213	остается в	1	2
214	не мог	4	2
215	которую он	1	2
216	в котором	3	2
217	в одном	2	2
218	что эта	1	2
219	тому что	2	2
220	что с	4	2
221	дело не	1	2
222	что их	1	2
223	в основе	16	2
224	за то	1	2
225	в области	7	2
226	больше того	1	2
227	одним из	5	2
228	известной степени	1	2
229	все еще	2	2
230	и это	4	2
231	как мы	8	2
232	в виду	1	2
233	без всякого	1	2
234	за пределами	1	2
235	то время	4	2
236	роль в	1	2
237	можно было	6	2
238	она была	1	2
239	наряду с	3	2
240	в эпоху	1	2
241	а также	2	2
242	в другом	1	2
243	на вопрос	1	2
244	как этот	1	2
245	аналогии с	1	2
246	и во	2	2
247	в конечном	1	2
248	которой мы	1	2
249	между тем	3	2
250	нуждается в	1	2
251	все время	2	2
252	не как	3	2
253	тот же	2	2
254	должен быть	1	2
255	по мнению	1	2
256	в качестве	12	2
257	уже в	7	2
258	если мы	3	2
259	за ним	1	2
260	этот раз	1	2
261	мы знаем	4	2
262	был бы	1	2
263	до того	1	2
264	этом отношении	3	2
265	они будут	1	2
266	от того	4	2
267	или иначе	2	2
268	что для	1	2
269	обстоятельство что	3	2
270	что мы	7	2
271	и особенно	2	2
272	до этого	1	2
273	из которых	5	2
274	не отличаются	1	2
275	в пределах	1	2
276	не могут	4	2
277	для обозначения	2	2
278	сравнению с	3	2
279	по существу	1	2
280	этом случае	1	2
281	все остальные	2	2
282	является ли	1	2
283	чем к	1	2
284	и все	4	2
285	с уже	2	2
286	полагать что	1	2
287	конце концов	1	2
288	нет никаких	4	2
289	отношению ко	1	2
290	не будет	2	2
291	между ними	3	2
292	другой стороны	3	2
293	которым он	1	2
294	полным основанием	1	2
295	по сравнению	4	2
296	в своих	2	2
297	в таком	2	2
298	например в	1	1
299	до известного	4	1
300	в объяснении	1	1
301	или к	1	1
302	и какова	1	1
303	же по	1	1
304	являющаяся одним	1	1
305	к другому	2	1
306	он требует	1	1
307	подробно на	1	1
308	и до	1	1
309	наиболее часто	1	1
310	видеть в	1	1
311	в зависимости	5	1
312	мы имеем	4	1
313	с более	1	1
314	вопрос о	1	1
315	именно к	1	1
316	все известные	1	1
317	не сводится	1	1
318	они были	1	1
319	ему в	1	1
320	зависимости от	6	1
321	развития с	1	1
322	собой в	1	1
323	в большинстве	1	1
324	первый план	2	1
325	все эти	7	1
326	в чем	2	1
327	только после	2	1
328	тем как	1	1
329	при объяснении	1	1
330	но не	6	1
331	но как	3	1
332	очевидно и	1	1
333	если в	3	1
334	очевидно что	1	1
335	друг от	1	1
336	относится к	1	1
337	которые не	4	1
338	первая из	1	1
339	к точке	1	1
340	независимо от	4	1
341	общего с	1	1
342	и представляют	1	1
343	перед нами	10	1
344	еще долго	1	1
345	сходство между	1	1
346	как уже	6	1
347	и как	5	1
348	что по	2	1
349	связанный с	1	1
350	внимание что	1	1
351	может послужить	1	1
352	самом начале	1	1
353	более или	1	1
354	в действительности	1	1
355	от этого	6	1
356	моментов в	2	1
357	в этот	1	1
358	следует остановиться	1	1
359	роль играет	1	1
360	для которого	1	1
361	отношения между	5	1
362	вопрос почему	1	1
363	из этих	4	1
364	процесс образования	12	1
365	выражение в	1	1
366	к достижению	1	1
367	им в	3	1
368	в случае	3	1
369	чтобы они	1	1
370	в восприятии	3	1
371	не являются	1	1
372	к одному	5	1
373	том чтобы	1	1
374	быть с	1	1
375	чем она	1	1
376	постольку поскольку	2	1
377	на этом	3	1
378	именно это	2	1
379	для всей	1	1
380	что все	1	1
381	же не	1	1
382	поскольку все	1	1
383	значение в	3	1
384	и дальше	1	1
385	конечно в	2	1
386	той же	4	1
387	них не	1	1
388	подходит к	2	1
389	известно что	1	1
390	приходит в	1	1
391	и тем	1	1
392	в это	1	1
393	для них	1	1
394	же образом	1	1
395	когда я	1	1
396	можно считать	3	1
397	такой же	1	1
398	одно из	1	1
399	и видит	1	1
400	той ступени	2	1
401	из общего	1	1
402	таким же	2	1
403	в следующем	2	1
404	это делает	1	1
405	прийти к	1	1
406	место в	2	1
407	не столько	4	1
408	в отличие	6	1
409	для данного	1	1
410	которые в	3	1
411	такую же	1	1
412	ребенка она	1	1
