N	2gram	Vinokur_Ku_3	Marksizm
1	может быть	14	28
2	и пр	3	25
3	и в	23	19
4	как бы	5	19
5	и не	10	19
6	в процессе	3	18
7	не может	6	18
8	точки зрения	23	17
9	то же	6	16
10	и его	1	16
11	как мы	5	15
12	в этом	16	15
13	языка и	2	15
14	в сущности	4	14
15	так сказать	2	14
16	таким образом	9	14
17	лишь в	8	14
18	не только	17	13
19	с точки	16	13
20	связи с	6	13
21	речи и	1	13
22	высказывания и	1	11
23	если бы	8	11
24	вовсе не	5	11
25	не в	5	10
26	речи в	7	10
27	так и	6	10
28	но и	3	10
29	в пределах	2	10
30	том что	11	10
31	самом деле	14	9
32	при этом	6	9
33	как и	5	9
34	для него	1	9
35	языка как	4	9
36	в основе	1	9
37	а не	11	9
38	по отношению	3	8
39	в то	3	8
40	же время	1	8
41	только в	6	8
42	слова в	4	8
43	отнюдь не	3	8
44	отношению к	2	8
45	на самом	3	7
46	его в	2	7
47	и более	3	7
48	никогда не	1	7
49	в том	22	7
50	в языке	7	7
51	прежде всего	9	7
52	в связи	5	7
53	и для	1	7
54	но в	2	7
55	в таком	4	7
56	язык как	1	6
57	и как	2	6
58	в самом	13	6
59	если мы	7	6
60	лингвистического мышления	1	6
61	слова и	7	6
62	ни в	3	6
63	в смысле	1	6
64	того чтобы	11	6
65	к тому	3	6
66	для того	12	6
67	речи мы	1	6
68	же самое	1	6
69	быть и	1	6
70	между тем	4	6
71	более того	1	6
72	с помощью	6	6
73	хотя бы	9	6
74	в свою	1	6
75	смысле слова	2	5
76	того же	4	5
77	к другому	2	5
78	и на	1	5
79	все же	5	5
80	является не	1	5
81	то ни	1	5
82	на этой	1	5
83	в данном	7	5
84	в их	6	5
85	свою очередь	1	5
86	и здесь	2	5
87	к нему	1	5
88	в его	11	5
89	отношении к	1	5
90	или иной	7	5
91	в той	4	5
92	этого слова	4	5
93	в контексте	1	5
94	и того	2	5
95	тем более	5	5
96	совершенно не	5	5
97	как слово	2	5
98	к этому	1	5
99	так же	2	5
100	тем же	2	4
101	все те	2	4
102	должна быть	3	4
103	и ее	1	4
104	систему языка	2	4
105	бы то	1	4
106	о слове	5	4
107	языковой формы	1	4
108	конечно не	2	4
109	в себе	1	4
110	данное слово	1	4
111	значение в	2	4
112	в данной	3	4
113	это не	3	4
114	было бы	16	4
115	и тем	6	4
116	данного слова	1	4
117	в слове	4	4
118	мы видели	3	4
119	одного и	2	4
120	тому что	4	4
121	в отношении	3	4
122	ничего не	6	4
123	русском языке	3	4
124	той или	5	4
125	выражения и	1	4
126	в русском	2	4
127	того что	11	4
128	с ними	1	4
129	что он	6	4
130	речь в	2	4
131	и их	1	4
132	речь и	1	4
133	как раз	4	4
134	пр и	1	4
135	смысле этого	2	4
136	то что	4	4
137	сказать что	7	4
138	если б	1	3
139	таком случае	2	3
140	и то	1	3
141	в котором	2	3
142	не имеют	1	3
143	на материале	2	3
144	одного слова	1	3
145	в ней	3	3
146	еще не	9	3
147	французском языке	2	3
148	столь же	4	3
149	в ее	4	3
150	как такой	1	3
151	менее всего	1	3
152	отличие от	2	3
153	за пределы	2	3
154	относится к	2	3
155	чем же	2	3
156	и выражения	1	3
157	с этим	1	3
158	перед нами	1	3
159	все эти	7	3
160	учение о	2	3
161	нами в	1	3
162	слово в	3	3
163	язык не	2	3
164	он не	3	3
165	не к	1	3
166	не как	2	3
167	в корне	2	3
168	здесь мы	1	3
169	не будет	1	3
170	в другом	1	3
171	конечно в	1	3
172	той же	3	3
173	с другими	2	3
174	по себе	6	3
175	истории языка	1	3
176	в этих	2	3
177	в своей	4	3
178	родного языка	1	3
179	в отличие	2	3
180	мысли и	2	3
181	не имеет	3	3
182	для всего	1	3
183	они являются	1	3
184	слове и	1	3
185	каждый раз	1	3
186	в каком	3	3
187	у нас	10	3
188	языка в	6	3
189	могут быть	6	3
190	не есть	3	3
191	на основе	1	3
192	языковых форм	1	3
193	о том	6	3
194	что и	6	3
195	слов и	5	3
196	социальной среды	1	3
197	в двух	2	3
198	одной из	1	3
199	в какой	3	3
200	с одной	4	3
201	в качестве	2	3
202	социального общения	1	3
203	характерно что	1	3
204	так как	9	3
205	до сих	8	3
206	с другой	7	3
207	речи а	2	3
208	связано с	1	3
209	не было	4	3
210	одной стороны	4	3
211	языка не	1	3
212	подхода к	2	3
213	должно быть	7	3
214	и формы	1	3
215	и от	1	3
216	сих пор	8	3
217	только что	2	3
218	в различных	2	3
219	а в	5	3
220	всецело определяется	1	3
221	во всяком	2	3
222	отношения к	1	2
223	связана с	1	2
224	речи во	1	2
225	науки о	1	2
226	собственном смысле	2	2
227	в зависимости	7	2
228	из всего	2	2
229	вопрос о	11	2
230	почти исключительно	1	2
231	группы и	1	2
232	конечно и	1	2
233	зависимости от	8	2
234	то мы	3	2
235	но как	3	2
236	значение и	1	2
237	что они	2	2
238	только путем	1	2
239	конечно совершенно	1	2
240	в собственном	1	2
241	в одной	1	2
242	независимо от	5	2
243	и стилистика	1	2
244	в своем	4	2
245	в противном	1	2
246	общий характер	1	2
247	более или	2	2
248	тем для	1	2
249	что это	3	2
250	морфологических и	1	2
251	же слово	1	2
252	в нашем	7	2
253	бы не	3	2
254	в тех	2	2
255	тому же	3	2
256	понимания и	1	2
257	лишь с	4	2
258	без исключения	1	2
259	и с	3	2
260	этих форм	2	2
261	на протяжении	2	2
262	рядом с	1	2
263	далеко не	5	2
264	и потому	1	2
265	двух направлениях	2	2
266	мы не	3	2
267	или менее	2	2
268	переносится в	1	2
269	установка на	3	2
270	они уже	1	2
271	точку зрения	2	2
272	по крайней	1	2
273	как о	3	2
274	которых и	1	2
275	в коем	1	2
276	слова как	2	2
277	те моменты	1	2
278	нам важно	1	2
279	находит себе	1	2
280	только с	1	2
281	форма является	1	2
282	и именно	3	2
283	мы возьмем	1	2
284	лежит в	1	2
285	одно только	2	2
286	об одном	1	2
287	должны быть	1	2
288	с заранее	1	2
289	одним и	2	2
290	если же	2	2
291	и о	4	2
292	но по	1	2
293	формы и	3	2
294	приводит к	1	2
295	не с	2	2
296	здесь как	2	2
297	чтобы понять	2	2
298	сводится к	1	2
299	и являются	1	2
300	языке как	1	2
301	лишь как	1	2
302	с нашей	1	2
303	ее от	1	2
304	и методов	1	2
305	речи о	1	2
306	крайней мере	1	2
307	всяком случае	1	2
308	все время	1	2
309	эти последние	2	2
310	мы вовсе	1	2
311	но не	3	2
312	мы увидим	1	2
313	которой мы	1	2
314	коем случае	1	2
315	иной степени	1	2
316	они могут	1	2
317	это же	1	2
318	уже в	3	2
319	в виде	1	2
320	свидетельствует о	1	2
321	но для	3	2
322	мы знаем	1	2
323	не так	3	2
324	убедимся что	1	2
325	слово как	1	2
326	но что	1	2
327	речи к	1	2
328	общения и	1	2
329	тем что	5	2
330	это будет	1	2
331	в особенности	2	2
332	именно как	1	2
333	именно в	3	2
334	и прежде	1	2
335	а с	3	2
336	что не	4	2
337	противном случае	1	2
338	они не	3	2
339	и непосредственно	1	2
340	о чем	2	2
341	нашей точки	1	2
342	речи которые	3	2
343	в речи	1	2
344	вместе с	2	2
345	к его	2	2
346	xix века	3	2
347	там где	3	2
348	того или	3	2
349	в начале	1	2
350	не внутри	1	2
351	от него	1	2
352	следовательно и	1	2
353	еще более	2	2
354	во французском	1	2
355	между ними	1	2
356	не знает	2	2
357	а ведь	1	2
358	или иного	3	2
359	что в	13	2
360	именно здесь	1	2
361	и эта	1	2
362	как на	8	2
363	языка является	1	2
364	не иначе	1	1
365	то на	1	1
366	можно говорить	10	1
367	речь идет	3	1
368	также и	5	1
369	например в	1	1
370	язык может	1	1
371	и действительно	3	1
372	сам по	3	1
373	форм есть	1	1
374	то в	3	1
375	между двумя	1	1
376	также что	2	1
377	что эти	2	1
378	к созданию	1	1
379	случае нельзя	1	1
380	остаются лишь	1	1
381	уже по	1	1
382	о так	1	1
383	на тех	1	1
384	конечно нет	1	1
385	на изучение	1	1
386	бы что	1	1
387	языка какую	1	1
388	именно к	1	1
389	почти все	1	1
390	говорить о	6	1
