N	3gram	Tiupa_Disk_2	Istorich
1	с другой стороны	1	8
2	о том что	3	5
3	с одной стороны	4	4
4	на первый взгляд	2	4
5	тем не менее	1	4
6	в том что	6	4
7	то что в	1	3
8	не может быть	3	3
9	в данном случае	6	3
10	но это не	1	2
11	так и в	3	2
12	как и в	5	2
13	не в состоянии	1	1
14	и не стоит	1	1
15	при переходе от	1	1
16	с точки зрения	2	1
17	все дело в	1	1
18	состоит в том	2	1
19	из потустороннего мира	1	1
20	по отношению к	4	1
21	и может быть	2	1
22	в самом деле	1	1
23	в этом случае	2	1
24	но они же	1	1
25	в иных случаях	1	1
26	в другом месте	1	1
27	и в современной	1	1
28	бы то ни	1	1
29	в большинстве случаев	1	1
30	одна из них	1	1
31	в предыдущей главе	1	1
32	на передний план	1	1
33	то ни было	1	1
34	легко может быть	2	1
35	мы все же	1	1
36	в качестве примера	2	1
37	друг на друга	1	1
38	но в данном	2	1
39	может быть названо	1	1
40	но все эти	1	1
41	мысль о том	1	1
42	исторического бытия в	1	1
