N	3gram	Ircho_Kome_2	Vladivir
1	в том что	5	9
2	в связи с	3	8
3	во всяком случае	2	6
4	в то время	3	6
5	тем не менее	1	6
6	в это время	2	4
7	как мы знаем	1	4
8	само собой разумеется	1	3
9	более или менее	1	3
10	с точки зрения	1	3
11	в отличие от	2	3
12	в то же	3	3
13	точно так же	1	3
14	на этот раз	4	3
15	так или иначе	3	3
16	то что он	2	3
17	у него в	1	3
18	то же время	3	3
19	о том что	4	3
20	и на этот	2	2
21	не говоря уже	2	2
22	в том же	1	2
23	на первый план	1	2
24	можно было бы	2	2
25	говоря уже о	2	2
26	не только в	1	2
27	так и не	1	2
28	в свою очередь	1	2
29	дружеских отношениях с	1	2
30	само по себе	1	2
31	к этому времени	2	2
32	во второй половине	1	2
33	после того как	2	2
34	как мы видели	1	2
35	есть для нас	1	1
36	тех пор пока	1	1
37	в какой мере	1	1
38	потому что в	1	1
39	чуть ли не	2	1
40	и во всяком	1	1
41	со своей стороны	1	1
42	в том числе	3	1
43	до сих пор	2	1
44	по существу своему	1	1
45	и в то	1	1
46	наряду с этим	1	1
47	бы то ни	2	1
48	и особенно его	1	1
49	а может быть	1	1
50	в дружеских отношениях	1	1
51	не было бы	1	1
52	то что в	1	1
53	что в нем	1	1
54	в самой общей	2	1
55	полагать что в	1	1
56	вместе с тем	4	1
57	все же это	1	1
58	и с этой	2	1
59	сказать что их	1	1
60	в самом начале	2	1
61	нечто такое что	1	1
62	то время как	2	1
63	в первую очередь	3	1
64	в разной степени	1	1
65	и в том	1	1
66	не может быть	1	1
67	нельзя сказать о	1	1
68	в той же	2	1
69	сих пор не	1	1
70	и в свою	1	1
71	до тех пор	3	1
72	в этом же	2	1
73	в тех же	1	1
74	связи с этим	1	1
75	речь шла о	1	1
76	к выводу что	1	1
77	с самого начала	1	1
78	этого времени не	1	1
79	в самом деле	1	1
80	самой общей форме	2	1
81	но все же	1	1
82	и есть для	2	1
83	за то что	4	1
84	в этом смысле	2	1
85	в котором по	1	1
86	никак не может	1	1
87	для того чтобы	4	1
88	к тому же	10	1
