N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	43	25
2	в этом	13	24
3	у пушкина	1	22
4	в том	6	20
5	что он	13	19
6	может быть	23	19
7	тем что	3	19
8	что в	4	19
9	что это	2	16
10	том что	2	15
11	в этой	1	14
12	и пр	2	13
13	не только	11	12
14	в г	1	12
15	в его	10	12
16	то что	7	12
17	в этих	6	11
18	так что	5	11
19	таким образом	5	10
20	прежде всего	10	10
21	и не	29	10
22	у него	6	9
23	но и	14	9
24	и т	13	8
25	все это	5	8
26	о том	5	8
27	в языке	1	8
28	т е	26	8
29	в своих	2	8
30	из его	2	7
31	с этим	2	7
32	это не	3	7
33	было бы	5	7
34	в то	7	7
35	не может	18	7
36	точки зрения	13	7
37	что такое	2	7
38	и на	10	6
39	как в	2	6
40	из этих	2	6
41	не в	11	6
42	между тем	3	6
43	только в	4	6
44	т п	9	6
45	в конце	2	6
46	как бы	22	6
47	а в	5	6
48	как на	1	6
49	то же	8	5
50	но в	10	5
51	на то	5	5
52	он не	9	5
53	об этом	2	5
54	на почве	2	5
55	ни в	2	5
56	в котором	6	5
57	и это	4	5
58	так и	3	5
59	он говорил	2	5
60	в них	4	5
61	с другой	4	5
62	связано с	1	5
63	а не	7	5
64	в речах	1	5
65	того что	2	5
66	другой стороны	3	5
67	например в	2	4
68	время как	2	4
69	из которых	1	4
70	точка зрения	1	4
71	в общем	1	4
72	в центре	1	4
73	все же	3	4
74	не было	1	4
75	и к	3	4
76	то в	1	4
77	в целом	2	4
78	в каждом	11	4
79	лишь в	8	4
80	этом смысле	2	4
81	и тем	1	4
82	в жизни	3	4
83	как и	14	4
84	в эту	3	4
85	а как	4	4
86	у нас	2	4
87	по крайней	1	4
88	в устах	1	4
89	с точки	8	4
90	ничего не	3	4
91	отличается от	2	4
92	и с	5	4
93	если бы	3	4
94	можно сказать	1	4
95	к нему	5	4
96	мы видим	1	4
97	всего в	1	4
98	в качестве	1	4
99	и др	2	4
100	в начале	1	4
101	всяком случае	1	4
102	отношение к	2	4
103	то время	2	4
