N	3gram	Vygotskiy__2	RusskieA
1	в том что	17	15
2	и т д	2	9
3	состоит в том	2	8
4	том что в	2	6
5	вместе с тем	1	6
6	в этом случае	1	5
7	и в других	1	4
8	в связи с	1	4
9	о том что	4	4
10	к тому что	2	4
11	как и другие	1	3
12	с точки зрения	10	3
13	тем не менее	4	3
14	что иное как	1	2
15	но и на	1	2
16	по происхождению своему	1	2
17	все же не	1	2
18	в свою очередь	2	2
19	не только на	1	2
20	к выводу что	1	2
21	с тем и	1	2
22	после того как	1	2
23	привело к тому	1	2
24	по этому поводу	1	2
25	не значит что	1	2
26	не что иное	1	2
27	потому что он	1	1
28	есть один из	1	1
29	только потому что	2	1
30	и того же	1	1
31	в противном случае	1	1
32	в глаза что	1	1
33	точно так же	3	1
34	на самом деле	5	1
35	так как в	2	1
36	подобно тому как	2	1
37	приводит его к	1	1
38	обычая может быть	1	1
39	же как и	1	1
40	идет не о	1	1
41	и каким образом	1	1
42	в таком случае	1	1
43	то что и	1	1
44	и та же	1	1
45	два раза в	1	1
46	в этом отношении	5	1
47	что не только	1	1
48	и т п	8	1
49	можно было бы	4	1
50	сделать какие-либо выводы	1	1
51	на этот вопрос	2	1
52	но и как	1	1
53	которое в свою	1	1
54	значение и что	1	1
55	не только из	1	1
56	так как он	1	1
57	к другому и	1	1
58	не потому что	1	1
59	что в основе	4	1
60	в особенности же	1	1
61	в одни и	1	1
62	объясняется тем что	1	1
63	но и из	1	1
64	мы можем предположить	1	1
65	как будто бы	1	1
66	в отличие от	1	1
67	приходит к выводу	1	1
68	он должен был	1	1
69	приводит к тому	1	1
70	одни и те	2	1
71	потому что она	2	1
72	совершенно такие же	1	1
73	во всяком случае	2	1
74	можно согласиться с	1	1
75	одна и та	1	1
76	так же как	4	1
77	только о том	1	1
78	и в том	2	1
79	есть вместе с	1	1
80	не имеет ничего	1	1
81	бросается в глаза	1	1
82	такая точка зрения	1	1
83	здесь мы имеем	1	1
84	в русском языке	1	1
85	такой взгляд на	1	1
86	в то время	3	1
87	ничего общего с	1	1
88	и что следовательно	1	1
89	никак не может	1	1
90	с тем что	3	1
91	легко заметить что	1	1
92	несмотря на все	3	1
93	можно сказать что	1	1
94	на то что	6	1
95	одного и того	1	1
96	по существу одна	1	1
97	не по существу	1	1
98	смысл и назначение	1	1
99	совершенно очевидно что	1	1
100	и те же	2	1
101	мы видим что	2	1
102	друг с другом	1	1
103	заставляет думать что	1	1
104	как и в	2	1
105	что и в	3	1
106	один из самых	1	1
107	мы увидим что	1	1
108	в данном случае	4	1
