N	2gram	Losev_Dial_1	VLabPisa
1	таким образом	1	27
2	в этом	12	26
3	и в	18	25
4	и т	21	24
5	не только	13	22
6	может быть	17	21
7	хотя бы	6	20
8	и не	30	19
9	не может	12	17
10	т е	25	17
11	т д	19	15
12	в его	3	15
13	этом отношении	2	13
14	в том	9	13
15	прежде всего	10	13
16	в частности	2	12
17	как это	4	12
18	все это	11	12
19	в силу	1	11
20	вот что	1	11
21	с другой	6	11
22	из них	2	11
23	в качестве	2	10
24	не могут	1	10
25	о том	4	10
26	то же	10	9
27	что в	13	9
28	об этом	4	9
29	для него	2	9
30	т п	2	9
31	но и	7	9
32	и др	1	9
33	к этому	2	9
34	в своем	5	8
35	все эти	2	8
36	другой стороны	4	8
37	могут быть	3	8
38	говорит и	1	8
39	во всех	1	7
40	из этих	2	7
41	было бы	12	7
42	как и	2	7
43	том что	9	7
44	говорит о	5	7
45	не было	6	7
46	а не	14	7
47	вместе с	1	7
48	это и	4	6
49	более или	3	6
50	в себе	11	6
51	в нем	16	6
52	главным образом	1	6
53	идеи и	5	6
54	это не	9	6
55	или менее	3	6
56	и его	1	6
57	в то	6	6
58	так и	9	6
59	между тем	1	6
60	бы и	2	6
61	у него	1	6
62	то что	13	6
63	и есть	16	5
64	действительности и	3	5
65	в их	3	5
66	все же	5	5
67	и при	2	5
68	не в	6	5
69	тому что	3	5
70	же время	4	5
71	связи с	1	5
72	один из	3	5
73	как бы	11	5
74	не является	3	5
75	в результате	1	5
76	сказать что	10	5
77	только в	3	5
78	в искусстве	1	5
79	в этой	1	4
80	чем же	1	4
81	перед нами	1	4
82	когда он	1	4
83	в самом	3	4
84	что все	1	4
85	них не	1	4
86	в них	3	4
87	даже в	3	4
88	никогда не	9	4
89	вот почему	1	4
90	к тому	4	4
91	утверждать что	3	4
92	должен быть	1	4
93	в ее	1	4
94	можно сказать	6	4
95	и подобных	1	4
96	с ними	2	4
97	что он	11	4
98	как раз	4	4
99	в связи	1	4
100	творчества как	2	4
101	в своей	2	4
102	например в	1	3
103	в котором	4	3
104	его не	6	3
105	и он	5	3
106	в которых	2	3
107	но как	2	3
108	явлений и	1	3
109	нет и	1	3
110	что они	3	3
111	с этим	2	3
112	и как	7	3
113	и к	1	3
114	следующим образом	1	3
115	в противоположность	5	3
116	всех этих	3	3
117	и по	1	3
118	его в	1	3
119	далеко не	1	3
120	что не	7	3
121	точки зрения	17	3
122	этих и	1	3
123	как о	2	3
124	это мы	4	3
125	она не	6	3
126	в виду	5	3
127	никак не	6	3
128	что и	3	3
129	вслед за	2	3
130	того что	2	3
131	является не	2	3
132	и их	2	3
133	даже и	3	3
134	в конце	4	3
135	именно в	2	3
136	так же	4	3
137	по существу	1	3
138	и от	2	3
139	бы в	3	3
140	только что	3	3
141	жизни и	3	3
142	как известно	1	2
143	также и	7	2
144	чтобы не	2	2
145	без них	1	2
146	он может	1	2
147	и этот	1	2
148	уже по	1	2
149	по его	1	2
150	а как	1	2
151	мы имеем	2	2
152	же как	2	2
153	в которой	1	2
154	говорить о	5	2
155	но даже	1	2
156	то это	4	2
157	до полного	1	2
158	в ней	3	2
159	еще не	2	2
160	в различных	1	2
161	в чем	6	2
162	бы не	1	2
163	но не	4	2
164	если в	3	2
165	относится к	2	2
166	отнюдь не	9	2
167	стороны и	3	2
168	что нет	1	2
169	хотя и	4	2
170	но в	6	2
171	не приходится	1	2
172	как он	4	2
173	что она	7	2
174	после этого	1	2
175	он не	3	2
176	том чтобы	1	2
177	у пушкина	4	2
178	что ни	3	2
179	так например	1	2
180	в каждом	2	2
181	и дальше	1	2
182	в другом	2	2
183	рождается из	2	2
184	или наконец	1	2
185	заключается в	1	2
186	с другими	2	2
187	и отдельные	1	2
188	в жизни	1	2
189	только о	1	2
190	одному тому	1	2
191	не всегда	1	2
192	он и	2	2
193	между собою	2	2
194	и для	2	2
195	что такое	10	2
196	никаких оснований	1	2
197	могут не	1	2
198	не интересует	1	2
199	всяком случае	2	2
200	самый факт	2	2
201	знаем что	1	2
202	и значит	3	2
203	действительность в	1	2
204	эта не	1	2
205	которые в	1	2
206	по крайней	4	2
207	если бы	12	2
208	реальная действительность	1	2
209	что например	1	2
210	по себе	25	2
211	это особенно	1	2
212	можно ли	1	2
213	не менее	2	2
214	дня и	1	2
215	можно указать	2	2
216	в науке	3	2
217	того чтобы	1	2
218	на язык	1	2
219	связанное с	1	2
220	в сознании	3	2
221	ли это	3	2
222	от того	1	2
223	нет ни	2	2
224	и заключается	1	2
225	отличается от	2	2
226	же самое	1	2
227	должны быть	1	2
228	что оно	5	2
229	для того	2	2
230	на это	1	2
231	мысль о	1	2
232	только то	4	2
233	и может	2	2
234	если они	1	2
235	в образе	1	2
236	он сам	5	2
237	и даже	13	2
238	во всяком	4	2
239	но к	2	2
240	говорит об	1	2
241	и просто	1	2
242	крайней мере	4	2
243	с реальной	1	2
244	конце концов	3	2
245	значит что	14	2
246	но с	3	2
247	и быть	2	2
248	что даже	2	2
249	образа в	2	2
250	с одной	2	2
251	у них	3	2
252	при помощи	1	2
253	ни с	6	2
254	эти вопросы	1	2
255	вовсе не	7	2
256	к ним	2	2
257	не о	4	2
258	эти явления	1	2
259	в особенности	5	2
260	одной стороны	2	2
261	или иной	3	2
262	даже не	3	2
263	до сих	2	2
264	как у	2	2
265	не рождается	2	2
266	еще и	3	2
267	показывает что	1	2
268	что для	3	2
269	зависит от	1	2
270	гете и	2	2
271	о чем	2	2
272	показывает как	1	2
273	что мы	1	2
274	не об	1	2
275	стороны в	2	2
276	и потому	3	2
277	как например	2	2
278	сих пор	2	2
279	того или	1	2
280	между прочим	1	2
281	этом и	1	2
282	но для	1	2
283	можно было	5	2
284	мира и	1	2
285	по одному	1	2
286	все они	1	2
287	а в	5	2
288	а о	2	2
289	о своем	2	2
290	между ними	1	2
291	не быть	1	2
292	к его	1	2
293	этой точки	2	2
294	они не	1	2
295	которая не	2	2
296	пор не	1	1
297	новое время	1	1
298	а между	1	1
299	можно говорить	2	1
300	речь идет	1	1
301	говоря о	2	1
302	с жизнью	1	1
303	и без	1	1
304	ним или	1	1
305	выражения в	1	1
306	самом деле	3	1
307	силы и	1	1
308	все его	1	1
309	почти не	2	1
310	и закон	1	1
311	и так	2	1
312	обычного хода	1	1
313	у гете	2	1
314	он всегда	2	1
315	что эти	1	1
316	в основании	1	1
317	должна быть	3	1
318	без сновидений	1	1
319	всей ее	1	1
320	им самим	1	1
321	из идеи	2	1
322	как мы	4	1
323	что если	2	1
324	это что	2	1
325	вопрос о	2	1
326	реальной жизнью	1	1
327	даже наиболее	1	1
328	почти все	2	1
329	не впасть	1	1
330	что чувственное	1	1
331	но она	3	1
332	отдельных частей	1	1
333	на себя	1	1
334	почти исключительно	1	1
335	мы получаем	2	1
336	из того	2	1
337	мы и	2	1
338	сам по	6	1
339	проявляется в	1	1
340	но пожалуй	1	1
341	и то	9	1
342	быть в	2	1
343	не был	2	1
344	здесь не	1	1
345	общей идеей	1	1
346	а только	3	1
347	только тогда	2	1
348	себе и	2	1
349	или иное	3	1
350	полнее и	1	1
351	сама по	8	1
352	общего с	5	1
353	только об	1	1
354	сразу и	1	1
355	миф не	14	1
356	что ее	1	1
357	кроме того	1	1
358	пыль но	1	1
359	сознания в	1	1
360	говорит что	3	1
361	что по	1	1
362	и наконец	1	1
363	ином отношении	1	1
364	в каком-то	1	1
365	и свою	1	1
366	то в	7	1
367	вообще но	1	1
368	каково их	1	1
369	значит только	1	1
370	формы в	1	1
371	уже в	1	1
372	есть для	2	1
373	тут и	2	1
374	только два	1	1
375	него она	1	1
376	в вещи	1	1
377	всего необходимо	2	1
378	этого образа	1	1
379	тому же	2	1
380	на то	5	1
381	если он	1	1
382	у гофмана	1	1
383	дальше и	2	1
384	и если	1	1
385	опыту и	1	1
386	да и	6	1
387	и еще	3	1
388	не значит	3	1
389	в понимании	1	1
390	не как	2	1
391	понятий и	1	1
392	то как	3	1
393	к чувственному	4	1
394	чувства в	1	1
395	уже не	2	1
396	на этом	2	1
397	в понятие	1	1
398	одно и	4	1
399	чего он	1	1
400	то есть	1	1
401	для своей	1	1
402	зрения на	1	1
403	мере и	1	1
404	те или	1	1
405	наконец для	1	1
406	на почве	1	1
407	то все	1	1
408	этом смысле	3	1
409	же если	1	1
410	всю его	1	1
411	и сопоставление	1	1
412	от всей	1	1
413	чаще всего	2	1
414	в новое	1	1
415	кажется что	1	1
416	для них	1	1
417	и чайковский	1	1
418	этого не	1	1
419	с этой	2	1
420	характерно то	1	1
421	отражается в	1	1
422	этим и	1	1
423	несмотря на	10	1
424	не заметить	1	1
425	аллегории и	2	1
426	мере не	1	1
427	себе все	1	1
428	в этих	5	1
429	из сферы	3	1
430	еще недостаточно	1	1
431	взгляд на	1	1
432	приступать к	1	1
433	в которые	1	1
434	вещи ни	1	1
435	как произведение	1	1
436	существенно не	2	1
437	на свою	1	1
438	говорил о	1	1
439	примитивной и	1	1
440	не самый	1	1
441	и той	1	1
442	процесса и	1	1
443	есть его	1	1
444	образом и	2	1
445	последних дней	1	1
446	но он	1	1
447	друг другу	3	1
448	этого только	1	1
449	и эти	1	1
450	могут только	1	1
451	не должна	2	1
452	понимать буквально	1	1
453	формы как	1	1
454	зрения и	1	1
455	вплоть до	3	1
456	как можно	2	1
457	что эта	4	1
458	с теми	1	1
459	мысли в	2	1
460	дело не	2	1
461	того как	1	1
462	что их	2	1
463	на себе	3	1
464	время как	2	1
465	значит ли	2	1
466	иметь в	3	1
467	но только	3	1
468	та или	3	1
469	и пытается	1	1
470	может только	1	1
471	не имеет	15	1
472	теперь можно	1	1
473	сознании а	1	1
474	ним не	1	1
475	жизни не	1	1
476	учения о	2	1
477	или иная	3	1
478	к ней	4	1
479	от него	4	1
480	как не	2	1
481	е не	1	1
482	только с	3	1
483	так то	1	1
484	как будто	1	1
485	в основе	3	1
486	в каком	8	1
487	больше того	4	1
488	идею и	3	1
489	об одном	2	1
490	раз навсегда	1	1
491	однако все	1	1
