N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	56
2	то есть	3	24
3	в его	12	18
4	таким образом	3	17
5	все эти	3	15
6	в этом	14	14
7	в том	11	13
8	так и	6	13
9	он был	14	12
10	в то	8	12
11	и его	7	12
12	то же	6	11
13	в них	2	11
14	в этих	1	11
15	до конца	1	11
16	и до	2	10
17	мы уже	7	10
18	еще не	2	10
19	же время	4	10
20	в эпоху	1	10
21	в самом	2	9
22	и не	17	9
23	только в	9	9
24	но и	19	9
25	во всех	1	8
26	не только	24	8
27	в нем	4	8
28	и с	14	8
29	и даже	15	8
30	по своему	3	8
31	все это	5	8
32	том что	14	8
33	и на	3	7
34	как мы	9	7
35	у него	15	7
36	в частности	2	7
37	той же	2	6
38	в этой	4	6
39	но в	12	6
40	на его	3	6
41	своего времени	2	6
42	точки зрения	2	6
43	вовсе не	5	6
44	связи с	1	6
45	связаны с	1	6
46	прежде всего	1	6
47	и все	4	6
48	потому что	11	6
49	одним из	2	5
50	с ее	1	5
51	с его	11	5
52	но не	3	5
53	он не	10	5
54	так сказать	1	5
55	роль в	1	5
56	во время	3	5
57	в отношении	3	5
58	никогда не	9	5
59	в области	1	5
60	один из	4	5
61	ни с	4	5
62	не было	5	5
63	как и	4	5
64	в результате	2	5
65	что в	14	5
66	и другие	1	5
67	ту же	1	4
68	и потому	6	4
69	в ней	1	4
70	не был	5	4
71	за пределы	3	4
72	и к	6	4
73	в которой	4	4
74	в себе	4	4
75	при этом	2	4
76	их в	1	4
77	что все	2	4
78	и более	1	4
79	даже в	2	4
80	одна из	1	4
81	того чтобы	2	4
82	по своей	4	4
83	во всем	4	4
84	и которые	1	4
85	и других	2	4
86	о том	11	4
87	с одной	1	4
88	в качестве	6	4
89	конечно не	2	4
90	так как	8	4
91	в особенности	4	4
92	в изображении	1	4
93	в своих	5	4
94	в году	30	3
95	в их	1	3
96	на них	1	3
97	не просто	1	3
98	в своем	4	3
99	кроме того	7	3
100	его к	2	3
101	в свет	1	3
102	главным образом	4	3
103	не мог	3	3
104	не в	5	3
105	но он	5	3
106	языков и	1	3
107	в таких	1	3
108	и почти	2	3
109	новое и	1	3
110	настоящего времени	1	3
111	другом месте	1	3
112	здесь мы	3	3
113	и был	6	3
114	и о	2	3
115	и здесь	3	3
116	настоящее время	1	3
117	а также	5	3
118	времени в	2	3
119	это была	3	3
120	в литературе	1	3
121	видели что	1	3
122	одной из	2	3
123	так что	10	3
124	уже не	3	3
125	что и	5	3
126	может быть	6	3
127	еще и	7	3
128	что для	4	3
129	сказать что	7	3
130	и средневековой	1	3
131	с помощью	1	3
132	связь с	1	3
133	не были	2	3
134	к его	3	3
135	до настоящего	1	3
136	на эту	1	3
137	в связи	3	3
138	в настоящее	1	3
139	в те	8	3
140	бы в	1	3
141	то что	18	3
142	они еще	1	3
143	также и	10	2
144	и то	10	2
145	самом деле	1	2
146	на самом	1	2
147	на две	1	2
148	был и	1	2
149	те времена	5	2
150	их и	1	2
151	для своего	2	2
152	мы не	1	2
153	почти все	1	2
154	первый план	2	2
155	бы то	1	2
156	с другой	3	2
157	совсем не	4	2
158	значение и	1	2
159	себе и	1	2
160	что они	3	2
161	как к	2	2
162	хотя и	4	2
163	когда он	5	2
164	и как	4	2
165	и хотя	1	2
166	за это	2	2
167	в нашем	4	2
168	и те	1	2
169	что она	2	2
170	ни было	1	2
171	и еще	2	2
172	в виде	3	2
173	не как	1	2
174	и такие	2	2
175	так например	2	2
176	и была	1	2
177	по всему	1	2
178	ни в	2	2
179	с тем	2	2
180	он и	6	2
181	несмотря на	4	2
182	или менее	3	2
183	для него	7	2
184	в своей	4	2
185	в котором	6	2
186	далеки от	1	2
187	мир и	1	2
188	если бы	1	2
189	дело в	4	2
190	чтобы стать	1	2
191	о них	1	2
192	дело не	2	2
193	не имели	2	2
194	у этого	1	2
195	к концу	2	2
196	что на	2	2
197	в каком	2	2
198	не потому	1	2
199	начиная с	2	2
200	с такою	1	2
201	только не	1	2
202	то время	2	2
203	и совершенно	1	2
204	и сам	6	2
205	во многом	2	2
206	с ним	5	2
207	образом в	2	2
208	и знакомых	2	2
209	его жизни	6	2
210	можно сказать	6	2
211	в значительной	1	2
212	и во	1	2
213	к нему	4	2
214	вся эта	3	2
215	этот момент	2	2
216	во всей	1	2
217	было бы	2	2
218	но с	1	2
