N	3gram	Trubetskoy_1	Formalny
1	не может быть	3	10
2	в связи с	3	10
3	с точки зрения	8	7
4	в самом деле	5	5
5	то же время	2	5
6	в то же	2	5
7	во всяком случае	2	5
8	вместе с тем	2	4
9	как мы видели	1	4
10	в высшей степени	1	4
11	на самом деле	7	3
12	и не может	1	3
13	в зависимости от	1	3
14	может быть и	4	3
15	не в том	1	3
16	с другой стороны	4	3
17	хотя бы в	1	3
18	для того чтобы	7	3
19	в этом пункте	1	2
20	в том случае	4	2
21	в конце концов	4	2
22	между этими двумя	2	2
23	с самого начала	1	2
24	но все же	2	2
25	к тому что	1	2
26	в том что	15	2
27	как мы знаем	1	2
28	и в конце	1	1
29	мы знаем что	7	1
30	теперь мы должны	1	1
31	из этих элементов	1	1
32	что же касается	2	1
33	в своем развитии	3	1
34	по этому вопросу	1	1
35	иметь в виду	1	1
36	это по существу	1	1
37	социальной жизни и	1	1
38	более или менее	7	1
39	не говоря уже	1	1
40	в этом последнем	1	1
41	и до сих	1	1
42	в настоящее время	2	1
43	но из всего	1	1
44	в этом случае	4	1
45	он не может	2	1
46	с одной стороны	2	1
47	только в том	1	1
48	до сих пор	8	1
49	говоря уже о	1	1
50	при этом не	1	1
51	и так или	1	1
52	для другой стороны	1	1
53	является одним из	1	1
54	они вступают в	1	1
55	самом деле ведь	1	1
56	во всех этих	2	1
57	это не так	1	1
58	из того что	1	1
59	и в в	1	1
60	произведения в процессе	1	1
61	том или ином	1	1
62	в других областях	1	1
63	с лица земли	1	1
64	по крайней мере	1	1
65	вместе с ними	1	1
66	том случае если	4	1
67	это может быть	1	1
68	той так и	1	1
69	в том или	1	1
70	в этой области	4	1
71	в данном случае	3	1
72	каждый из этих	2	1
73	для той так	1	1
74	на задний план	1	1
75	смысле этого слова	1	1
76	но при этом	1	1
77	между тем в	1	1
78	так или иначе	5	1
79	все же не	3	1
80	не тем что	1	1
81	становится как бы	1	1
82	и сам он	1	1
83	но именно в	1	1
84	так и для	2	1
85	бы то ни	2	1
86	но и с	1	1
87	лишь в том	5	1
88	этими двумя крайними	1	1
89	именно в том	1	1
90	в широком смысле	1	1
91	что они не	1	1
92	только то что	2	1
93	то увидим что	1	1
94	таким образом в	3	1
95	по тем же	1	1
96	в общих чертах	1	1
97	и некоторые другие	1	1
98	таким образом мы	1	1
99	в свою очередь	2	1
100	как общее правило	1	1
101	ничего общего с	2	1
102	и без того	4	1
103	может быть признана	1	1
104	от нее и	1	1
105	в самом широком	1	1
106	и для другой	1	1
107	представляют из себя	3	1
108	по этому поводу	1	1
109	тем не менее	4	1
110	как для той	1	1
111	а не в	1	1
112	как и в	2	1
