N	4gram	Vinokur_Ku_2	Myshleni
1	в то время как	1	5
2	заключается в том что	1	5
3	одной и той же	1	3
4	несмотря на то что	1	2
5	в том что мы	1	2
6	одном и том же	1	2
7	состоит в том что	1	2
8	и в другом случае	1	1
9	языка по сравнению с	1	1
10	том и в другом	1	1
11	но с другой стороны	1	1
12	приводит к тому что	1	1
13	точно так же как	2	1
14	не что иное как	1	1
15	с этой точки зрения	2	1
16	в связи с этим	1	1
17	в том и в	1	1
18	в зависимости от того	1	1
19	только в том что	1	1
20	что оно приводит к	1	1
21	для того чтобы вообще	1	1
22	есть не что иное	1	1
