N	2gram	Vinokur_St_2	FransuaR
1	и в	29	65
2	и др	2	24
3	как бы	5	22
4	и не	9	22
5	вовсе не	6	18
6	в сущности	1	16
7	в том	27	16
8	в этом	21	15
9	но в	8	14
10	в нем	4	13
11	в условиях	1	13
12	и на	6	11
13	прежде всего	5	11
14	все эти	2	10
15	не только	19	10
16	и его	6	10
17	так и	9	10
18	но и	19	10
19	и потому	2	10
20	том числе	1	10
21	в эпоху	1	9
22	в его	13	9
23	все это	11	9
24	за пределы	1	8
25	в своем	9	8
26	в основе	1	8
27	в духе	2	8
28	и даже	3	8
29	по своему	2	8
30	и другие	2	8
31	его в	2	7
32	точки зрения	5	7
33	в области	2	7
34	только в	2	7
35	жизни и	1	7
36	на самом	3	6
37	в году	3	6
38	в ней	7	6
39	еще не	1	6
40	все же	6	6
41	при этом	2	6
42	том что	27	6
43	в отношении	2	6
44	никогда не	3	6
45	как мы	1	6
46	времени и	4	6
47	искусства и	2	6
48	в значительной	2	6
49	одно из	1	6
50	так как	2	6
51	может быть	2	6
52	века и	2	6
53	сказать что	2	6
54	века в	1	5
55	литературы и	1	5
56	с его	2	5
57	отличие от	2	5
58	как в	3	5
59	с их	1	5
60	в них	2	5
61	как и	2	5
62	в своей	7	5
63	потому что	9	5
64	между тем	5	5
65	для него	4	5
66	в одном	6	5
67	еще и	3	5
68	и пр	8	5
69	связь с	2	5
70	в частности	4	5
71	xix века	3	5
72	в той	5	5
73	и все	1	5
74	еще более	4	5
75	в своих	1	5
76	жизни в	1	5
77	xvii века	1	4
78	и до	1	4
79	в общем	3	4
80	и к	4	4
81	поэтому и	1	4
82	в самом	7	4
83	в этой	2	4
84	и еще	1	4
85	во время	2	4
86	в их	3	4
87	в отличие	2	4
88	не в	4	4
89	до сих	6	4
90	на всех	1	4
91	связи с	4	4
92	из них	3	4
93	отношение к	1	4
94	нужно сказать	1	4
95	сих пор	5	4
96	для нас	1	4
97	между ними	1	4
98	совершенно не	2	4
99	самом деле	3	3
100	по его	3	3
101	мы и	1	3
102	конечно и	2	3
103	не просто	1	3
