N	3gram	Medvedev_V_1	Myshleni
1	для того чтобы	3	14
2	по отношению к	7	12
3	в том что	5	11
4	так же как	1	7
5	по сравнению с	1	5
6	в этом отношении	13	5
7	можно сказать что	4	5
8	в другом месте	2	4
9	подобно тому как	2	4
10	то же самое	1	4
11	на этот вопрос	1	4
12	с этой точки	1	4
13	то время как	1	4
14	уже по одному	2	4
15	этой точки зрения	2	4
16	в то время	1	4
17	о том что	3	4
18	сама по себе	1	4
19	до сих пор	1	3
20	можно было бы	2	3
21	с одной стороны	2	3
22	в свою очередь	1	3
23	не может быть	8	3
24	не только не	2	3
25	вопрос о том	1	3
26	в самом деле	1	2
27	о том как	3	2
28	и не может	2	2
29	в зависимости от	5	2
30	того что мы	1	2
31	что он не	1	2
32	таким образом в	2	2
33	именно в этом	1	2
34	вместе с тем	3	2
35	что оно является	1	2
36	лежит в основе	1	2
37	ответ на этот	1	2
38	с другой стороны	8	2
39	только в пределах	1	2
40	имеет свою внутреннюю	1	2
41	от того что	2	2
42	ничего общего с	1	2
43	хотя бы в	3	2
44	мы говорим о	1	2
45	что должно быть	1	2
46	мы видим что	1	2
47	значит что он	1	2
48	и в другом	2	2
49	и связанное с	1	1
50	и может быть	1	1
51	не может не	2	1
52	одному тому что	2	1
53	то что должно	1	1
54	совершенно очевидно что	1	1
55	по одному тому	2	1
56	в прямом смысле	1	1
57	говорит об этом	1	1
58	в начале этой	1	1
59	предполагает наличие не	1	1
60	более или менее	6	1
61	имеем в виду	1	1
62	как это мы	1	1
63	мы только что	1	1
64	что для того	1	1
65	в этом смысле	1	1
66	в том числе	2	1
67	в том же	1	1
68	одной стороны и	2	1
69	же как и	1	1
70	если так то	1	1
71	только в том	2	1
72	свою внутреннюю логику	1	1
73	том числе и	2	1
74	кроме того что	1	1
75	есть одно и	1	1
76	приходит в результате	1	1
77	и протекает по	1	1
78	это и значит	1	1
79	тому же выводу	1	1
80	в силу этого	4	1
81	одно и то	1	1
82	этими двумя полюсами	1	1
83	отношению к этим	1	1
84	в применении к	1	1
85	в которой он	1	1
86	а не только	1	1
87	в этой области	3	1
88	один из них	1	1
89	этом отношении может	1	1
90	таким образом и	1	1
91	него могут быть	1	1
92	чтобы ответить на	1	1
93	и то же	1	1
94	после всего сказанного	1	1
95	и по отношению	1	1
96	не могут быть	1	1
97	не только для	1	1
98	в связи с	3	1
99	во всяком случае	1	1
100	в этом и	2	1
101	нет никаких оснований	2	1
102	не могут иметь	1	1
103	на основе этого	1	1
104	не было бы	4	1
105	которая уже сама	1	1
106	у него еще	1	1
107	того чтобы понять	1	1
108	в одном и	1	1
109	между этими двумя	1	1
110	том смысле что	1	1
111	по аналогии с	1	1
112	все эти явления	2	1
113	в том чтобы	2	1
114	и вместе с	1	1
115	как это и	1	1
116	этом и заключается	2	1
117	это происходит в	1	1
118	те или иные	1	1
119	того или иного	1	1
120	и никогда не	1	1
121	является для него	1	1
122	в этом заключается	1	1
123	мы знаем что	2	1
124	уже сама по	1	1
125	в то же	5	1
126	к тому что	3	1
127	в том смысле	1	1
128	в результате этого	1	1
129	всего сказанного выше	2	1
130	что он в	1	1
131	в этом процессе	2	1
132	вместе с этим	1	1
133	той или иной	1	1
134	как видим для	1	1
135	и в процессе	2	1
