N	2gram	Voloshinov_1	Vladivir
1	и в	16	30
2	в году	1	24
3	в этом	9	20
4	то что	3	20
5	у него	2	19
6	и не	4	18
7	в том	3	18
8	и с	8	14
9	же с	1	13
10	что он	2	13
11	в конце	1	13
12	не только	7	12
13	том что	3	12
14	что в	3	12
15	как мы	4	11
16	в его	4	11
17	а в	3	11
18	сказать что	7	11
19	и вообще	2	10
20	и даже	4	10
21	все же	1	9
22	было бы	2	9
23	не может	8	9
24	для него	6	9
25	но в	4	8
26	что же	1	8
27	связи с	1	8
28	но и	4	8
29	в связи	1	8
30	вместе с	3	8
31	ни в	5	7
32	точки зрения	8	7
33	никогда не	2	7
34	не менее	2	7
35	может быть	17	7
36	а не	1	7
37	как это	3	7
38	для нас	2	7
39	и все	4	7
40	он был	1	6
41	хотя и	1	6
42	и к	6	6
43	и его	8	6
44	у нас	1	6
45	его жизни	1	6
46	только в	4	6
47	всяком случае	3	6
48	прежде всего	9	6
49	к этому	2	6
50	жизни и	3	6
51	во всяком	3	6
52	того же	2	5
53	и то	1	5
54	с этим	2	5
55	все эти	5	5
56	при этом	6	5
57	как и	2	5
58	в своей	2	5
59	так как	4	5
60	это мы	1	5
61	так и	4	5
62	с ним	2	5
63	другими словами	2	5
64	и что	1	5
65	тот же	1	5
66	в течение	1	5
67	как бы	5	5
68	в основном	3	5
69	о его	1	5
70	все это	4	5
71	то же	2	4
72	той же	1	4
73	я не	1	4
74	в ней	1	4
75	и на	4	4
76	что его	1	4
77	с его	7	4
78	совсем не	2	4
79	отношение к	5	4
80	что это	2	4
81	в этой	4	4
82	на его	1	4
83	в нем	4	4
84	он не	2	4
85	его в	4	4
86	это было	1	4
87	и мы	2	4
88	несмотря на	1	4
89	мы знаем	3	4
90	в этих	3	4
91	по крайней	3	4
92	мы должны	1	4
93	не есть	2	4
94	и о	2	4
95	можно сказать	4	4
96	о том	2	4
97	конечно не	6	4
98	вовсе не	1	4
99	для меня	2	4
100	крайней мере	3	4
101	со стороны	1	4
102	так же	2	4
103	с этой	2	4
104	но это	2	4
105	в начале	2	4
106	и наконец	4	4
107	на этот	1	4
108	ко всему	1	4
109	по поводу	1	4
110	отношения к	3	3
111	нам кажется	2	3
112	говоря о	1	3
113	едва ли	3	3
114	и вот	3	3
115	что можно	2	3
116	во всех	3	3
117	но не	1	3
118	мы сейчас	1	3
119	и как	3	3
120	из этих	2	3
121	учение о	3	3
122	таким образом	9	3
123	те же	3	3
124	в них	2	3
125	в следующем	1	3
126	с точки	6	3
127	что я	1	3
128	только и	2	3
129	в области	3	3
130	и это	6	3
131	что и	2	3
132	философии и	1	3
133	никак нельзя	1	3
134	воспоминаний о	1	3
135	уже не	1	3
136	я в	1	3
137	уже в	1	3
138	а это	1	3
139	на этих	2	3
140	сказать о	1	3
141	даже и	1	3
142	дело в	1	3
143	наконец в	1	3
144	нет ничего	1	3
145	в данном	1	3
146	своей жизни	2	3
147	под названием	1	3
148	и для	2	3
149	еще более	1	3
150	хотя бы	4	3
151	в свою	1	3
152	это в	1	3
153	и особенно	1	3
154	я и	6	2
155	и есть	3	2
156	что эти	1	2
157	мы уже	2	2
158	его не	1	2
159	что если	1	2
160	как я	1	2
161	а другие	1	2
162	же нужно	1	2
163	не был	1	2
164	по своему	2	2
165	в общем	3	2
166	в самом	2	2
167	во многих	1	2
168	как он	1	2
169	человек не	1	2
170	мысли и	4	2
171	и сам	1	2
172	и по	2	2
173	на этом	3	2
174	и может	4	2
175	на все	1	2
176	кажется что	2	2
177	и представить	1	2
178	с тем	1	2
179	мы не	2	2
180	еще в	1	2
181	на первый	2	2
182	с нами	1	2
183	всех вещей	1	2
184	их в	3	2
185	однако в	1	2
186	она не	1	2
187	иной раз	1	2
188	не имеет	1	2
189	тогда когда	1	2
190	и притом	3	2
191	к этим	1	2
192	в самых	1	2
193	того чтобы	1	2
194	очень плохо	1	2
195	всего на	1	2
196	в русском	1	2
197	всей жизни	2	2
198	уже и	1	2
199	и часто	1	2
200	к тому	1	2
201	в виду	1	2
202	без всякого	1	2
203	данном случае	1	2
204	и ту	1	2
205	ничего не	1	2
