N	3gram	Losev_Prob_5	Narrotol
1	в том что	8	8
2	в данном случае	2	6
3	не только в	1	6
4	по отношению к	2	5
5	с одной стороны	3	5
6	состоит в том	1	4
7	о том что	9	4
8	к тому же	1	4
9	тем не менее	5	4
10	в этом отношении	1	3
11	той или иной	1	3
12	то же время	1	3
13	можно сказать что	3	3
14	в то же	1	3
15	хотя и не	1	2
16	с точки зрения	8	2
17	на самом деле	1	2
18	но и в	2	2
19	точно так же	3	2
20	мере в какой	1	2
21	в себе самом	1	2
22	и все же	1	2
23	видя в нем	1	2
24	не может быть	2	2
25	что иное как	3	1
26	в чем не	1	1
27	то что я	1	1
28	сказать что он	1	1
29	в себе но	1	1
30	одним и тем	1	1
31	в самом деле	1	1
32	в этом смысле	3	1
33	никак не может	2	1
34	свидетельствует о том	1	1
35	как раз и	1	1
36	в таком случае	2	1
37	и он не	1	1
38	он говорит о	1	1
39	не входит в	1	1
40	что только в	1	1
41	можно было бы	1	1
42	а с другой	3	1
43	может быть только	3	1
44	до сих пор	2	1
45	так или иначе	1	1
46	как раз в	1	1
47	то время как	3	1
48	он вовсе не	1	1
49	всей жизни в	1	1
50	далеко не всегда	3	1
51	и тем же	1	1
52	вовсе и не	1	1
53	на первый взгляд	1	1
54	а также и	1	1
55	которая не в	1	1
56	в результате его	1	1
57	в связи с	7	1
58	в нем не	1	1
59	во всяком случае	2	1
60	что у него	1	1
61	на эту тему	1	1
62	этой точки зрения	1	1
63	едва ли не	1	1
64	ни в чем	1	1
65	в то время	3	1
66	с этой точки	1	1
67	по аналогии с	1	1
68	так и в	1	1
69	что в ней	1	1
70	у него есть	1	1
71	то есть в	1	1
72	не в его	1	1
73	по его мнению	1	1
74	с этой стороны	1	1
75	в большинстве случаев	1	1
76	в том смысле	1	1
77	не что иное	3	1
78	в xix в	1	1
79	для того чтобы	2	1
80	здесь не в	1	1
81	это свидетельствует о	1	1
82	не мог быть	2	1
83	что никогда не	1	1
84	от солнца и	1	1
