N	2gram	Nazirov_Tv_1	DiskursI
1	в качестве	2	34
2	не только	7	28
3	в том	7	23
4	а не	5	22
5	то есть	12	20
6	тогда как	1	19
7	том что	11	19
8	представляет собой	3	17
9	может быть	5	17
10	как и	12	16
11	и в	21	16
12	в этом	6	15
13	еще не	1	14
14	но и	3	14
15	при этом	7	13
16	но не	3	11
17	прежде всего	4	11
18	и не	7	11
19	как в	8	10
20	далеко не	3	10
21	с другой	3	10
22	по отношению	1	9
23	в нем	3	9
24	не может	4	9
25	с одной	1	9
26	одной стороны	1	9
27	в частности	2	9
28	отношению к	1	9
29	отнюдь не	5	8
30	но в	7	8
31	своего рода	4	8
32	о том	6	8
33	так и	2	8
34	не было	1	7
35	в себе	2	7
36	то же	13	7
37	не в	2	7
38	в основе	2	7
39	роль в	1	7
40	в его	13	7
41	только в	5	7
42	в своем	4	6
43	пока еще	1	6
44	и как	4	6
45	и на	7	5
46	во всех	1	5
47	отличие от	2	5
48	тому же	1	5
49	в котором	6	5
50	в их	3	5
51	в отличие	2	5
52	в процессе	1	5
53	в себя	2	5
54	по природе	6	5
55	в эпоху	1	5
56	можно сказать	2	5
57	а с	1	5
58	в данном	2	5
59	как бы	17	5
60	к тому	2	5
61	а в	6	5
62	то что	8	5
63	в своей	4	5
64	и о	1	4
65	с его	11	4
66	в истории	1	4
67	и к	1	4
68	уже не	3	4
69	в целом	4	4
70	на его	3	4
71	в них	1	4
72	потому что	5	4
73	могут быть	2	4
74	по сути	4	4
75	внимание на	1	4
76	же время	12	4
77	между тем	1	4
78	как правило	1	4
79	одной из	4	4
80	что он	6	4
81	для него	6	4
82	что не	2	4
83	связи с	1	4
84	что в	12	4
85	также и	1	3
86	того же	2	3
87	в первом	2	3
88	столь же	1	3
89	в одной	2	3
90	с этим	1	3
91	перед нами	2	3
92	в самом	3	3
93	из жизни	1	3
94	вследствие этого	1	3
95	заключается в	1	3
96	это не	4	3
97	по мысли	1	3
98	ведет к	2	3
99	общения с	2	3
100	и того	2	3
101	в своих	5	3
102	однако в	2	3
103	по себе	1	3
104	в то	15	3
105	литературной традиции	1	3
106	таким образом	5	3
107	ли не	1	3
108	свою очередь	1	3
109	но при	1	3
110	в ее	1	3
111	времени и	4	3
112	еще в	2	3
113	и даже	3	3
114	или на	1	3
115	что и	2	3
116	в сферу	1	3
117	хотя бы	5	3
118	в жанре	1	3
119	из них	2	3
120	к ним	1	3
121	тем что	1	3
122	именно в	2	3
123	имеет место	1	3
124	это прежде	1	3
125	себе не	2	3
126	мира в	2	3
127	по своему	1	3
128	того что	3	3
129	один из	4	3
130	все же	5	3
131	как уже	1	3
132	в свою	7	3
133	на смену	2	3
134	сказать что	2	3
135	другой стороны	1	3
136	в действительности	1	3
137	одним из	4	2
138	и есть	1	2
139	вписывается в	1	2
140	в году	7	2
141	мы имеем	1	2
142	в сущности	1	2
143	на себя	1	2
144	в виду	2	2
145	между собой	1	2
146	себя в	1	2
147	как к	2	2
148	с некоторыми	1	2
149	хотя и	3	2
150	когда он	2	2
151	сознания в	1	2
152	целый ряд	1	2
153	поскольку в	1	2
154	в этой	5	2
155	эпохи и	1	2
156	так сказать	2	2
157	он ни	3	2
158	в принципе	2	2
159	и по	3	2
160	на этом	1	2
161	человека в	6	2
162	в каждом	3	2
163	об этом	2	2
164	и тем	2	2
165	соответствии с	3	2
166	одного и	1	2
167	о литературе	1	2
168	не от	1	2
169	мысли и	4	2
170	однако уже	1	2
171	по крайней	2	2
172	в историческом	1	2
173	по мере	1	2
174	не менее	6	2
175	что с	1	2
176	дело не	3	2
177	нельзя не	1	2
178	как формы	1	2
179	в наше	2	2
180	и его	6	2
181	однако это	1	2
182	в момент	4	2
183	крайней мере	2	2
184	уже о	1	2
185	к себе	1	2
186	его понимании	1	2
187	отличается от	1	2
188	же самое	1	2
189	бахтина о	1	2
190	мысли о	1	2
191	не есть	1	2
192	оно не	1	2
193	и он	2	2
194	с ее	3	2
195	данном случае	2	2
196	приводит к	2	2
197	на том	2	2
198	же касается	1	2
199	было в	2	2
200	а по	2	2
201	о нем	1	2
202	и что	1	2
203	одного из	2	2
204	размышляя о	1	2
205	самому себе	1	2
206	времени в	13	2
207	это было	1	2
208	на протяжении	3	2
209	представления о	1	2
210	в литературе	2	2
211	в какой	1	2
212	в разные	1	2
213	наше время	2	2
214	в литературу	1	2
215	и ее	1	2
216	нередко и	1	2
217	уже в	3	2
218	свидетельствует о	2	2
219	по выражению	1	2
220	к мысли	1	2
221	в одном	1	2
222	сами по	1	2
223	в современном	2	2
224	заметить что	1	2
225	никогда не	3	2
226	никого не	1	2
227	говорили о	1	2
228	к которому	1	2
229	чем он	1	2
230	героя и	2	2
231	в соответствии	3	2
232	в рассказе	3	2
233	зависит от	2	2
234	его как	2	2
235	о чем	1	2
236	его характер	1	2
237	к его	1	2
238	сути дела	3	2
239	автора в	1	2
240	из уст	1	2
241	что же	1	2
242	жизни в	6	2
243	и было	1	2
244	или в	2	2
245	о котором	2	2
246	и все	6	2
247	указывает на	1	2
248	хотя в	1	2
249	может и	1	2
250	одновременно и	2	2
251	героя в	1	2
252	это в	3	2
253	к этому	2	2
254	как известно	1	1
255	чтобы не	1	1
256	этом пункте	1	1
257	самом деле	2	1
258	на самом	3	1
259	переход от	1	1
260	это и	3	1
261	года к	1	1
262	чего не	1	1
263	от своей	1	1
264	и до	1	1
265	которое может	1	1
266	той же	3	1
267	человеком и	1	1
268	к предмету	1	1
269	собой как	1	1
270	ивана петровича	1	1
271	вторая часть	1	1
272	говорить о	1	1
273	но она	2	1
274	вниманию читателя	1	1
275	принадлежит к	1	1
276	в полной	1	1
277	я не	3	1
278	событий и	1	1
279	себе а	1	1
280	в xix	1	1
281	он сам	6	1
282	не могу	2	1
283	иного рода	1	1
284	не то	2	1
285	и всякий	1	1
286	конечном счете	4	1
287	отчасти и	2	1
288	как говорит	1	1
289	приходит на	1	1
290	же с	2	1
291	из возможных	1	1
292	не согласиться	1	1
293	героя то	1	1
294	о жизни	1	1
295	современников в	1	1
296	там же	3	1
297	реальной действительности	1	1
298	это тоже	1	1
299	отнесены к	1	1
300	или иную	1	1
301	определен как	1	1
302	со своей	1	1
303	всего лишь	1	1
304	в которой	3	1
305	бы и	1	1
306	что это	1	1
307	образом и	1	1
308	не был	3	1
309	он в	1	1
310	и те	1	1
311	учение о	1	1
312	по преимуществу	2	1
313	почти одновременно	1	1
314	но его	2	1
