N	2gram	Voloshinov_2	Problema
1	то есть	2	46
2	в его	5	43
3	и не	19	42
4	и в	19	38
5	и проч	1	28
6	не может	18	27
7	может быть	28	26
8	как бы	19	22
9	по отношению	8	21
10	в художественном	1	20
11	отнюдь не	8	19
12	отношению к	8	19
13	и с	2	17
14	и его	16	16
15	в этом	15	15
16	в нем	11	15
17	только в	8	13
18	прежде всего	7	13
19	независимо от	2	13
20	но не	2	12
21	за пределы	3	12
22	в единстве	4	12
23	во всех	6	11
24	ни в	6	11
25	и для	7	11
26	таким образом	14	10
27	в их	5	10
28	к нему	5	10
29	не только	13	9
30	не имеет	3	9
31	его в	7	9
32	имеет дело	2	9
33	но и	10	9
34	и как	6	8
35	входит в	1	8
36	было бы	4	8
37	точки зрения	17	8
38	место в	2	8
39	для нее	1	8
40	в том	7	8
41	и др	1	8
42	то что	4	8
43	еще не	3	7
44	в самом	6	7
45	вообще не	1	7
46	как и	9	7
47	не в	10	7
48	как мы	15	7
49	с другой	3	7
50	между тем	6	7
51	слова в	8	7
52	с помощью	6	7
53	но отнюдь	1	7
54	совершенно не	5	7
55	в своей	3	7
56	что в	2	7
57	отношения к	2	6
58	самом деле	9	6
59	на основе	3	6
60	там где	2	6
61	и наконец	1	6
62	в пределах	10	6
63	не к	3	6
64	с точки	13	6
65	в психике	1	6
66	не есть	3	6
67	можно только	1	6
68	ничего не	4	6
69	дело с	1	6
70	мы можем	6	6
71	произведение в	1	6
72	все же	5	6
73	а в	3	6
74	высшей степени	3	5
75	форму как	1	5
76	отличие от	3	5
77	в своем	2	5
78	все эти	3	5
79	к единству	1	5
80	при этом	9	5
81	то же	16	5
82	это не	4	5
83	в них	1	5
84	рядом с	2	5
85	в высшей	3	5
86	далеко не	2	5
87	в содержание	1	5
88	в отличие	3	5
89	так и	10	5
90	произведения в	1	5
91	его целом	1	5
92	в основе	9	5
93	остается за	1	5
94	и о	2	5
95	никогда не	7	5
96	с ним	1	5
97	и прежде	2	5
98	конечно не	4	5
99	большинстве случаев	5	5
100	за бортом	2	5
101	в большинстве	5	5
102	не на	2	5
103	а не	9	5
104	со словом	1	5
105	могут быть	3	5
106	должно быть	3	5
107	формы и	2	5
108	на границах	1	5
109	все они	1	5
110	мы здесь	2	4
111	на самом	7	4
112	должна быть	4	4
113	конститутивным моментом	2	4
114	конечно и	2	4
115	в ней	3	4
116	конечном счете	1	4
117	относится к	3	4
118	как в	1	4
119	но в	7	4
120	в нашем	2	4
121	в себе	4	4
122	перестает быть	1	4
123	в данном	5	4
124	не менее	1	4
125	но они	2	4
126	о значении	1	4
127	в то	8	4
128	известной степени	1	4
129	должны быть	2	4
130	здесь не	1	4
131	в ее	3	4
132	не с	2	4
133	о том	3	4
134	в конечном	1	4
135	которых мы	1	4
136	с ними	4	4
137	имеет дела	1	4
138	в других	1	4
139	в форме	5	4
140	и только	1	4
141	к которому	1	4
142	что не	2	4
143	более того	6	4
144	только по	1	4
145	и потому	2	4
146	в более	2	4
147	себя самого	2	4
148	лишь как	2	4
149	хотя бы	6	4
150	между ними	2	4
151	сказать что	4	4
152	другой стороны	1	4
153	также и	1	3
154	например в	1	3
155	противном случае	2	3
156	на материале	3	3
157	contradictio in	1	3
158	in adjecto	1	3
159	говорить о	1	3
160	бы то	4	3
161	точка зрения	1	3
162	менее всего	3	3
163	иногда и	3	3
164	из важнейших	2	3
165	значение имеет	1	3
166	значение для	1	3
167	кроме того	1	3
168	в целом	1	3
169	к миру	1	3
170	он не	3	3
171	то ни	5	3
172	а как	4	3
173	с другими	3	3
174	может стать	2	3
175	и тем	4	3
