N	3gram	Bakhtin_Pr_2	SlovoVZh
1	по отношению к	5	11
2	не может быть	4	7
3	можно сказать что	1	5
4	дело в том	1	4
5	так как если	1	4
6	как если бы	2	4
7	в том что	1	4
8	и не может	4	3
9	тем не менее	2	3
10	отражает в себе	1	3
11	бы то ни	1	3
12	может быть и	2	3
13	этой точки зрения	1	3
14	до сих пор	7	3
15	и не в	1	3
16	то ни было	1	3
17	и то же	2	2
18	на самом деле	1	2
19	с другой стороны	3	2
20	то же самое	1	2
21	одной стороны и	1	2
22	с точки зрения	8	2
23	но тем не	1	2
24	мы можем сказать	1	2
25	звучит так как	1	2
26	одно и то	2	2
27	в отношении к	2	2
28	в настоящее время	2	2
29	с одной стороны	1	2
30	определяет не только	1	1
31	но прежде всего	1	1
32	все то в	1	1
33	и в поэзии	1	1
34	но все же	2	1
35	каких бы то	1	1
36	но конечно эта	1	1
37	а между тем	1	1
38	точки зрения это	1	1
39	форма сама по	1	1
40	и различные степени	1	1
41	развитие этой точки	1	1
42	все же не	1	1
43	уже не может	1	1
44	не должна быть	1	1
45	то время как	2	1
46	более или менее	3	1
47	друг к другу	2	1
48	во всяком случае	1	1
49	одна и та	2	1
50	мы не найдем	1	1
51	они как бы	1	1
52	в самом деле	4	1
53	друг о друге	1	1
54	в этом смысле	2	1
55	бы не было	1	1
56	что до сих	1	1
57	данной социальной группы	1	1
58	нам кажется что	2	1
59	для историка литературы	1	1
60	самом деле в	1	1
61	между тем как	1	1
62	же как и	1	1
63	и в формах	1	1
64	в то время	2	1
65	здесь таким образом	1	1
66	сих пор не	1	1
67	и его идеологическая	1	1
68	если же он	1	1
69	сам по себе	5	1
70	сами по себе	1	1
71	становятся все более	1	1
72	но и в	1	1
73	же время не	1	1
74	и та же	2	1
75	берет на себя	1	1
76	о том что	1	1
77	при этом слово	1	1
78	в творчестве достоевского	2	1
79	никогда не бывает	1	1
80	художественного творчества он	1	1
81	можно было бы	3	1
82	стиле и в	1	1
83	если бы не	1	1
84	героя никогда не	1	1
85	то же время	5	1
86	как мы уже	1	1
87	не может стать	1	1
88	быть более или	2	1
89	по крайней мере	1	1
90	в то же	5	1
91	в стиле и	1	1
92	точек зрения и	2	1
93	в одном голосе	1	1
94	в том и	1	1
95	в значительной степени	1	1
96	сама по себе	4	1
97	если бы оно	1	1
98	и в нем	1	1
99	и он то	1	1
100	как и в	3	1
101	к тому же	3	1
102	но в то	3	1
103	мы увидим что	1	1
104	может быть более	2	1
105	в том же	1	1
