N	2gram	Tiupa_Anal_2	PoTuStor
1	может быть	6	17
2	и в	16	16
3	в этом	18	9
4	таким образом	2	9
5	прежде всего	3	9
6	точки зрения	4	8
7	и его	4	8
8	не может	4	8
9	совершенно не	1	8
10	с его	1	7
11	не только	16	7
12	сказать что	2	7
13	я и	3	6
14	самом деле	1	6
15	при этом	10	6
16	с точки	2	6
17	для него	4	6
18	и к	5	6
19	еще не	2	5
20	в чем	1	5
21	все эти	1	5
22	только для	1	5
23	ни в	1	5
24	нуждается в	1	5
25	как бы	10	5
26	и ее	1	4
27	и на	6	4
28	отнюдь не	8	4
29	и наконец	1	4
30	но в	6	4
31	в этой	9	4
32	в нем	1	4
33	его в	2	4
34	в один	4	4
35	все это	4	4
36	бессознательного и	1	4
37	как мы	3	4
38	с ее	2	4
39	так и	15	4
40	но мы	1	4
41	можно сказать	4	4
42	в его	2	4
43	с ними	3	4
44	только в	4	4
45	для всех	2	4
46	и их	2	4
47	так как	1	4
48	и даже	9	4
49	но и	12	4
50	и не	12	4
51	и все	3	4
52	хотя бы	1	4
53	все что	2	4
54	отношения к	2	3
55	тех же	1	3
56	едва ли	3	3
57	во всех	4	3
58	в общем	2	3
59	и как	1	3
60	с их	2	3
61	на две	3	3
62	на этом	4	3
63	на этой	2	3
64	этом смысле	2	3
65	том что	12	3
66	в одном	2	3
67	по крайней	3	3
68	те же	2	3
69	в конечном	3	3
70	крайней мере	3	3
71	в том	12	3
72	только на	3	3
73	даже не	1	3
74	но оно	1	3
75	вместе с	2	3
76	и потому	1	3
77	как это	6	3
78	могут быть	10	3
79	в основном	1	3
80	что в	2	3
81	в этих	2	3
82	а в	3	3
83	то что	7	3
84	определить как	1	2
85	в самом	6	2
86	мы уже	1	2
87	и о	1	2
88	говорить о	6	2
89	того же	4	2
90	из этих	1	2
91	совсем не	1	2
92	конечном счете	2	2
93	за пределы	4	2
94	но ведь	1	2
95	вообще не	2	2
96	он не	2	2
97	нашего времени	4	2
98	и по	1	2
99	то же	4	2
100	на протяжении	2	2
101	было бы	3	2
102	в жизни	1	2
103	в них	1	2
104	как и	14	2
105	в своей	2	2
106	и вся	1	2
107	не менее	4	2
108	всей их	1	2
109	никогда не	3	2
110	только и	1	2
111	сводится к	3	2
112	что на	3	2
113	на границе	1	2
114	на основе	2	2
115	только то	1	2
116	в пределах	9	2
117	с ним	2	2
118	является по	1	2
119	о том	7	2
120	для нас	1	2
121	путь к	1	2
122	что и	3	2
123	один из	2	2
124	оно и	1	2
125	мы видим	1	2
126	есть в	3	2
127	в начале	1	2
128	на этих	1	2
129	к ним	1	2
130	при всей	3	2
131	у него	4	2
132	и т.п	8	2
133	характерно для	1	2
134	себя и	1	2
135	смерти но	1	2
136	в частности	16	2
137	конечно мы	1	2
138	так же	2	2
139	с этой	1	2
140	в свое	1	2
141	но это	1	2
142	к другим	1	2
143	и для	2	2
144	но отнюдь	1	2
145	не есть	2	2
146	из тех	1	2
147	это делает	1	2
148	все остальные	1	2
149	не знает	3	2
150	ее в	1	2
151	к этому	2	2
152	и то	3	1
153	органическое единство	1	1
154	смерть в	1	1
155	его не	1	1
156	полагает что	1	1
157	со всех	1	1
158	мы имеем	3	1
159	и входит	1	1
160	одних и	1	1
161	на место	1	1
162	не слишком	1	1
163	почти исключительно	1	1
164	я не	1	1
165	из того	1	1
166	но даже	1	1
167	конечно и	1	1
168	целого в	2	1
169	всех сторон	1	1
170	и самого	1	1
171	он был	2	1
172	как один	1	1
173	иное как	1	1
174	не был	3	1
175	столь же	4	1
176	что его	1	1
177	но не	4	1
178	в центре	3	1
179	в рамках	3	1
180	однако не	1	1
181	не хозяин	1	1
182	в полном	1	1
183	хотя и	4	1
184	когда он	1	1
185	его к	1	1
186	уже не	4	1
187	привести к	1	1
188	в нашем	3	1
189	не оставляет	1	1
190	в сновидениях	1	1
191	как он	1	1
192	сказал я	1	1
193	на его	3	1
194	что она	2	1
195	не следует	2	1
196	время и	1	1
197	было с	1	1
198	идеи и	1	1
199	борьбу с	1	1
200	свое время	1	1
201	подобно тому	3	1
202	с чем	1	1
203	без исключения	1	1
204	человека в	1	1
205	по его	1	1
206	а то	2	1
207	в мире	6	1
208	не должна	1	1
209	той же	2	1
210	сходятся все	1	1
211	по смыслу	1	1
212	первый и	1	1
213	лишь в	9	1
214	входит в	1	1
215	это было	2	1
216	за собою	2	1
217	эстетический все	1	1
218	как кажется	1	1
219	несмотря на	3	1
220	жизни но	2	1
221	но если	1	1
222	от своего	2	1
223	в следующем	1	1
224	к предмету	2	1
225	к роковому	2	1
226	что я	1	1
227	но эта	2	1
228	этой плоскости	1	1
229	которые в	1	1
230	который всегда	1	1
231	времени не	1	1
232	однако в	1	1
