1	у нас	2	3
2	все это	3	2
3	лучше и	1	2
4	в ней	15	2
5	больше чем	4	2
6	литературных произведений	1	2
7	и не	10	2
8	не то	4	2
9	можно было	1	2
10	и в	38	1
11	со всем	1	1
12	все же	8	1
13	на самом	2	1
14	должна быть	5	1
15	не только	12	1
16	далеко не	3	1
17	таким образом	12	1
18	следовало бы	1	1
19	нельзя не	2	1
20	в данном	2	1
21	а не	7	1
22	остановиться на	2	1
23	не уничтожается	1	1
24	было бы	12	1
25	и более	2	1
26	случае очень	1	1
27	и о	3	1
28	не следует	1	1
29	кроме того	1	1
30	и во	2	1
31	не о	1	1
32	то как	2	1
33	отнюдь не	2	1
34	художественного произведения	1	1
35	и на	6	1
36	так и	1	1
37	из своей	2	1
38	в речи	3	1
39	нас по	1	1
40	к ней	2	1
41	и потому	1	1
42	между ними	1	1
43	никак не	7	1
44	всего в	1	1
45	во всяком	2	1
46	и ее	2	1
47	как будто	4	1
48	стиля и	1	1
49	нет но	1	1
50	еще не	1	1
51	не было	1	1
52	совершенно не	5	1
53	с другой	7	1
54	в своей	5	1
55	всяком случае	2	1
56	до конца	2	1
57	будто бы	1	1
58	что все	3	1
59	из ее	1	1
60	не все	1	1
61	что в	20	1
62	этих приемов	1	1
63	иначе не	1	1
64	другой стороны	5	1
