N	2gram	Nazirov_Tv_1	Problemy
1	из подполья	13	36
2	и в	21	34
3	и не	7	29
4	как бы	17	27
5	что он	6	23
6	в его	13	22
7	в нем	3	19
8	может быть	5	19
9	не может	4	19
10	и все	6	19
11	как и	12	18
12	к себе	1	17
13	в этом	6	16
14	но в	7	16
15	и его	6	16
16	все это	10	16
17	он не	8	15
18	и с	3	15
19	что я	3	15
20	прежде всего	4	15
21	то же	13	14
22	с самим	1	14
23	к нему	1	14
24	самом деле	2	13
25	человека из	1	13
26	для него	6	13
27	у достоевского	28	13
28	и к	1	12
29	в то	15	12
30	же время	12	12
31	потому что	5	12
32	но и	3	12
33	т е	1	12
34	на самом	3	11
35	в сущности	1	11
36	вовсе не	5	11
37	с другим	1	11
38	то что	8	11
39	не только	7	10
40	слова и	1	10
41	а я	1	10
42	не в	2	9
43	в отношении	1	9
44	героя и	2	9
45	а не	5	9
46	и т	3	8
47	в двойнике	1	8
48	с самого	3	8
49	самого начала	3	8
50	никогда не	3	8
51	с ним	3	8
52	в самом	3	8
53	себя и	1	8
54	так же	3	8
55	что же	1	8
56	слово о	1	7
57	я не	3	7
58	к герою	1	7
59	на него	1	7
60	как будто	5	7
61	настасьи филипповны	2	7
62	человек из	1	7
63	и даже	3	7
64	что не	2	7
65	с которым	2	7
66	все же	5	7
67	отношении к	1	7
68	что в	12	7
69	мы уже	1	6
70	и на	7	6
71	с его	11	6
72	что у	1	6
73	в плане	1	6
74	самим собой	4	6
75	от себя	1	6
76	так и	2	6
77	в себе	2	6
78	только в	5	6
79	т п	2	6
80	стремится к	3	6
81	от него	1	6
82	с ними	1	6
83	не знает	2	6
84	отношению к	1	6
85	он сам	6	5
86	в чем	2	5
87	по отношению	1	5
88	и наконец	2	5
89	и у	2	5
90	что это	1	5
91	в целом	4	5
92	в диалоге	1	5
93	и вот	1	5
94	но все	1	5
95	на протяжении	3	5
96	с тем	1	5
97	он и	1	5
98	не мог	2	5
99	в конце	1	5
100	даже в	3	5
101	таким образом	5	5
102	к тому	2	5
103	и сам	1	5
104	это я	1	5
105	и что	1	5
106	в исповеди	1	5
107	что и	2	5
108	это не	4	5
109	все время	1	5
110	того что	3	5
111	так что	2	5
112	из них	2	5
113	творчестве достоевского	5	5
114	в одном	1	5
115	когда я	2	5
116	и от	4	5
117	мы должны	1	5
118	хотя бы	5	5
119	а в	6	5
120	что ты	2	5
121	героя в	1	5
122	он как	1	4
123	еще не	1	4
124	бы то	1	4
125	но не	3	4
126	как в	8	4
127	героев достоевского	3	4
128	бы и	1	4
129	он в	1	4
130	все эти	1	4
131	но на	1	4
132	на его	3	4
133	при этом	7	4
134	на этом	1	4
135	то ни	1	4
136	что все	3	4
137	в мире	4	4
138	его в	1	4
139	ни в	1	4
140	все равно	1	4
141	но это	5	4
142	меня не	1	4
143	он с	1	4
144	он хочет	1	4
145	как раз	1	4
146	и это	1	4
147	он боится	2	4
148	только на	2	4
149	в виде	3	4
150	так как	3	4
151	у него	7	4
152	протяжении всего	2	4
153	даже и	1	4
154	с другой	3	4
155	тем что	1	4
156	человека как	2	4
157	вместе с	2	4
158	да и	1	4
159	как к	2	4
160	бы он	1	4
161	для достоевского	4	4
162	я в	1	4
163	ни было	1	4
164	и вдруг	1	4
165	бы его	1	4
166	за собой	1	3
167	достоевского в	12	3
168	сливается с	3	3
169	достоевского очень	1	3
170	говорить о	1	3
171	в виду	2	3
172	в ней	2	3
173	что его	2	3
174	ивана с	1	3
175	совсем не	1	3
176	в одной	2	3
177	романах достоевского	15	3
178	хотя и	3	3
179	и как	4	3
180	уже в	3	3
181	исповедь ставрогина	1	3
182	как он	1	3
183	в записках	4	3
184	он ни	3	3
185	к одному	1	3
186	в каждом	3	3
187	чужого сознания	1	3
188	знает что	1	3
189	это было	1	3
190	мышкина и	1	3
191	его и	1	3
192	достоевского и	3	3
193	а что	2	3
194	далеко не	3	3
195	такой же	2	3
196	достоевского нет	1	3
197	в своей	4	3
198	в котором	6	3
199	не менее	6	3
200	но он	2	3
201	по крайней	2	3
202	по себе	1	3
203	что с	1	3
204	том что	11	3
205	от чужого	1	3
206	которого он	2	3
207	его внутренний	1	3
208	уже говорили	1	3
209	подполья не	1	3
210	записок из	3	3
211	есть только	1	3
212	строится как	1	3
213	мире достоевского	3	3
214	где он	2	3
215	с ее	3	3
216	не могу	2	3
217	в ее	1	3
218	говорили что	1	3
219	еще в	2	3
220	для этого	1	3
221	в глаза	2	3
222	между тем	1	3
223	крайней мере	2	3
224	я тогда	1	3
225	наконец в	1	3
226	в него	2	3
227	в том	7	3
228	человека с	2	3
229	нуждается в	1	3
230	свое лицо	2	3
231	с иваном	1	3
232	а с	1	3
233	своего собственного	2	3
234	так вот	2	3
235	он только	1	3
236	до конца	2	3
237	в последующем	1	3
238	в творчестве	6	3
239	эти слова	2	3
240	по своему	1	3
241	установкой на	1	3
242	ненависть к	1	3
243	в романах	13	3
244	ты сам	1	3
245	сам не	1	3
246	это как	3	3
247	конце концов	1	3
248	только что	2	3
249	его к	1	3
250	только с	1	3
251	другой стороны	1	3
252	жизни и	3	3
253	я и	3	2
254	от этой	1	2
255	себя как	2	2
256	это и	3	2
257	и этот	1	2
258	для раскольникова	1	2
259	той же	3	2
260	а как	2	2
261	и тут	1	2
262	та же	4	2
263	кто же	2	2
264	того же	2	2
265	и он	2	2
266	уже все	1	2
267	меня в	1	2
268	братьев карамазовых	1	2
269	столь же	1	2
270	в преступлении	6	2
271	во всех	1	2
272	друг на	1	2
273	отличие от	2	2
274	с этим	1	2
275	в своем	4	2
276	когда он	2	2
277	них он	1	2
278	в этот	1	2
279	к чему	1	2
280	в которой	3	2
281	мне не	1	2
282	всего романа	1	2
283	еще далеко	1	2
284	тому же	1	2
285	героя к	1	2
286	вследствие этого	1	2
287	так сказать	2	2
288	т д	1	2
289	а просто	1	2
290	всех этих	1	2
291	и если	1	2
292	же не	1	2
293	было в	2	2
294	было бы	1	2
295	то все	1	2
296	лишь на	1	2
297	в жизни	2	2
298	кажется что	1	2
299	но затем	1	2
300	в них	1	2
301	глаза и	1	2
302	всю жизнь	1	2
303	и того	2	2
304	был бы	2	2
305	что такое	1	2
306	в отличие	2	2
307	своего рода	4	2
308	тем не	2	2
309	однако в	2	2
310	на всю	1	2
311	тому что	1	2
312	знал что	1	2
313	во время	1	2
314	но только	2	2
315	все без	1	2
316	к ней	2	2
