N	2gram	Vygotskiy__2	StatiiOP
1	и в	15	44
2	в том	33	36
3	что в	14	30
4	том что	27	29
5	в этом	19	21
6	вовсе не	6	19
7	не только	15	18
8	то что	20	18
9	было бы	10	17
10	о том	9	17
11	а в	4	17
12	а не	3	16
13	и не	7	16
14	может быть	9	15
15	в области	1	14
16	в данном	3	14
17	как в	4	13
18	можно было	5	13
19	не в	8	12
20	в первой	2	12
21	самом деле	6	11
22	в этой	6	11
23	того чтобы	12	11
24	у нас	1	11
25	точки зрения	26	11
26	но в	6	10
27	для того	10	10
28	что он	12	10
29	только в	4	10
30	но и	10	10
31	также и	2	9
32	как и	6	9
33	в отношении	6	9
34	так и	8	9
35	если бы	8	9
36	того что	17	9
37	в его	2	9
38	с другой	6	9
39	во всех	2	8
40	все же	4	8
41	но ведь	2	8
42	это не	5	8
43	из них	3	8
44	с точки	18	8
45	и его	4	8
46	не может	9	8
47	я не	1	7
48	что они	3	7
49	в самом	11	7
50	таким образом	14	7
51	другой стороны	1	7
52	для нас	4	7
53	этом отношении	3	7
54	до сих	1	7
55	прежде всего	4	7
56	сих пор	1	7
57	сказать что	6	7
58	по поводу	4	7
59	на самом	3	6
60	со стороны	3	6
61	из этих	4	6
62	в своей	4	6
63	потому что	7	6
64	данном случае	3	6
65	что и	2	6
66	всяком случае	6	6
67	так что	1	6
68	для него	3	6
69	именно в	2	6
70	дело в	1	6
71	в той	1	6
72	что же	2	6
73	но это	1	6
74	хотя бы	4	6
75	во всяком	7	6
76	и то	1	5
77	то же	5	5
78	той же	2	5
79	в целом	10	5
80	все эти	3	5
81	в нем	1	5
82	и по	3	5
83	такой же	1	5
84	в котором	2	5
85	в которых	3	5
86	никогда не	8	5
87	могут быть	2	5
88	мне кажется	2	5
89	так как	4	5
90	тем что	2	5
91	и даже	5	5
92	там где	6	5
93	что мы	9	5
94	все это	4	5
95	так же	4	5
96	речь идет	2	4
97	как это	6	4
98	это и	1	4
99	в которой	4	4
100	вопрос о	5	4
101	в основу	1	4
102	столь же	2	4
103	бы и	3	4
104	что это	6	4
105	на то	6	4
106	что она	3	4
107	по словам	1	4
108	является не	1	4
109	но все	2	4
110	но если	2	4
111	том как	1	4
112	представление о	5	4
113	дело не	1	4
114	не имеет	4	4
115	в ее	1	4
116	языка и	3	4
117	что у	3	4
118	на вопрос	4	4
119	и что	8	4
120	заключается в	8	4
121	этот вопрос	5	4
122	в качестве	4	4
123	же и	1	4
124	никто не	1	4
125	мы находим	6	4
126	как раз	4	4
127	к которому	6	4
128	на эту	2	4
129	должна была	1	4
130	в частности	6	4
131	как бы	7	4
132	тем более	3	4
133	еще более	1	4
134	того или	1	4
135	гораздо более	1	4
136	же как	2	3
137	того же	3	3
138	эпохи в	1	3
139	то это	1	3
140	в ней	1	3
141	он был	1	3
142	и мн	1	3
143	в чем	1	3
144	из двух	3	3
145	но не	3	3
146	ответ на	1	3
147	по отношению	6	3
148	в истории	6	3
149	общего с	2	3
150	с этим	3	3
151	так называемая	1	3
152	говорит что	5	3
153	не являются	1	3
154	точку зрения	6	3
155	же это	2	3
156	связанные с	1	3
157	за то	2	3
158	в другом	2	3
159	и с	4	3
160	лишь в	3	3
161	и тем	2	3
162	даже в	4	3
163	ни в	2	3
164	чем в	2	3
165	о которой	1	3
166	что не	1	3
167	тому что	1	3
168	во время	3	3
169	не по	1	3
170	в основе	3	3
171	этих двух	2	3
172	стремление к	1	3
173	обстоятельство что	1	3
174	здесь совершенно	1	3
175	и вполне	1	3
176	должны быть	1	3
177	что оно	4	3
178	в применении	2	3
179	должен быть	2	3
180	для себя	3	3
181	не хочу	1	3
182	об этом	3	3
183	поэтому в	1	3
184	и вообще	2	3
185	мн др	1	3
186	которых в	1	3
187	между тем	1	3
188	и только	3	3
189	но с	2	3
190	в двух	1	3
191	и так	1	3
192	по мнению	1	3
193	по этому	6	3
194	с одной	7	3
195	вопроса о	1	3
196	в виде	1	3
197	в начале	4	3
198	ни с	1	3
199	в очень	1	3
200	а именно	1	3
201	а с	4	3
202	что для	3	3
203	на этот	6	3
204	применении к	1	3
205	в тех	1	3
206	да и	1	3
207	материал для	1	3
208	с этой	2	3
209	вопрос в	1	3
210	не является	9	3
211	и для	2	3
212	не существует	3	3
213	в результате	3	3
214	отношению к	5	3
215	ничего общего	1	3
216	не хочет	1	2
217	по его	1	2
218	мы имеем	3	2
219	мы не	10	2
220	бы что	2	2
221	оба эти	2	2
222	в сущности	9	2
223	из того	4	2
224	ответа на	1	2
225	как правило	1	2
226	и речи	13	2
227	за пределы	2	2
228	идет о	3	2
229	более чем	1	2
230	что как	3	2
231	в своем	9	2
232	смысле этого	3	2
233	целый ряд	2	2
234	к числу	1	2
235	от этого	2	2
236	ни один	1	2
237	думать что	1	2
238	то обстоятельство	1	2
239	раз в	2	2
240	в себе	2	2
