N	3gram	Tiupa_Lite_1	Problemy
1	с точки зрения	2	8
2	в большинстве случаев	1	8
3	до сих пор	1	7
4	по отношению к	2	5
5	то же время	5	5
6	в то же	5	5
7	в отличие от	5	4
8	не может быть	1	4
9	в самом деле	1	4
10	к себе самому	1	3
11	можно было бы	1	3
12	в эту минуту	1	3
13	к тому же	1	3
14	с другой стороны	1	3
15	но в то	1	3
16	мы чувствуем что	1	2
17	том что он	1	2
18	как раз и	1	2
19	в отношении к	1	2
20	но при этом	2	2
21	тем не менее	2	2
22	но все же	1	2
23	на то что	1	2
24	от чужого слова	1	2
25	бы ни были	1	1
26	романтическая ирония не	1	1
27	но в большинстве	1	1
28	к другому а	1	1
29	же время не	1	1
30	иметь в виду	1	1
31	прежде всего в	3	1
32	дело в том	2	1
33	как и всякое	1	1
34	в этом последнем	1	1
35	в том числе	1	1
36	на чужое сознание	1	1
37	и даже отчасти	1	1
38	в том же	3	1
39	чтобы не сказать	1	1
40	каковы бы ни	1	1
41	по крайней мере	1	1
42	на том или	1	1
43	а не как	1	1
44	бы то ни	1	1
45	лишь тогда когда	1	1
46	между тем как	1	1
47	не к другому	1	1
48	в третьем лице	1	1
49	при этом не	1	1
50	резко отличается от	1	1
51	том или ином	1	1
52	в значительной степени	1	1
53	а как бы	1	1
54	не показывает нам	1	1
55	то ни было	1	1
56	с одной стороны	2	1
57	в связи с	4	1
58	как один из	1	1
59	в романе достоевского	1	1
60	в равной степени	1	1
61	свое собственное слово	1	1
62	для него в	1	1
63	своим отражением в	1	1
64	выразить себя в	1	1
65	так или иначе	8	1
66	продолжением и развитием	1	1
67	во всяком случае	2	1
68	сознания а в	1	1
69	бы не было	1	1
70	и не о	1	1
71	не мог бы	1	1
72	о том что	2	1
73	это еще не	1	1
74	на самом деле	1	1
75	этой точки зрения	3	1
76	собственного сознания а	1	1
77	никогда не бывает	1	1
78	в пределах одной	1	1
79	не может стать	1	1
80	в художественном мире	1	1
81	он и сам	3	1
82	как мы знаем	1	1
83	все что ему	1	1
84	уже и не	1	1
85	в сущности не	1	1
86	в том что	11	1
87	но по своей	1	1
88	не в одном	1	1
