N	3gram	Bakhtin_fo_1	Istorich
1	до сих пор	3	6
2	в этом случае	1	5
3	вместе с тем	2	5
4	мы имеем в	1	5
5	в том что	2	5
6	но все же	2	4
7	со всех сторон	1	4
8	так же как	2	4
9	не только в	2	4
10	в связи с	5	4
11	по отношению к	3	3
12	с тем что	1	3
13	с одной стороны	2	3
14	мы уже видели	1	3
15	мы уже знаем	1	3
16	в другом месте	1	2
17	и может быть	1	2
18	принадлежит к тому	1	2
19	наряду с этим	2	2
20	но и в	2	2
21	во всех этих	1	2
22	и ничего не	1	2
23	не может быть	3	2
24	о том что	1	2
25	с самого начала	2	2
26	к тому же	2	2
27	к тому времени	1	1
28	века но очень	1	1
29	том что в	1	1
30	бросается в глаза	1	1
31	до наших дней	1	1
32	его таким образом	1	1
33	огромную роль в	1	1
34	в виду что	1	1
35	тому времени уже	1	1
36	дело не только	1	1
37	и не только	2	1
38	главным образом в	1	1
39	в зависимости от	1	1
40	не умирает и	1	1
41	в отличие от	2	1
42	здесь то что	1	1
43	именно в тех	1	1
44	мы видим в	1	1
45	но наряду с	1	1
46	в это время	1	1
47	слагается из ряда	1	1
48	в высшей степени	1	1
49	смысле этого слова	1	1
50	в себя и	1	1
51	и то же	3	1
52	с этим в	1	1
53	отца к сыну	1	1
54	но вместе с	1	1
55	как мы увидим	1	1
56	что происходит в	1	1
57	и в котором	1	1
58	то что происходило	1	1
59	в тех случаях	1	1
60	попадает в дом	1	1
61	надо сказать что	1	1
62	соответствии с этим	2	1
63	и с радостью	1	1
64	то что происходит	1	1
65	но дело не	1	1
66	связи с этим	2	1
67	но все эти	2	1
68	и прежде всего	2	1
69	не только на	1	1
70	тех случаях когда	1	1
71	и на ней	1	1
72	друг с другом	1	1
73	во всем мире	1	1
74	и на весь	1	1
75	на другой день	2	1
76	здесь мы также	1	1
