N	2gram	Berdyaev_V_1	Problema
1	и в	16	44
2	вовсе не	1	37
3	и не	20	35
4	не есть	6	35
5	то есть	1	34
6	может быть	1	28
7	потому что	4	25
8	не просто	1	23
9	то что	9	23
10	в том	3	21
11	только в	2	19
12	а не	7	18
13	в этом	4	17
14	для нас	2	16
15	и то	2	14
16	не только	2	14
17	и т	2	13
18	то же	1	13
19	т д	2	13
20	не в	3	13
21	но в	3	12
22	том что	2	12
23	то это	3	10
24	так и	4	10
25	как и	4	10
26	у нас	1	10
27	в виду	1	10
28	но и	5	10
29	что всякий	1	9
30	не имеет	3	9
31	в нем	4	9
32	и с	1	9
33	художественный образ	1	9
34	это не	2	9
35	и тем	1	9
36	и это	2	9
37	в его	4	9
38	что и	3	9
39	что он	4	9
40	так как	9	9
41	как бы	5	9
42	и от	1	9
43	во всяком	2	9
44	ни в	3	8
45	но это	3	8
46	и вообще	1	8
47	как мы	1	8
48	того что	5	8
49	что мы	4	8
50	что в	3	8
51	мы не	2	7
52	все эти	3	7
53	с ним	2	7
54	и что	3	7
55	с другой	1	7
56	уже не	2	7
57	еще и	1	7
58	и потому	7	7
59	в целом	1	6
60	все же	1	6
61	и если	1	6
62	то ни	1	6
63	никогда не	3	6
64	нет ничего	3	6
65	в виде	1	6
66	жизни и	3	6
67	и есть	4	5
68	есть не	1	5
69	еще не	8	5
70	что они	7	5
71	в своем	1	5
72	хотя и	5	5
73	тоже не	1	5
74	с тем	2	5
75	и сам	2	5
76	в своей	3	5
77	в ней	4	5
78	крайней мере	1	5
79	то и	1	5
80	или даже	1	5
81	в конце	3	5
82	не было	3	5
83	по крайней	1	5
84	так же	1	5
85	как в	1	5
86	да и	2	5
87	этого слова	1	5
88	все это	5	5
89	а в	2	5
90	другой стороны	1	5
91	не имеют	1	4
92	бы то	1	4
93	в чем	3	4
94	но как	1	4
95	могли бы	1	4
96	тому что	3	4
97	раз и	1	4
98	нет никакого	1	4
99	можно ли	1	4
100	в ее	1	4
101	можно было	2	4
102	мы в	1	4
103	д и	1	4
104	же и	1	4
105	тем что	2	4
106	это значит	1	4
107	в искусстве	1	4
108	говорить о	4	3
109	и ее	1	3
110	но не	2	3
111	в самом	1	3
112	что это	1	3
113	в этой	1	3
114	конце концов	1	3
115	но все	1	3
116	значение в	1	3
117	все равно	2	3
118	и тогда	2	3
119	в которых	1	3
120	и очень	1	3
121	ничего не	1	3
122	она не	1	3
123	когда в	2	3
124	есть идея	1	3
125	не так	2	3
126	уже в	1	3
127	для него	2	3
128	тогда это	1	3
129	прежде всего	2	3
130	жизнь в	1	3
131	если не	3	3
132	есть такое	1	3
133	самого себя	2	3
134	образ и	1	3
135	с этой	1	3
136	и все	4	3
137	хотя бы	3	3
138	будто бы	1	3
139	есть уже	2	3
140	но вот	1	3
141	есть то	1	3
142	и другие	1	3
143	к тому	3	3
144	и до	1	2
145	и могут	1	2
146	его не	2	2
147	мы и	2	2
148	целое и	1	2
149	не был	1	2
150	во всех	3	2
151	мы будем	1	2
152	с которыми	1	2
153	и будет	3	2
154	в известном	1	2
155	и нет	1	2
156	на нас	2	2
157	в которой	1	2
158	сравнению с	1	2
159	что все	4	2
160	для них	2	2
161	чего бы	1	2
162	для чего	1	2
163	между собою	1	2
164	жизни но	1	2
165	в этих	3	2
166	в котором	4	2
167	по сравнению	1	2
168	в их	1	2
169	является в	2	2
170	если нет	1	2
171	на котором	1	2
172	в процессе	1	2
173	но что	1	2
174	будет уже	2	2
175	и именно	1	2
176	и слишком	1	2
177	и всегда	1	2
178	что их	2	2
179	и по	1	2
180	как она	1	2
181	могут быть	2	2
182	что оно	1	2
183	и за	2	2
184	для себя	1	2
185	себя не	1	2
186	своим предметом	1	2
