N	2gram	Bakhtin_Fr_4	RusskieA
1	и в	29	29
2	том что	3	22
3	в том	7	22
4	что в	1	22
5	как бы	8	18
6	в других	2	15
7	и другие	2	14
8	так как	7	13
9	может быть	2	13
10	во время	10	12
11	там же	3	12
12	в этом	11	11
13	как и	12	11
14	в этот	1	10
15	не только	10	10
16	и с	9	10
17	все это	4	10
18	о том	2	9
19	в некоторых	1	9
20	на части	12	9
21	его в	9	8
22	сообщает что	1	8
23	но и	9	8
24	как в	2	7
25	данном случае	1	7
26	мы видели	7	7
27	или в	2	7
28	мы не	1	6
29	еще не	4	6
30	и на	11	6
31	при этом	3	6
32	таким образом	20	6
33	того чтобы	3	6
34	на нее	1	6
35	на голову	1	6
36	для нас	1	6
37	для того	3	6
38	в данном	1	6
39	но не	2	5
40	но в	12	5
41	на земле	1	5
42	это не	5	5
43	не может	2	5
44	потому что	1	5
45	и что	1	5
46	будто бы	1	5
47	или же	1	5
48	то что	4	5
49	к этому	2	5
50	же как	1	4
51	то же	10	4
52	на них	2	4
53	видели что	1	4
54	не все	1	4
55	что по	1	4
56	в фольклоре	2	4
57	уже не	2	4
58	их в	2	4
59	том же	2	4
60	а затем	3	4
61	после обеда	3	4
62	в них	7	4
63	далеко не	5	4
64	а за	1	4
65	у нас	1	4
66	а также	2	4
67	как объяснить	1	4
68	к нему	3	4
69	в виде	1	4
70	из них	6	4
71	именно в	2	4
72	о чем	2	4
73	так же	7	4
74	и все	13	4
75	в таком	1	4
76	в году	3	3
77	и о	5	3
78	в народном	1	3
79	в ее	3	3
80	что это	5	3
81	все эти	9	3
82	в этой	13	3
83	что она	1	3
84	главным образом	1	3
85	подобно тому	3	3
86	и по	5	3
87	на этом	2	3
88	и других	3	3
89	на первый	2	3
90	в эту	3	3
91	в этих	2	3
92	в котором	2	3
93	в отличие	1	3
94	но он	6	3
95	и под	2	3
96	новый год	1	3
97	как мы	10	3
98	этот праздник	1	3
99	в свете	1	3
100	того что	3	3
101	что здесь	3	3
102	в качестве	3	3
103	или даже	1	3
104	руки и	4	3
105	друг друга	2	3
106	отличие от	1	3
107	связаны с	2	3
108	тем что	4	3
109	в природе	1	3
110	а наоборот	1	3
111	до конца	5	3
112	или с	1	3
113	обычай этот	1	3
114	тому как	3	3
115	и там	1	3
116	и от	1	3
117	вряд ли	1	2
118	мы здесь	2	2
119	и то	2	2
120	на самом	4	2
121	это и	5	2
122	но она	2	2
123	которое в	1	2
124	чучело в	1	2
125	это время	1	2
126	с одной	2	2
127	а он	1	2
128	нам право	1	2
129	на плодородие	1	2
130	с этим	1	2
131	все же	3	2
132	и как	3	2
133	в руках	1	2
134	в которой	4	2
135	под ним	1	2
136	право на	1	2
137	после чего	1	2
138	после этого	2	2
139	ряд других	1	2
140	людей и	1	2
141	в образе	4	2
142	здесь мы	1	2
143	связанные с	4	2
144	об этом	1	2
145	что один	1	2
146	старого года	4	2
147	так в	1	2
148	в своей	5	2
149	игры в	8	2
150	нас не	1	2
151	в их	2	2
152	не столько	2	2
153	нечто вроде	1	2
154	в то	10	2
155	дело не	1	2
156	принадлежат к	2	2
157	никогда не	2	2
158	во всем	1	2
159	связи с	2	2
160	кроме того	2	2
161	что на	1	2
162	смехом и	1	2
163	о происхождении	1	2
