N	3gram	Bakhtin_fo_2	Problema
1	о том что	1	9
2	с точки зрения	8	8
3	в том что	3	8
4	в связи с	7	7
5	в конце концов	1	6
6	с другой стороны	1	5
7	до некоторой степени	1	4
8	вместе с тем	1	3
9	то время как	1	3
10	с одной стороны	1	3
11	в то время	1	3
12	можно сказать что	1	3
13	равно как и	2	2
14	также и в	1	2
15	в том числе	3	2
16	том что он	1	2
17	до сих пор	2	2
18	но и в	3	2
19	в значительной мере	1	2
20	в данном случае	1	2
21	и никак не	1	2
22	не может быть	1	2
23	потому что они	2	2
24	таким образом у	1	2
25	но все же	1	2
26	для того чтобы	7	2
27	в средневековой литературе	1	1
28	как то что	1	1
29	в чем не	1	1
30	то есть как	1	1
31	на самом деле	1	1
32	в себе самом	1	1
33	под тем же	1	1
34	так что в	1	1
35	точки зрения в	1	1
36	о том как	3	1
37	тем же названием	1	1
38	землю но в	1	1
39	как мы увидим	1	1
40	между тем как	1	1
41	а так как	1	1
42	в этом отношении	2	1
43	по аналогии с	1	1
44	и для всей	1	1
45	том числе и	2	1
46	все же в	2	1
47	радости при виде	1	1
48	с тех пор	1	1
49	с этой точки	1	1
50	себе самом и	1	1
51	человеческой жизни в	1	1
52	но в то	1	1
53	не только в	5	1
54	на первый взгляд	1	1
55	жизнь и смерть	2	1
56	а также и	1	1
57	и в этом	3	1
58	мира и жизни	1	1
59	друг на друга	2	1
60	своей жизни в	1	1
61	и как бы	1	1
62	мира и человека	1	1
63	на землю и	1	1
64	а вовсе не	1	1
65	но в смысле	1	1
66	было бы не	1	1
67	с ним в	1	1
68	этой точки зрения	1	1
69	у него и	1	1
70	ни в чем	1	1
71	то же время	4	1
72	похожи друг на	2	1
73	и вместе с	1	1
74	у него есть	2	1
75	связи с этим	2	1
76	то есть в	1	1
77	с самого начала	1	1
78	сказать что здесь	1	1
79	времени и пространстве	1	1
80	той или иной	1	1
81	в большинстве случаев	3	1
82	в то же	4	1
83	это свидетельствует о	1	1
84	и т д	3	1
85	то есть с	1	1
