N	3gram	Losev_Prob_4	Psycholo
1	в том что	8	17
2	для того чтобы	2	13
3	с точки зрения	11	10
4	заключается в том	2	10
5	и т п	1	8
6	совершенно ясно что	1	6
7	на то что	1	6
8	то же самое	6	6
9	на самом деле	3	5
10	до сих пор	1	5
11	сам по себе	6	4
12	можно было бы	4	4
13	так же как	1	4
14	в данном случае	5	4
15	тем не менее	10	4
16	о том что	3	4
17	только в том	3	4
18	в том виде	2	3
19	том что он	1	3
20	сами по себе	2	3
21	точно так же	3	3
22	в том чтобы	2	3
23	в конце концов	1	3
24	в то время	2	3
25	само по себе	1	3
26	несмотря на все	1	3
27	том виде как	2	2
28	то есть как	1	2
29	это то что	1	2
30	но так как	1	2
31	это было бы	1	2
32	и не может	1	2
33	что он не	1	2
34	как и в	1	2
35	и тем что	1	2
36	и то что	1	2
37	то время как	2	2
38	не в том	1	2
39	по сравнению с	1	2
40	потому что она	2	2
41	бы то ни	1	2
42	во всяком случае	4	2
43	этой точки зрения	1	2
44	в этой области	1	2
45	ни в каком	5	2
46	в свою очередь	1	2
47	того или иного	3	2
48	это значит что	7	2
49	с другой стороны	6	2
50	в жизни и	1	2
51	в то же	2	2
52	к тому что	1	2
53	только потому что	1	2
54	и т д	3	2
55	и может быть	1	1
56	при помощи теории	1	1
57	что иное как	2	1
58	когда он с	1	1
59	к указанию на	1	1
60	мы видим и	1	1
61	в этих двух	1	1
62	само собой разумеется	1	1
63	в чем же	1	1
64	то это значит	1	1
65	то есть не	3	1
66	имеем в виду	3	1
67	и в сознании	1	1
68	еще не вполне	1	1
69	в этом смысле	3	1
70	никак не может	1	1
71	свидетельствует о том	1	1
72	крайней мере в	1	1
73	о том как	1	1
74	что же касается	1	1
75	же как и	1	1
76	ни на какую	1	1
77	принять во внимание	1	1
78	и для всех	1	1
79	в таком случае	1	1
80	в зависимости от	3	1
81	точки зрения композиции	1	1
82	искусства но даже	1	1
83	разобраться в том	1	1
84	по себе и	1	1
85	в нашей повседневной	1	1
86	по своему значению	1	1
87	точки зрения их	1	1
88	только то что	1	1
89	что не только	1	1
90	при переходе от	1	1
91	и в других	2	1
92	за то что	1	1
93	несмотря на свою	1	1
94	может быть даже	1	1
95	только при помощи	2	1
96	в основе своей	1	1
97	это и значит	1	1
98	жизни вплоть до	1	1
99	никак не к	1	1
100	с этой точки	1	1
101	по крайней мере	6	1
102	вместе с тем	3	1
103	не то что	1	1
104	и тем не	3	1
105	не могли бы	1	1
106	жизни и в	2	1
107	в ней не	1	1
108	одно и то	1	1
109	и в частности	2	1
110	потому что он	2	1
111	то ни было	1	1
112	искусства хотя бы	1	1
113	к другому и	1	1
114	здесь мы имеем	2	1
115	чтобы при помощи	1	1
116	и не очень	1	1
117	ни к какому	1	1
118	с одной стороны	1	1
119	значит что и	1	1
120	же самое можно	2	1
121	в том как	1	1
122	как будто бы	2	1
123	в себе нечто	1	1
124	сказать что если	1	1
125	т д мы	1	1
126	приходит к выводу	1	1
127	имеем дело с	1	1
128	в одном случае	2	1
129	так было бы	1	1
130	в связи с	3	1
131	но именно в	1	1
132	и значит быть	1	1
133	это можно было	1	1
134	во всем этом	1	1
135	оказывается вовсе не	1	1
136	только в очень	1	1
137	в истории искусства	1	1
138	все это было	1	1
139	таком понимании является	1	1
140	кто не понимает	1	1
141	в каком случае	3	1
142	бросается в глаза	1	1
143	относится только к	1	1
144	произведения искусства но	1	1
145	более или менее	2	1
146	есть не что	2	1
147	по себе а	1	1
148	нечего и говорить	1	1
149	мы убеждаемся в	1	1
150	том смысле что	1	1
151	мы имеем в	1	1
152	ничего общего с	2	1
153	и вообще не	1	1
154	и тем самым	1	1
155	к выводу что	1	1
156	с самого начала	1	1
157	не только не	4	1
158	выходит за пределы	1	1
159	но и тут	1	1
160	и в искусстве	1	1
161	именно потому что	1	1
162	каком случае не	3	1
163	из чего состоит	1	1
164	по себе но	1	1
165	в другом случае	2	1
166	по этому поводу	1	1
167	в том смысле	2	1
168	не значит что	1	1
169	не что иное	2	1
170	и не имеет	1	1
171	те или иные	4	1
172	относится не к	1	1
173	не имеет ничего	2	1
174	и представить себе	1	1
