N	2gram	Bakhtin_Fr_3	Literetu
1	и не	13	22
2	в мире	4	16
3	и в	40	16
4	при этом	3	15
5	в этом	15	14
6	не только	13	14
7	но и	11	14
8	в том	8	12
9	может быть	9	12
10	а не	5	12
11	то что	5	12
12	в частности	3	11
13	своего рода	2	10
14	не в	1	10
15	такого рода	3	10
16	то же	7	9
17	так и	3	9
18	в то	6	9
19	того что	1	9
20	в этой	3	8
21	том что	4	8
22	не может	3	8
23	как бы	3	8
24	в своей	6	7
25	тем самым	1	7
26	же время	6	7
27	только в	3	7
28	точки зрения	2	7
29	еще не	3	6
30	с его	3	6
31	в себе	3	6
32	в другом	3	6
33	о том	4	6
34	художественного мышления	1	6
35	и его	17	6
36	в его	13	6
37	и т.п	10	6
38	с другой	2	6
39	причастности к	1	6
40	в году	5	5
41	в отличие	3	5
42	отличие от	3	5
43	как в	3	5
44	в целом	2	5
45	то есть	18	5
46	лишь в	2	5
47	это не	2	5
48	как и	11	5
49	в основе	5	5
50	этом отношении	2	5
51	в ее	3	5
52	что он	2	5
53	в качестве	1	5
54	именно в	2	5
55	а именно	1	5
56	вместе с	3	5
57	а в	3	5
58	с жизнью	1	4
59	одним из	2	4
60	но не	2	4
61	по отношению	3	4
62	и если	2	4
63	должно быть	1	4
64	даже в	4	4
65	никогда не	1	4
66	данном случае	2	4
67	а также	4	4
68	с одной	1	4
69	в начале	3	4
70	из них	4	4
71	одно из	3	4
72	в одном	7	4
73	как будто	1	4
74	до конца	6	4
75	в данном	4	4
76	и для	5	4
77	отношению к	2	4
78	отношения к	1	3
79	например в	2	3
80	самом деле	3	3
81	той же	8	3
82	отнюдь не	1	3
83	и как	3	3
84	и наконец	3	3
85	и к	3	3
86	но в	8	3
87	бы и	1	3
88	на его	2	3
89	а затем	1	3
90	и тем	1	3
91	с точки	1	3
92	только для	3	3
93	по своей	1	3
94	потому что	2	3
95	в области	4	3
96	для его	1	3
97	части романа	1	3
98	все еще	1	3
99	еще в	3	3
100	прежде всего	16	3
101	между тем	3	3
102	все время	1	3
103	ни к	1	3
104	в самом	6	3
105	наконец в	1	3
106	те кто	1	3
107	более того	1	3
108	о чем	2	3
109	мира в	1	3
110	как это	1	3
111	тому как	1	3
112	там где	3	3
113	мыслится как	1	3
114	это как	1	3
115	в романе	15	3
116	жизни и	4	3
117	как на	1	3
118	том числе	3	3
119	художественного произведения	1	2
120	того же	2	2
121	в первом	1	2
122	как мы	10	2
123	жизни как	1	2
124	и на	8	2
125	бы то	1	2
126	во всех	6	2
127	за их	1	2
128	отношение к	8	2
129	не согласиться	1	2
130	все же	2	2
131	когда он	1	2
132	не знает	1	2
133	представляет собой	1	2
134	он в	2	2
135	право на	1	2
136	раз в	2	2
137	им в	1	2
138	все они	1	2
139	в нем	5	2
140	чтобы он	1	2
141	в первой	2	2
142	не как	1	2
143	и вот	2	2
144	том чтобы	1	2
145	подобно тому	1	2
146	то ни	1	2
147	в совершенно	1	2
148	и с	8	2
149	его в	1	2
150	было бы	4	2
151	и даже	4	2
152	той или	2	2
153	далеко не	2	2
154	не всегда	1	2
155	он и	7	2
156	несмотря на	1	2
157	со всей	1	2
158	и при	1	2
159	и ее	2	2
160	всякий раз	1	2
161	одном из	2	2
162	вплоть до	3	2
163	ни было	1	2
164	в конце	3	2
165	по себе	1	2
166	не менее	2	2
167	художника и	1	2
168	как о	2	2
169	того чтобы	4	2
170	как раз	5	2
171	другой стороны	1	2
172	у нас	4	2
173	числе и	2	2
174	с образом	1	2
175	он ищет	1	2
176	вещей в	1	2
177	и сам	2	2
178	не с	1	2
179	здесь как	1	2
180	мира и	1	2
181	если бы	3	2
182	и перед	2	2
183	о нем	3	2
184	одного из	2	2
185	можно сказать	2	2
186	оставляет в	1	2
187	во втором	1	2
188	что и	3	2
189	во всей	3	2
190	и только	1	2
191	в ту	7	2
192	и об	1	2
193	и одновременно	1	2
194	здесь не	3	2
195	с ними	1	2
196	со всеми	5	2
197	связи с	6	2
198	которому он	1	2
199	ни с	1	2
200	для него	5	2
201	тем что	3	2
202	и вместе	1	2
203	для того	3	2
204	или иной	2	2
205	не надо	1	2
206	что не	1	2
207	в живом	1	2
208	так же	1	2
209	и потому	4	2
210	xix века	4	2
211	к жизни	2	2
212	быть только	1	2
213	на свете	1	2
214	своей жизни	2	2
215	один из	4	2
216	что в	12	2
217	внимание на	1	2
218	же в	1	2
219	в свою	1	2
220	еще и	2	2
221	ее в	1	2
222	в своих	5	2
223	к этому	6	2
224	как известно	2	1
225	и т	1	1
226	такова была	1	1
227	усматривал в	1	1
228	на самом	3	1
229	в стороне	1	1
230	это и	2	1
231	в приведенном	3	1
232	и есть	3	1
233	от самого	1	1
234	из самых	2	1
235	по преимуществу	2	1
236	и до	8	1
237	из его	1	1
238	исходит из	1	1
239	оно было	1	1
240	все те	1	1
241	с таким	1	1
242	над ней	1	1
243	века в	2	1
244	мы уже	13	1
245	который в	2	1
246	к художественному	1	1
247	в поход	1	1
248	тому кто	1	1
249	себя со	1	1
250	в последнем	2	1
251	что иное	1	1
252	принадлежит к	1	1
253	за два	1	1
254	и он	1	1
255	в ней	4	1
256	в xix	1	1
257	он был	3	1
258	иное как	1	1
259	мысли и	1	1
260	быть в	2	1
261	в последних	2	1
262	тем как	1	1
263	во внешнем	1	1
264	очень важным	1	1
265	о смерти	1	1
266	нет и	1	1
267	значение имеет	1	1
268	основная задача	1	1
269	в истории	4	1
270	с этим	2	1
271	в художественном	1	1
272	возвыситься над	1	1
273	в своем	7	1
274	перед нами	1	1
275	сознания в	1	1
276	в этот	2	1
277	и человек	1	1
278	в нашем	4	1
279	уже в	2	1
280	мы чувствуем	3	1
281	как он	2	1
282	после чего	1	1
283	за рамки	1	1
284	так сказать	5	1
285	по словам	1	1
286	больше всего	1	1
287	заявляет что	3	1
288	он не	9	1
289	врача и	2	1
290	при виде	1	1
291	и еще	2	1
292	в корне	2	1
293	жизнью и	4	1
294	о рабле	5	1
295	жизнью на	1	1
296	актера и	2	1
297	целом как	1	1
298	века это	1	1
299	прежде чем	1	1
300	серьезность и	1	1
301	встречаются и	1	1
302	обычно на	1	1
303	здесь мы	2	1
304	слова и	2	1
305	что почти	1	1
306	мы его	1	1
307	втором случае	1	1
308	момент и	1	1
309	на все	1	1
310	второй половины	1	1
311	где была	1	1
312	с другими	1	1
313	который и	1	1
