N	3gram	Nazirov_Tv_1	Formalny
1	в настоящее время	1	10
2	то же время	12	8
3	в то же	13	8
4	и т д	1	8
5	на самом деле	2	6
6	до сих пор	1	6
7	в свою очередь	1	6
8	по отношению к	1	4
9	с одной стороны	1	4
10	и т п	2	4
11	бы то ни	1	3
12	и наконец в	1	2
13	художественных форм и	1	2
14	в своей книге	1	2
15	сами по себе	1	2
16	но в то	4	2
17	в связи с	1	2
18	все более и	1	2
19	более и более	1	2
20	в этом пункте	1	2
21	и в их	1	2
22	в его художественной	1	2
23	особое место в	1	1
24	еще далеко не	1	1
25	с ним на	1	1
26	резко отличен от	1	1
27	этом романе и	1	1
28	как один из	1	1
29	не может не	1	1
30	в самом конце	1	1
31	что как бы	1	1
32	хотя бы и	1	1
33	в том что	6	1
34	на самом же	1	1
35	на первом плане	2	1
36	вместе с тем	1	1
37	не был понят	1	1
38	в своем творчестве	1	1
39	в данном случае	2	1
40	то ни было	1	1
41	литературы с другой	1	1
42	и в то	2	1
43	в отличие от	1	1
44	и как бы	1	1
45	так и от	1	1
46	с другой стороны	1	1
47	не может и	1	1
48	самом же деле	1	1
49	в первой главе	1	1
50	reductio ad absurdum	1	1
51	и в свою	1	1
52	один из возможных	1	1
53	друг для друга	1	1
54	все это в	1	1
55	с самого начала	3	1
56	это значит что	1	1
57	заключается в том	1	1
58	в этом романе	2	1
59	что оно не	1	1
60	в процессе художественного	1	1
61	к тому что	1	1
62	в отношении к	1	1
63	тем не менее	2	1
64	только что он	1	1
65	в отрыве от	1	1
66	в современном искусстве	1	1
