N	2gram	Bakhtin_KF_1	Vladivir
1	и в	24	30
2	в этом	14	20
3	то что	7	20
4	и не	26	18
5	в том	6	18
6	и с	1	14
7	же с	1	13
8	что он	2	13
9	не только	5	12
10	том что	4	12
11	что в	4	12
12	в его	40	11
13	а в	4	11
14	не было	8	10
15	и даже	1	10
16	все же	5	9
17	было бы	8	9
18	не в	12	9
19	в то	3	9
20	не может	27	9
21	для него	8	9
22	потому что	2	9
23	в своем	16	8
24	но в	5	8
25	не мог	1	8
26	но и	9	8
27	вместе с	1	8
28	до конца	3	7
29	то есть	1	7
30	ни в	12	7
31	точки зрения	12	7
32	никогда не	5	7
33	не менее	3	7
34	может быть	45	7
35	а не	17	7
36	как это	1	7
37	между прочим	1	7
38	для нас	4	7
39	и все	7	7
40	также и	1	6
41	хотя и	1	6
42	и к	1	6
43	в себе	21	6
44	об этом	1	6
45	тем не	2	6
46	и его	17	6
47	его жизни	3	6
48	только в	16	6
49	всяком случае	1	6
50	а именно	1	6
51	прежде всего	2	6
52	к этому	2	6
53	жизни и	8	6
54	во всяком	1	6
55	того же	1	5
56	и то	2	5
57	и я	5	5
58	с этим	1	5
59	все эти	10	5
60	при этом	4	5
61	как и	5	5
62	в своей	10	5
63	в котором	24	5
64	по себе	2	5
65	так как	1	5
66	для себя	5	5
67	так и	2	5
68	с ним	5	5
69	другими словами	1	5
70	того что	3	5
71	тот же	1	5
72	как бы	9	5
73	о его	1	5
74	все это	10	5
75	в результате	1	5
76	то же	5	4
77	той же	1	4
78	я не	6	4
79	и он	1	4
80	в ней	3	4
81	и на	3	4
82	с его	1	4
83	совсем не	2	4
84	отношение к	5	4
85	в которой	1	4
86	что это	3	4
87	в целом	10	4
88	в этой	2	4
89	на его	1	4
90	в нем	28	4
91	он не	6	4
92	содержит в	1	4
93	его в	5	4
94	это было	2	4
95	теоретическая философия	1	4
96	и мы	2	4
97	несмотря на	1	4
98	в этих	1	4
99	мы должны	1	4
100	не есть	20	4
101	и о	1	4
102	здесь не	3	4
103	можно сказать	1	4
104	о том	3	4
105	конечно не	7	4
106	вовсе не	7	4
107	для меня	20	4
108	со стороны	7	4
109	именно в	5	4
110	в это	2	4
111	но это	6	4
112	и наконец	1	4
113	ко всему	5	4
114	него в	1	4
115	по поводу	1	4
116	можно говорить	1	3
117	отношения к	1	3
118	говоря о	1	3
119	едва ли	2	3
120	именно к	1	3
121	быть в	4	3
122	во всех	11	3
123	но не	12	3
124	его на	2	3
125	как в	2	3
126	и как	2	3
127	всех этих	3	3
128	должен был	1	3
129	только одно	1	3
130	должно быть	6	3
131	в отношении	1	3
132	я его	2	3
133	с точки	9	3
134	что я	5	3
135	но он	1	3
136	том же	1	3
137	к такому	1	3
138	же время	2	3
139	к ней	1	3
140	в области	2	3
141	он и	2	3
142	когда мы	1	3
143	где он	3	3
144	и это	12	3
145	в весьма	1	3
146	что и	7	3
147	мы будем	1	3
148	уже не	7	3
149	я в	1	3
150	в виде	2	3
151	а это	2	3
152	здесь мы	4	3
153	дело в	2	3
154	нет ничего	1	3
155	в данном	2	3
156	и для	9	3
157	еще более	2	3
158	хотя бы	4	3
159	в свою	3	3
160	это в	1	3
161	я и	2	2
162	и есть	9	2
163	в чисто	1	2
164	и до	1	2
165	из его	3	2
166	что эти	1	2
167	мы уже	1	2
168	его не	1	2
169	на первом	2	2
170	единство и	1	2
171	как я	1	2
172	ему в	2	2
173	есть для	1	2
174	не был	1	2
175	ввиду того	1	2
176	по своему	3	2
177	только тогда	1	2
178	а он	1	2
179	себе и	3	2
180	как к	2	2
181	я должен	7	2
182	есть его	2	2
183	в самом	1	2
184	теоретической философии	1	2
185	свое бытие	2	2
186	но его	1	2
187	на то	1	2
188	человек не	2	2
189	а к	1	2
190	мысли и	1	2
191	прочим и	1	2
192	и по	1	2
193	на этом	1	2
194	будем говорить	1	2
195	но все	5	2
196	это значит	1	2
197	и может	3	2
198	на все	1	2
199	это не	10	2
200	кажется что	2	2
201	этого не	1	2
202	с тем	2	2
203	а за	1	2
204	которой он	2	2
205	мы не	3	2
206	нисколько не	4	2
207	в их	8	2
208	к той	1	2
209	их в	1	2
210	ним в	1	2
211	и очень	1	2
212	раз и	2	2
213	с которой	1	2
214	она не	1	2
215	меня не	3	2
216	не имеет	5	2
217	тогда когда	3	2
218	к этим	1	2
219	это нисколько	1	2
220	само по	1	2
221	того чтобы	2	2
222	не о	2	2
223	ровно ничего	1	2
224	меня и	3	2
225	уже и	1	2
226	исходить из	1	2
227	относиться к	1	2
228	этой книги	1	2
229	к тому	1	2
230	в настоящее	1	2
231	можно и	2	2
232	в виду	3	2
233	свою очередь	1	2
234	меня в	3	2
235	не могу	3	2
236	не мир	1	2
237	ничего не	3	2
238	о нем	4	2
239	настоящее время	1	2
240	второй половине	1	2
241	в чем	4	2
242	и во	1	2
243	или как	2	2
244	к нему	12	2
245	которой мы	1	2
246	и можно	1	2
247	и она	2	2
248	в каких	1	2
249	и жизни	4	2
250	себя в	8	2
251	него и	1	2
252	а то	1	2
253	его и	2	2
254	себе в	1	2
255	друг друга	1	2
256	бытия и	10	2
257	но уже	1	2
258	основы жизни	1	2
259	но из	1	2
260	для того	3	2
261	и из	1	2
262	здесь в	1	2
263	во второй	1	2
264	бытия в	5	2
265	что не	3	2
266	с которым	1	2
267	своем месте	2	2
268	в бытии	26	2
269	если не	2	2
270	уже давно	1	2
271	к его	1	2
272	и потому	2	2
273	бы его	1	2
274	есть просто	1	2
275	и от	1	2
276	же в	1	2
277	жизни в	5	2
278	с ней	1	2
279	же и	1	2
280	в своих	3	2
281	гораздо более	1	2
282	смысле слова	1	1
283	в этот	1	1
284	бытия а	3	1
285	и др	1	1
286	из другого	1	1
287	моменты его	1	1
288	действительности и	1	1
289	и за	2	1
290	как единство	1	1
291	но никто	1	1
292	что между	1	1
293	нас важно	2	1
294	он как	1	1
295	еще когда	1	1
296	говорить о	2	1
297	бы более	1	1
298	а для	2	1
299	это единственное	2	1
300	жизни как	5	1
301	имеет дело	1	1
302	и ни	3	1
303	с любимым	1	1
304	мы здесь	2	1
305	ним и	3	1
306	а значит	2	1
307	освобождения от	1	1
308	бы то	2	1
309	этим не	1	1
310	за свое	4	1
311	самом деле	3	1
312	уже вне	1	1
313	но как	5	1
314	ни только	1	1
315	а только	1	1
316	хотя его	2	1
317	менее всего	6	1
318	него с	1	1
319	с собою	1	1
320	а через	1	1
321	не просто	1	1
322	бы что	1	1
323	нет и	3	1
324	более чем	1	1
325	независимо от	3	1
326	что именно	1	1
327	когда он	1	1
328	его к	2	1
329	оказывается с	1	1
330	и свою	1	1
331	ясно и	3	1
332	за собой	1	1
333	за границей	1	1
334	к чему	3	1
335	как понятие	1	1
336	себе как	2	1
337	та же	2	1
338	бы и	3	1
339	в нашем	1	1
340	было ни	1	1
341	близости к	1	1
342	думать что	2	1
343	в действительном	6	1
344	если он	1	1
345	его но	1	1
346	к выводу	1	1
347	что она	1	1
348	главным образом	1	1
349	он ни	2	1
350	из меня	2	1
351	на том	1	1
352	нее и	1	1
353	и совершенно	3	1
354	не к	1	1
355	жизнью и	1	1
356	мир как	6	1
357	и единство	3	1
358	совершенно разные	1	1
359	его от	1	1
360	в блеске	1	1
361	всех своих	4	1
362	все с	1	1
363	конца и	1	1
364	то ни	2	1
365	мы его	1	1
366	что все	1	1
367	было конечно	1	1
368	что мир	1	1
369	связанных с	1	1
370	а по	2	1
371	лишь в	8	1
372	а как	2	1
373	он есть	1	1
374	в жизни	2	1
375	и находит	1	1
376	за весь	1	1
377	из нее	1	1
378	все равно	1	1
379	но лишь	6	1
380	мы имеем	5	1
381	всю жизнь	1	1
382	чем в	1	1
383	такой же	1	1
384	и того	2	1
385	все бытие	1	1
386	лучше всего	1	1
387	но я	2	1
388	можно только	1	1
389	от своего	1	1
390	на месте	1	1
391	со своего	5	1
392	то для	1	1
393	место в	5	1
394	не путем	1	1
395	однако он	1	1
396	чем дальше	1	1
397	не раз	1	1
398	мир и	1	1
399	но эта	5	1
400	не будем	1	1
401	но во	1	1
402	имеем не	1	1
403	если бы	8	1
404	есть еще	1	1
405	что этот	3	1
406	могли быть	1	1
407	для нее	7	1
408	и под	2	1
409	положительного содержания	1	1
410	не любит	1	1
411	случае мы	2	1
412	при всех	1	1
413	к такой	1	1
414	есть а	1	1
415	дело не	2	1
416	и сама	1	1
417	как о	1	1
418	чтобы стать	1	1
419	но только	1	1
420	этого конечно	1	1
421	не могло	1	1
422	это с	1	1
423	только не	1	1
424	истины может	1	1
425	следовательно и	1	1
426	вся его	1	1
427	жизни не	1	1
428	и весь	2	1
429	этих последних	1	1
430	во всем	7	1
431	учением не	1	1
432	в сознании	2	1
433	здесь же	1	1
434	иногда не	1	1
435	я принимаю	1	1
