N	2gram	Losev_Prob_1	StatiiOP
1	и в	32	25
2	в этом	19	24
3	у пушкина	2	22
4	в том	9	20
5	что он	7	19
6	может быть	14	19
7	тем что	7	19
8	что в	12	19
9	что это	3	16
10	том что	12	15
11	в этой	10	14
12	и пр	4	13
13	не только	17	12
14	в его	6	12
15	то что	42	12
16	в этих	3	11
17	так что	6	11
18	таким образом	6	10
19	прежде всего	10	10
20	и не	31	10
21	но и	9	9
22	и т	11	8
23	все это	7	8
24	о том	11	8
25	в языке	1	8
26	это было	2	8
27	т е	1	8
28	с этим	3	7
29	это не	6	7
30	было бы	8	7
31	в то	6	7
32	не может	8	7
33	точки зрения	3	7
34	что такое	6	7
35	г в	1	6
36	место в	1	6
37	и на	8	6
38	как в	4	6
39	из этих	2	6
40	пушкина и	1	6
41	не в	4	6
42	между тем	2	6
43	только в	7	6
44	т п	1	6
45	в конце	6	6
46	в области	2	6
47	в россии	1	6
48	как бы	14	6
49	а в	4	6
50	как на	1	6
51	отношения между	1	5
52	в году	1	5
53	то же	10	5
54	говорит что	1	5
55	но в	14	5
56	на то	8	5
57	он не	3	5
58	об этом	10	5
59	говорил что	1	5
60	на почве	1	5
61	ни в	7	5
62	мы имеем	2	5
63	в котором	5	5
64	потому что	16	5
65	и это	9	5
66	так и	12	5
67	в них	7	5
68	с другой	3	5
69	а не	15	5
70	такого рода	7	5
71	того что	7	5
72	другой стороны	3	5
73	например в	2	4
74	что эти	1	4
75	в которой	2	4
76	время как	1	4
77	из которых	1	4
78	в чем	3	4
79	в общем	1	4
80	относится к	1	4
81	все же	1	4
82	не было	4	4
83	и к	1	4
84	то в	5	4
85	на его	2	4
86	в каждом	1	4
87	лишь в	1	4
88	на протяжении	1	4
89	этом смысле	6	4
90	и тем	13	4
91	в жизни	3	4
92	с тем	5	4
93	как и	3	4
94	в эту	2	4
95	у нас	14	4
96	по крайней	2	4
97	с точки	3	4
98	ничего не	10	4
99	к ней	1	4
100	пушкина что	2	4
101	этом отношении	1	4
102	в каком	3	4
103	и с	2	4
104	если бы	4	4
105	можно сказать	5	4
106	а также	4	4
107	к нему	3	4
108	мы видим	2	4
109	в качестве	2	4
110	в начале	1	4
111	всяком случае	3	4
