N	2gram	Kanaev_Sov_1	Istorich
1	и в	7	25
2	вместе с	4	22
3	может быть	12	17
4	представление о	1	17
5	мы имеем	1	14
6	не только	4	13
7	в его	2	12
8	так как	4	11
9	уже не	2	11
10	и не	6	11
11	в этом	7	10
12	все же	3	10
13	и его	1	9
14	его в	1	9
15	в виде	2	9
16	с другой	1	9
17	таким образом	11	9
18	еще не	3	8
19	все эти	5	8
20	что в	2	8
21	связи с	1	8
22	и что	2	8
23	мы видим	2	8
24	мы знаем	2	8
25	том что	1	8
26	в нем	3	7
27	а затем	1	7
28	как и	6	7
29	мы видели	4	7
30	о том	1	7
31	только в	1	7
32	с одной	2	7
33	одной стороны	1	7
34	этом случае	1	7
35	но это	1	7
36	знаем что	2	6
37	это не	4	6
38	не может	17	6
39	не в	3	6
40	там где	1	6
41	прежде всего	5	6
42	могут быть	2	6
43	или в	1	6
44	в том	4	6
45	и действительно	1	5
46	ясно что	3	5
47	мы не	9	5
48	в ней	1	5
49	но не	1	5
50	с этим	2	5
51	что это	2	5
52	но все	2	5
53	не будем	2	5
54	видим что	1	5
55	как мы	2	5
56	так же	1	5
57	для нас	3	5
58	же как	1	4
59	и это	1	4
60	то же	3	4
61	мы уже	1	4
62	в которой	2	4
63	он не	1	4
64	что все	2	4
65	на этой	3	4
66	тем не	2	4
67	не менее	2	4
68	в некоторых	2	4
69	в дальнейшем	4	4
70	с ним	1	4
71	все это	3	4
72	в связи	1	4
73	мы должны	4	4
74	или же	2	3
75	что его	1	3
76	если в	1	3
77	в целом	4	3
78	в этой	3	3
79	только один	2	3
80	их в	4	3
81	на этом	2	3
82	человека в	1	3
83	в ином	1	3
84	но уже	1	3
85	в то	1	3
86	что при	2	3
87	никогда не	1	3
88	этой стадии	2	3
89	и вообще	1	3
90	но мы	3	3
91	к нему	1	3
92	и из	1	3
93	и пр	2	3
94	и все	3	3
95	мы опять	1	3
96	в данном	1	3
97	не знаем	2	3
98	а в	4	3
99	в свою	2	3
100	состоит из	3	3
101	можно наблюдать	1	3
102	они не	1	3
103	того же	1	2
104	самом деле	2	2
105	он может	3	2
106	вопрос о	4	2
107	человека и	1	2
108	на них	1	2
109	во всех	1	2
110	видели что	3	2
111	по отношению	1	2
112	некоторое время	2	2
113	уже в	3	2
114	друг с	2	2
115	и по	2	2
116	и мы	3	2
117	которой он	2	2
118	несмотря на	1	2
119	такой же	2	2
120	их на	1	2
121	точки зрения	12	2
122	таким же	1	2
123	то его	1	2
124	силу и	1	2
125	без всяких	1	2
126	по себе	1	2
127	а на	2	2
128	она не	1	2
129	одна из	3	2
130	или как	1	2
131	с другом	2	2
132	должен быть	1	2
133	данном случае	1	2
134	так в	1	2
135	роль в	2	2
136	еще в	1	2
137	если бы	1	2
138	ничего не	6	2
139	все его	1	2
140	ним и	1	2
141	же в	1	2
142	в которую	2	2
143	значит что	1	2
144	на которой	1	2
145	том как	1	2
146	ли он	1	2
147	и они	2	2
148	чтобы он	1	2
149	на ней	1	2
150	из них	4	2
151	его и	1	2
152	вовсе не	1	2
153	мы можем	6	2
154	у него	2	2
155	из двух	3	2
156	до сих	1	2
157	как у	1	2
158	такое же	1	2
159	центр тяжести	1	2
160	а не	3	2
161	один из	1	2
162	и потому	3	2
163	из которых	2	2
164	в течение	1	2
165	как бы	4	2
166	по существу	1	2
167	это значит	1	2
168	сих пор	1	2
169	но для	1	2
170	и для	1	2
171	это уже	1	2
172	сказать что	1	2
173	и при	1	2
174	совершенно не	2	2
175	отношению к	1	2
176	в свое	1	2
177	к этому	1	2
178	жизни и	4	2
179	переносятся на	1	1
180	потом и	1	1
181	функции в	1	1
182	на куски	1	1
183	его здесь	1	1
184	но тем	1	1
185	мы имели	1	1
186	и есть	2	1
187	тем же	2	1
188	между двумя	1	1
189	здесь и	1	1
190	нас на	1	1
191	иного типа	1	1
192	не имеют	1	1
193	в зависимости	4	1
194	и могут	1	1
195	той же	2	1
196	теперь мы	1	1
197	что уже	1	1
198	двух и	1	1
199	совершенно так	1	1
200	именно к	1	1
201	для наших	1	1
202	зависимости от	4	1
203	затем он	1	1
204	быть в	1	1
205	на самом	1	1
206	совсем не	1	1
207	но как	1	1
208	отличие от	2	1
209	его развития	3	1
210	отнюдь не	3	1
211	чем же	1	1
212	в гости	1	1
213	другой день	1	1
214	дает нам	2	1
215	стороны и	1	1
216	и наконец	5	1
217	и к	3	1
218	следующим образом	3	1
219	увидим что	1	1
220	но в	3	1
221	за собой	1	1
222	та же	1	1
223	мы получаем	3	1
224	он в	3	1
225	одном случае	1	1
226	такую же	1	1
227	только на	1	1
228	остановиться на	1	1
229	нами в	1	1
230	и тот	1	1
231	в себе	3	1
232	и если	1	1
233	легче будет	1	1
234	что она	3	1
235	при этом	3	1
236	позже чем	1	1
237	и еще	1	1
238	же путем	1	1
239	конце xix	1	1
240	было бы	3	1
241	уже знаем	1	1
242	что один	1	1
243	не соответствует	1	1
244	она и	1	1
245	этого не	1	1
246	одна и	1	1
247	для чего	1	1
248	в развитии	4	1
249	и тогда	1	1
250	работы в	1	1
251	он должен	2	1
252	с точки	5	1
253	она в	1	1
254	в своем	1	1
255	в отличие	2	1
256	от его	1	1
257	при которых	1	1
258	мы проследим	1	1
259	в одном	3	1
260	и более	1	1
261	в конце	3	1
262	пока наконец	2	1
263	таких случаев	1	1
264	вот пример	1	1
265	но они	1	1
266	что эта	1	1
267	что с	1	1
268	самого начала	3	1
269	не имеет	1	1
270	на котором	2	1
271	в науке	2	1
272	в стадии	5	1
273	он с	1	1
274	и всегда	1	1
275	на другую	1	1
276	же время	1	1
277	этих двух	2	1
278	же этот	1	1
279	с новой	1	1
280	в процессе	1	1
281	ли это	1	1
282	такие же	2	1
283	очень часто	1	1
284	его с	1	1
285	на это	1	1
286	известных нам	2	1
287	свою очередь	2	1
288	на другой	1	1
289	под руководством	1	1
290	с самого	3	1
291	приводит к	2	1
292	каждого из	2	1
293	здесь нет	1	1
294	во многом	1	1
295	меньше и	1	1
296	утверждает что	1	1
297	это только	1	1
298	мы в	1	1
299	он сам	1	1
300	с человеком	1	1
301	и начало	1	1
302	и соответственно	1	1
303	же необходимо	1	1
304	одного из	1	1
