N	2gram	Losev_Dial_4	Komedia
1	и в	15	22
2	т е	46	13
3	том что	10	12
4	но и	4	11
5	в том	11	11
6	не только	8	10
7	в то	6	10
8	из них	2	10
9	и т	17	9
10	как и	7	9
11	может быть	17	9
12	таким образом	5	8
13	о том	5	8
14	и его	7	8
15	в одном	4	8
16	и не	30	8
17	едва ли	3	7
18	в этой	4	7
19	и других	1	7
20	то же	9	6
21	и по	2	6
22	не в	8	6
23	в отношении	2	6
24	ни в	8	6
25	в конце	1	6
26	одного из	1	6
27	что он	7	6
28	а в	1	6
29	в которой	2	6
30	что в	7	6
31	в истории	3	5
32	как в	3	5
33	при этом	2	5
34	потому что	10	5
35	так и	5	5
36	и даже	6	5
37	один из	4	5
38	уже в	1	5
39	в его	4	5
40	прежде всего	11	5
41	о которых	1	5
42	с другой	1	5
43	когда же	2	5
44	все это	9	5
45	другой стороны	2	5
46	что они	4	4
47	но в	3	4
48	в нем	5	4
49	т д	15	4
50	и вот	11	4
51	г в	1	4
52	известно что	3	4
53	точки зрения	14	4
54	в котором	2	4
55	в их	3	4
56	так как	14	4
57	как мы	1	4
58	можно судить	2	4
59	же время	6	4
60	ли не	1	4
61	ясно что	11	4
62	что и	6	4
63	в качестве	2	4
64	мы можем	3	4
65	тем что	2	4
66	именно в	5	4
67	и опять	1	4
68	в результате	6	4
69	конце концов	1	4
70	к этому	3	4
71	речь идет	1	3
72	же как	1	3
73	идет о	1	3
74	мы не	9	3
75	и о	8	3
76	и на	5	3
77	в чем	8	3
78	с одной	1	3
79	в этом	11	3
80	все же	2	3
81	хотя и	6	3
82	и как	4	3
83	можно сделать	1	3
84	на то	5	3
85	главным образом	2	3
86	да и	2	3
87	он не	1	3
88	и еще	1	3
89	и с	4	3
90	его в	1	3
91	чаще всего	1	3
92	в них	2	3
93	на основании	3	3
94	и ее	8	3
95	место в	1	3
96	вопрос о	2	3
97	не менее	2	3
98	однако в	2	3
99	даже в	1	3
100	того как	2	3
101	ничего не	17	3
102	на землю	1	3
103	у нас	3	3
104	могут быть	3	3
105	остаться в	1	3
106	после того	1	3
107	судить по	1	3
108	в частности	2	3
109	тот же	1	3
110	одной из	2	3
111	только в	7	3
112	и у	1	3
113	в виде	3	3
114	отношение к	1	3
115	как раз	4	3
116	так же	4	3
117	как это	2	3
118	их к	1	3
119	в течение	4	3
120	не мог	2	3
121	всего в	1	3
122	и все	11	3
123	это однако	1	2
124	тех же	2	2
125	видеть в	1	2
126	в сущности	5	2
127	это время	1	2
128	которую можно	1	2
129	отличие от	2	2
130	за пределы	3	2
131	чем же	2	2
132	наряду с	1	2
133	что по	2	2
134	было только	1	2
135	в противоположность	2	2
136	этой цели	1	2
137	в самом	2	2
138	в известном	1	2
139	в себе	8	2
140	только один	1	2
141	время и	2	2
142	в первую	1	2
143	в силу	4	2
144	на этом	3	2
145	то ни	4	2
146	связанные с	1	2
147	на все	2	2
148	художественный образ	1	2
149	было бы	9	2
150	и тем	6	2
151	ни одной	1	2
152	мы видели	1	2
153	такой же	1	2
154	и без	2	2
155	почти не	1	2
156	но он	1	2
157	тем не	2	2
158	в древней	1	2
159	не раз	2	2
160	одна из	1	2
161	при всем	1	2
162	и теперь	1	2
163	как будто	2	2
164	и вероятно	1	2
165	в области	3	2
166	а мы	1	2
167	уже о	4	2
168	и платона	1	2
169	сорок лет	1	2
170	с ее	10	2
171	на нем	2	2
172	всего этого	1	2
173	только при	1	2
174	в себя	5	2
175	из всего	1	2
176	мог бы	2	2
177	для этого	2	2
178	образом в	1	2
179	находится в	2	2
180	и здесь	1	2
181	и во	2	2
182	под именем	1	2
183	и можно	5	2
184	от них	1	2
185	раз на	1	2
186	еще не	4	2
187	даже если	1	2
188	именно на	1	2
189	для всех	3	2
190	из которых	3	2
191	а то	1	2
192	могли быть	1	2
193	вовсе не	6	2
194	со стороны	3	2
195	даже не	2	2
196	и из	2	2
197	вслед за	1	2
198	на которые	1	2
199	и притом	3	2
200	то и	2	2
201	до конца	1	2
202	не может	11	2
203	вместе с	2	2
204	или по	4	2
205	говоря уже	3	2
206	в состоянии	1	2
207	к нему	1	2
208	но это	4	2
209	или в	7	2
210	будто бы	1	2
211	только что	2	2
212	то что	16	2
213	е в	2	2
214	не говоря	3	2
215	в свою	3	2
216	ее в	2	2
217	в своих	1	2
218	во всяком	2	2
219	все что	2	2
220	а между	1	1
221	выражено в	1	1
222	можно говорить	2	1
223	также и	4	1
224	чтобы не	1	1
225	в этот	2	1
226	самое слово	1	1
227	переходит к	1	1
228	сам по	2	1
229	все остальное	1	1
230	во-вторых поскольку	1	1
231	на самом	1	1
232	не что	8	1
233	бы целиком	1	1
234	всего это	1	1
235	такое же	1	1
236	так уже	1	1
237	исходит из	1	1
238	и больше	1	1
239	в зависимости	1	1
240	мы уже	3	1
241	той же	5	1
242	и была	1	1
243	для своего	1	1
244	из своих	1	1
245	что под	1	1
246	совпадает с	2	1
247	что иное	8	1
248	из того	1	1
249	то это	1	1
250	зависимости от	1	1
251	и он	1	1
252	в ней	5	1
253	думаю что	2	1
254	собой в	1	1
255	иное как	8	1
256	быть в	5	1
257	во всех	2	1
258	подходить к	1	1
259	он может	1	1
260	из сторон	1	1
261	коем случае	2	1
262	не входит	1	1
263	силу этого	1	1
264	есть по	2	1
265	очевидно что	1	1
266	реального исторического	1	1
267	судить об	1	1
268	что новое	1	1
269	отнюдь не	4	1
270	чисто логическое	1	1
271	и вовсе	1	1
272	течение всего	2	1
273	с этим	3	1
274	мира в	1	1
275	в своем	5	1
276	в полном	1	1
277	когда он	3	1
278	целый ряд	1	1
279	силами и	1	1
280	да они	1	1
281	a что	1	1
282	за все	1	1
283	то в	5	1
284	не приходится	1	1
285	жизни эта	1	1
286	что это	13	1
287	мы получаем	2	1
288	сказать о	1	1
289	так или	1	1
290	они почти	1	1
291	что же	2	1
292	бы не	2	1
293	только два	1	1
294	из этих	2	1
295	птиц или	1	1
296	близости к	1	1
297	вы думаете	1	1
298	остановиться на	1	1
299	и тот	1	1
300	бы только	4	1
301	роль в	1	1
302	о других	1	1
303	как он	1	1
304	претендует на	2	1
305	что одна	1	1
306	но прежде	1	1
307	к миру	1	1
308	что же?	1	1
309	возвращение к	1	1
310	по существу	1	1
311	мы впервые	1	1
312	не могли	2	1
313	чтобы в	1	1
314	д все	2	1
315	его от	1	1
316	подобно тому	4	1
317	людей и	1	1
318	что она	5	1
319	но все	2	1
320	человека в	1	1
321	что все	4	1
322	же не	1	1
323	они должны	1	1
324	учением о	1	1
325	в каком-нибудь	2	1
326	конечно в	1	1
327	об этом	3	1
328	состояния и	1	1
329	а его	1	1
330	говорить не	1	1
331	от земли	1	1
332	это было	2	1
333	обоих случаях	1	1
334	перед нами	6	1
335	событиям в	1	1
336	в жизни	5	1
337	видно как	1	1
338	все равно	2	1
339	с тем	4	1
340	всю жизнь	1	1
341	и уже	4	1
342	всегда и	3	1
343	ясно из	1	1
344	можно только	3	1
345	не так	1	1
346	но если	5	1
347	никаких оснований	1	1
348	можно найти	1	1
349	а как	2	1
350	никто не	2	1
351	и третий	1	1
352	в отличие	1	1
353	в которых	1	1
354	миф о	1	1
355	что уже	2	1
356	стало быть	15	1
357	которые в	1	1
358	друг другу	1	1
359	и более	1	1
360	абсолютная истина	1	1
361	том же	1	1
362	по себе	13	1
363	всего его	1	1
364	и очень	1	1
365	кругом и	1	1
366	принципов и	1	1
367	при всех	1	1
368	вплоть до	1	1
369	но они	2	1
370	она могла	1	1
371	и другое	2	1
372	в обоих	1	1
373	сделать и	1	1
374	на себе	5	1
375	из мира	1	1
376	и сама	1	1
377	не по	2	1
378	с и	1	1
379	он еще	1	1
380	не вызывает	1	1
381	того чтобы	5	1
382	чем не	1	1
383	следовательно и	1	1
384	в коем	2	1
385	что только	1	1
386	кто является	1	1
387	сложнее и	1	1
388	во всем	2	1
389	этим же	1	1
390	мы помним	1	1
391	своим собственным	2	1
392	что на	2	1
393	ему не	1	1
394	и для	5	1
395	в специальном	1	1
396	к себе	1	1
397	не могут	2	1
398	даже и	3	1
399	быть отнесены	1	1
400	уже на	1	1
401	и это	8	1
402	последних в	1	1
403	от друга	1	1
404	это только	1	1
405	как один	1	1
406	данном случае	1	1
407	возникшее в	1	1
408	говорить о	11	1
409	в дальнейшем	1	1
410	идет речь	4	1
411	и когда	2	1
412	можно было	1	1
413	те же	1	1
414	мира и	1	1
415	жизнь и	2	1
416	всех возможных	1	1
417	и трудно	1	1
418	в последней	1	1
419	и способ	1	1
420	мира а	1	1
421	с ним	3	1
422	воли и	2	1
423	о ней	2	1
424	о нем	2	1
425	познания и	2	1
426	перешла в	1	1
427	в пользу	2	1
428	или от	22	1
429	именно с	1	1
430	и что	9	1
431	в глаза	1	1
432	почему же	1	1
433	все его	1	1
434	с целью	1	1
435	которые могут	1	1
436	в греческой	1	1
437	жизни он	1	1
438	а сколько	1	1
439	природы в	1	1
440	я думаю	2	1
441	может и	2	1
442	от рук	1	1
443	и только	2	1
444	естественно и	2	1
445	с окружающим	1	1
446	и следовательно	3	1
447	если это	1	1
448	того что	13	1
449	и новая	1	1
450	почти все	1	1
451	доходит до	1	1
452	от идеала	2	1
453	явления в	1	1
454	хотя бы	4	1
455	течение всей	1	1
456	которое мы	1	1
457	поэтому и	1	1
458	во времени	1	1
459	бы ни	2	1
460	в некоем	2	1
461	себя в	2	1
462	так что	6	1
463	времени когда	3	1
464	думаете что	1	1
465	и насколько	1	1
466	речь в	1	1
467	не дает	2	1
468	в душе	1	1
469	как тот	1	1
470	за ним	1	1
471	где бы	2	1
472	к своим	1	1
473	в я	1	1
474	по случаю	1	1
475	себе в	1	1
476	о которой	1	1
477	ее не	1	1
478	и никакой	1	1
479	заметить что	1	1
480	не говорит	5	1
481	от того	2	1
482	на том	1	1
483	для того	5	1
484	друг от	1	1
485	в особенности	4	1
486	представление о	2	1
487	возможно что	1	1
488	или иначе	2	1
489	на этот	1	1
490	эти две	3	1
491	и прежде	1	1
492	было и	1	1
493	и одинаково	1	1
494	однако чтобы	1	1
495	к человеку	1	1
496	естественно что	1	1
497	превращается в	1	1
498	идеи в	2	1
499	именно так	2	1
500	его как	2	1
501	и эстетической	4	1
502	можно понять	1	1
503	первые два	1	1
504	него не	1	1
505	совершенно очевидно	1	1
506	ближе к	1	1
507	о похищении	1	1
508	стороны в	1	1
509	нет никаких	1	1
510	знаем и	1	1
511	и она	1	1
512	ко всем	1	1
513	и потому	3	1
514	что именно	7	1
515	так мы	1	1
516	сама же	1	1
517	к своему	2	1
518	в данном	3	1
519	к жизни	3	1
520	который мы	1	1
521	в той	1	1
522	быть также	1	1
523	неизвестно кем	1	1
524	тому как	4	1
525	как бы	14	1
526	а потом	1	1
527	думается что	1	1
