N	3gram	Vygotskiy__6	VLabPisa
1	в этом отношении	3	13
2	с другой стороны	2	8
3	не может быть	2	8
4	по отношению к	10	7
5	в зависимости от	5	5
6	не могут быть	2	4
7	в связи с	2	4
8	можно сказать что	6	4
9	в том что	19	4
10	в силу этого	1	3
11	о том как	1	3
12	в значительной мере	2	3
13	вместе с тем	2	3
14	в этой области	2	3
15	мы видели что	3	3
16	к тому что	7	3
17	не может не	1	2
18	подобно тому как	1	2
19	в том числе	1	2
20	до сих пор	3	2
21	что все эти	2	2
22	каждой из этих	2	2
23	только то что	2	2
24	можно было бы	5	2
25	и не может	2	2
26	одном и том	2	2
27	с одной стороны	1	2
28	в конце концов	1	2
29	и том же	2	2
30	не могут не	2	2
31	в силу чего	4	2
32	в этом и	1	2
33	этой точки зрения	1	2
34	от того что	6	2
35	этом и заключается	1	2
36	не только не	2	2
37	том числе и	1	2
38	мы знаем что	3	2
39	таким образом не	1	2
40	всего сказанного выше	1	2
41	для того чтобы	8	2
42	и в другом	1	2
43	том смысле что	2	1
44	на этот вопрос	2	1
45	нет и не	1	1
46	только в пределах	1	1
47	не удивительно поэтому	1	1
48	в которой он	1	1
49	и ту же	1	1
50	теми или иными	1	1
51	то о чем	1	1
52	то время как	5	1
53	имеет свою историю	1	1
54	что один из	1	1
55	в самом деле	1	1
56	и по отношению	1	1
57	в этом смысле	2	1
58	значит что он	1	1
59	в том же	2	1
60	в силу того	5	1
61	же как и	1	1
62	в свете этих	1	1
63	это и значит	1	1
64	думается что все	1	1
65	с этой точки	1	1
66	одним из главнейших	1	1
67	совершенно очевидно что	2	1
68	и во всех	1	1
69	как и все	1	1
70	главным образом в	1	1
71	именно в этом	2	1
72	что мы имеем	1	1
73	сами по себе	1	1
74	что он не	1	1
75	и частного в	2	1
76	но то же	1	1
77	только в том	1	1
78	у него еще	1	1
79	то что в	1	1
80	по аналогии с	1	1
81	силу чего он	1	1
82	кроме того что	1	1
83	он сам по	1	1
84	вместе с этим	1	1
85	прямо и непосредственно	2	1
86	как увидим ниже	2	1
87	их отношение к	1	1
88	что во всех	1	1
89	в том или	1	1
90	приводит к тому	1	1
91	том что мы	2	1
92	с теми или	1	1
93	в данном случае	1	1
94	один из них	1	1
95	не только в	1	1
96	и не по	1	1
97	чтобы ответить на	1	1
98	то же самое	6	1
99	так же как	6	1
100	после всего сказанного	1	1
101	по сравнению с	14	1
102	имеем дело с	1	1
103	и в их	2	1
104	оно может быть	1	1
105	но вместе с	1	1
106	на вопрос что	1	1
107	что мы определили	1	1
108	в этом плане	1	1
109	общих и частных	1	1
110	могут привести к	1	1
111	но с другой	1	1
112	в то время	6	1
113	том же направлении	2	1
114	в свою очередь	1	1
115	ничего общего с	1	1
116	и в зависимости	1	1
117	с работы над	1	1
118	может быть выражена	2	1
119	вопрос о том	1	1
120	в каждой из	1	1
121	в этом заключается	2	1
122	той или иной	1	1
123	таким образом можно	1	1
124	удивительно поэтому что	1	1
125	что в своем	1	1
126	этой области не	1	1
127	после того как	1	1
128	в том смысле	2	1
129	неизбежно приводит к	1	1
130	именно в силу	1	1
131	говорить только о	1	1
132	мы встречаемся с	1	1
133	об одном и	2	1
134	мы имеем дело	2	1
135	развиваются как бы	1	1
136	может быть в	1	1
137	не значит что	1	1
138	только тогда когда	1	1
139	как мы знаем	1	1
