N	3gram	Vygotskiy__2	Istorich
1	до сих пор	1	6
2	точно так же	1	6
3	мы имеем в	1	5
4	в том что	21	5
5	что он не	2	4
6	так же как	1	4
7	в связи с	6	4
8	по отношению к	5	3
9	подобно тому как	2	3
10	с тем что	1	3
11	можно было бы	5	3
12	с одной стороны	7	3
13	мы уже видели	2	3
14	мы увидим что	2	3
15	в другом месте	2	2
16	потому что он	2	2
17	мере того как	1	2
18	иметь в виду	1	2
19	на самом деле	2	2
20	по мере того	1	2
21	вместо того чтобы	1	2
22	мы не будем	1	2
23	в таких случаях	1	2
24	наряду с этим	1	2
25	уже видели что	2	2
26	с другой стороны	1	2
27	не может быть	6	2
28	о том что	4	2
29	с самого начала	1	2
30	на то что	6	2
31	после того как	1	2
32	дело не в	1	2
33	к тому же	1	2
34	о том как	1	1
35	не происходит а	1	1
36	всякий раз когда	1	1
37	том что в	2	1
38	что под этим	1	1
39	и не могут	1	1
40	знаем об этом	1	1
41	но так как	1	1
42	ниже при рассмотрении	1	1
43	еще на один	1	1
44	друг от друга	2	1
45	если верно что	1	1
46	мы можем установить	1	1
47	в зависимости от	6	1
48	сам по себе	1	1
49	в отличие от	3	1
50	мы видим в	2	1
51	а в связи	1	1
52	связи с ее	1	1
53	мы должны здесь	1	1
54	что она не	1	1
55	за то что	1	1
56	несмотря на то	1	1
57	он делает это	1	1
58	бы показать что	1	1
59	в высшей степени	7	1
60	в сущности это	1	1
61	смысле этого слова	3	1
62	казалось бы что	2	1
63	если мы не	1	1
64	можно спросить себя	1	1
65	для выяснения этого	1	1
66	что в одном	1	1
67	но вместе с	1	1
68	то что он	2	1
69	мы знаем об	4	1
70	не в количестве	1	1
71	на вопрос о	2	1
72	вовсе не в	2	1
73	мы не можем	3	1
74	связи с этим	1	1
75	не только не	1	1
76	что мы знаем	6	1
77	по его мнению	1	1
78	мы обратимся к	1	1
79	как одна из	1	1
80	из этих двух	1	1
81	по этому поводу	3	1
82	друг с другом	2	1
83	том что он	1	1
84	может рассматриваться как	3	1
85	но никогда не	1	1
86	мы видели что	3	1
87	он прежде всего	1	1
