N	2gram	Bakhtin_Pr_1	VeschiIm
1	не есть	1	49
2	не может	11	33
3	не только	13	31
4	может быть	21	29
5	и не	34	28
6	и в	23	26
7	то что	18	24
8	и есть	5	23
9	а не	20	20
10	есть только	1	17
11	что я	1	16
12	и следовательно	1	15
13	в смысле	2	15
14	что она	2	14
15	только в	8	14
16	по себе	7	13
17	и что	1	13
18	того что	2	13
19	и то	1	12
20	есть не	2	12
21	все же	5	12
22	в себя	3	12
23	что это	1	12
24	было бы	6	12
25	но и	11	12
26	сказать что	5	12
27	а и	1	11
28	таким образом	11	11
29	что же	1	11
30	и больше	1	10
31	то же	10	10
32	есть нечто	1	10
33	в ней	1	10
34	не значит	2	10
35	как бы	28	10
36	что такое	1	10
37	потому что	12	10
38	уже не	8	10
39	что мы	1	10
40	бы то	3	9
41	в самом	8	9
42	то ни	3	9
43	и с	4	9
44	в том	11	9
45	что не	1	9
46	прежде всего	7	9
47	ни было	4	9
48	с ее	2	8
49	в себе	5	8
50	смысл и	2	8
51	и это	5	8
52	ничего не	6	8
53	себя и	2	8
54	но это	5	8
55	говорить о	2	7
56	в этом	25	7
57	не будет	1	7
58	его в	4	7
59	с другими	7	7
60	том что	9	7
61	в то	10	7
62	со своим	3	7
63	что оно	1	7
64	в свете	3	7
65	себя в	3	7
66	и их	2	7
67	так как	7	7
68	как раз	4	7
69	и пр	1	7
70	если оно	1	7
71	совершенно не	1	7
72	есть и	1	7
73	с собою	2	6
74	со стороны	2	6
75	что они	1	6
76	и как	8	6
77	но в	4	6
78	бы и	4	6
79	одно и	1	6
80	точки зрения	21	6
81	по крайней	2	6
82	с ним	6	6
83	она не	5	6
84	оно есть	1	6
85	отличается от	2	6
86	можно было	3	6
87	должно быть	1	6
88	и только	1	6
89	крайней мере	2	6
90	так что	1	6
91	если мы	1	6
92	для него	15	6
93	быть только	1	6
94	в результате	4	6
95	жизни и	6	6
96	что в	8	6
97	это и	9	5
98	и до	1	5
99	и тут	1	5
100	в сущности	5	5
101	на себя	3	5
102	в чем	1	5
103	но не	8	5
104	чем же	1	5
105	как к	1	5
106	должна быть	2	5
107	же это	1	5
108	вообще не	1	5
109	это не	10	5
110	не в	6	5
111	в отношении	2	5
112	не менее	1	5
113	одна из	2	5
114	у нас	1	5
115	для себя	2	5
116	в ее	1	5
117	должны быть	1	5
118	если бы	10	5
119	для этого	1	5
120	еще не	5	5
121	она имеет	1	5
122	что для	2	5
123	ни на	2	5
124	с этой	1	5
125	и для	3	5
126	а в	7	5
127	мы не	2	4
128	так чтобы	1	4
129	я не	3	4
130	то это	1	4
131	в их	3	4
132	во всех	5	4
133	точка зрения	7	4
134	нет и	1	4
135	его на	2	4
136	с этим	1	4
137	в своем	8	4
138	однако не	2	4
139	же не	1	4
140	на почве	1	4
141	как и	8	4
142	между собою	1	4
143	с точки	15	4
144	имеет смысл	2	4
145	и более	1	4
146	можно ли	1	4
147	на себе	2	4
148	же время	7	4
149	точке зрения	2	4
150	должен быть	1	4
151	и о	3	4
152	только то	3	4
153	о том	2	4
154	с другой	2	4
155	что и	5	4
156	быть и	1	4
157	оно и	1	4
158	этот вопрос	2	4
159	то и	2	4
160	из них	2	4
161	бытия и	1	4
162	так то	1	4
163	тем что	3	4
164	со всем	1	4
165	и даже	3	4
166	даже не	1	4
167	как же	3	4
168	и потому	3	4
169	в данном	2	4
170	как только	1	4
171	не существует	1	4
172	и все	3	4
173	от того	2	4
174	о смысле	1	4
175	между ними	2	4
176	оно не	2	4
177	есть то	3	4
178	себя как	5	3
179	самом деле	5	3
180	к другому	2	3
181	отношения к	2	3
182	вопрос о	4	3
183	только это	1	3
184	но даже	1	3
185	не то	1	3
186	явлений и	1	3
187	ее как	2	3
188	в нем	20	3
189	перестает быть	1	3
190	подобно тому	3	3
191	в жизни	6	3
192	несмотря на	6	3
193	и тогда	1	3
194	нисколько не	2	3
195	в своей	11	3
196	нельзя и	1	3
197	все это	7	3
198	их в	2	3
199	как можно	2	3
200	и другое	1	3
201	тогда когда	1	3
202	и притом	2	3
203	в основе	5	3
204	само по	2	3
205	того чтобы	4	3
206	этот тип	1	3
207	или как	5	3
208	к ней	1	3
209	ему не	2	3
210	в философии	1	3
211	к себе	2	3
212	к тому	1	3
213	на это	1	3
214	и самое	2	3
215	и сам	2	3
216	так и	10	3
217	можно сказать	2	3
218	один из	2	3
219	мы видим	3	3
220	тот же	2	3
221	что он	10	3
222	явления но	1	3
223	но как	3	3
224	в одном	9	3
225	отношение к	1	3
226	никогда не	5	3
227	а с	1	3
228	она является	1	3
229	я называю	1	3
230	вместе с	2	3
231	что именно	2	3
232	в той	6	3
233	тому как	3	3
234	да и	2	3
235	она может	1	3
236	себя самого	4	3
237	бы в	3	3
238	тем более	1	3
239	хотя бы	2	3
240	я в	1	3
241	с самим	1	3
242	это однако	1	2
243	можно говорить	2	2
244	от этого	1	2
245	в сфере	2	2
246	тем же	1	2
247	в первом	2	2
248	из его	3	2
249	поэтому и	2	2
250	мы уже	2	2
251	той же	6	2
252	как мы	5	2
253	конечно и	4	2
254	быть понято	1	2
255	мысли и	2	2
256	на их	1	2
257	и мира	1	2
258	а только	1	2
