N	2gram	Tiupa_Lite_1	RusskieA
1	и в	8	36
2	не только	24	22
3	том что	14	19
4	что в	3	19
5	в том	16	17
6	но и	17	16
7	и п	1	16
8	так как	1	15
9	во время	1	14
10	и м	2	14
11	в этом	12	12
12	в xix	1	10
13	и на	1	10
14	это не	4	10
15	как и	6	10
16	как мы	1	10
17	вместе с	1	10
18	потому что	3	10
19	а в	3	9
20	состоит в	11	8
21	и по	1	8
22	с тем	1	8
23	о том	2	8
24	один из	3	8
25	из них	4	8
26	может быть	13	8
27	как это	8	8
28	что они	1	7
29	так и	4	7
30	между тем	2	7
31	что и	1	7
32	и других	1	7
33	представляют собой	1	7
34	мы не	1	6
35	в виде	1	6
36	так например	1	6
37	таким образом	3	6
38	при этом	19	6
39	в день	1	6
40	не имеет	1	6
41	с этого	1	6
42	уже не	7	6
43	в них	1	6
44	и не	12	6
45	для нас	1	6
46	то что	10	6
47	как в	5	5
48	все же	4	5
49	во многих	2	5
50	в которых	1	5
51	как будто	2	5
52	и у	1	5
53	одно из	3	5
54	как бы	7	5
55	мы имеем	1	4
56	еще не	4	4
57	во всех	1	4
58	следующим образом	2	4
59	представляет собой	4	4
60	в россии	2	4
61	с собой	4	4
62	в г	1	4
63	из этих	2	4
64	в их	3	4
65	вплоть до	2	4
66	одна из	3	4
67	связи с	6	4
68	к тому	2	4
69	так в	1	4
70	еще в	4	4
71	и что	1	4
72	тем что	2	4
73	а с	1	4
74	и др	3	4
75	в некоторых	1	4
76	того что	6	4
77	по существу	1	4
78	в связи	4	4
79	как уже	1	4
80	не может	5	4
81	только в	8	4
82	к этому	1	4
83	как правило	2	3
84	своего рода	11	3
85	в своем	11	3
86	не можем	1	3
87	на этом	2	3
88	то же	5	3
89	но все	1	3
90	чаще всего	1	3
91	для них	2	3
92	он же	1	3
93	далеко не	3	3
94	несмотря на	3	3
95	в москве	2	3
96	в этих	1	3
97	точки зрения	6	3
98	к тем	1	3
99	с точки	2	3
100	тем не	2	3
101	не менее	7	3
102	в поле	2	3
103	приводит к	3	3
104	к жизни	1	3
105	то есть	6	3
106	а также	5	3
107	от них	1	3
108	как например	1	3
109	по этому	2	3
110	в качестве	17	3
111	только на	2	3
112	слова в	1	3
113	в одном	1	3
114	в области	3	3
115	в это	1	3
116	и некоторые	1	3
117	в свою	1	3
118	но эти	1	3
119	как известно	1	2
120	например в	3	2
121	е годы	2	2
122	между двумя	1	2
123	к другому	1	2
124	на себя	2	2
125	это время	1	2
126	он был	1	2
127	на самом	1	2
128	но не	4	2
129	тогда как	13	2
130	не просто	1	2
131	в е	2	2
132	отнюдь не	2	2
133	однако как	1	2
134	мы можем	1	2
135	и как	1	2
136	но в	3	2
137	та же	2	2
138	в целом	8	2
139	все эти	2	2
140	в нашем	1	2
141	в дальнейшем	1	2
142	почти целиком	1	2
143	как он	2	2
144	после чего	1	2
145	в нем	2	2
146	и лучше	1	2
147	в силу	4	2
148	в году	13	2
149	в каждом	1	2
150	и с	1	2
151	в жизни	6	2
152	такой же	1	2
153	в один	1	2
154	и более	1	2
155	том же	3	2
156	для этого	4	2
157	она не	1	2
158	что ему	3	2
159	у него	3	2
160	так называемый	2	2
161	но даже	1	2
162	и здесь	1	2
163	могут быть	2	2
164	и другим	1	2
165	день и	1	2
166	имеет место	1	2
167	ничего общего	1	2
168	свою очередь	1	2
169	и другими	1	2
170	что от	1	2
171	в различных	1	2
172	этому поводу	1	2
173	в его	7	2
174	не случайно	2	2
175	в какой	1	2
176	их не	2	2
177	в большинстве	1	2
178	борьбы с	1	2
179	за счет	1	2
180	тут же	1	2
181	не было	3	2
182	в особенности	1	2
183	себя и	1	2
184	с ней	1	2
185	равной степени	1	2
186	до конца	1	2
187	не на	2	2
188	а не	16	2
189	большинстве случаев	1	2
190	в частности	15	2
191	в равной	2	2
192	многих случаях	1	2
193	только для	1	2
194	между прочим	1	2
195	или в	1	2
196	в своих	4	2
197	ту же	2	1
198	говоря о	1	1
199	и развитие	1	1
200	также и	3	1
201	же как	1	1
202	чтобы не	2	1
203	переходит к	1	1
204	самом деле	2	1
205	только потому	1	1
206	тех же	3	1
207	зависимости от	1	1
208	представлял собой	1	1
209	необходимо было	1	1
210	по которым	1	1
211	по преимуществу	4	1
212	якобы не	1	1
213	на две	1	1
214	оно было	1	1
215	должна быть	2	1
216	и за	1	1
217	несколько иной	1	1
218	поэзии и	2	1
219	вопрос о	1	1
220	этом не	1	1
221	он искал	1	1
222	на глазах	1	1
223	говорить о	1	1
224	ему в	1	1
225	и самой	1	1
226	которое в	1	1
227	жизни это	1	1
228	власть над	1	1
229	того же	2	1
230	и он	1	1
231	я рад	1	1
232	в отличие	5	1
233	не был	1	1
234	в чем	1	1
235	с его	5	1
236	на основе	1	1
237	а только	2	1
238	оно в	1	1
239	целом ряде	1	1
240	ответ на	1	1
241	по отношению	3	1
242	в общем	1	1
243	очевидно что	1	1
244	отличие от	5	1
245	относится к	2	1
246	исторически и	1	1
247	его на	1	1
248	общего с	2	1
249	а третий	1	1
250	показать что	1	1
251	в различные	1	1
252	к новому	1	1
253	однако не	1	1
254	перед нами	1	1
255	пишет об	1	1
256	целый ряд	1	1
257	из работ	1	1
258	тем же	3	1
259	говорится в	2	1
260	в которой	1	1
261	говорят о	1	1
262	не оставляет	2	1
263	то и	2	1
264	общеизвестно что	1	1
265	в себе	7	1
266	в употреблении	1	1
267	тому же	2	1
268	на то	1	1
269	в случае	4	1
270	века к	1	1
271	он не	1	1
272	потребности в	1	1
273	вытекающее из	1	1
274	не к	2	1
275	не как	4	1
276	в начале	1	1
277	однако он	1	1
278	на свободу	1	1
279	жизни здесь	1	1
280	подобно тому	2	1
281	не бывает	1	1
282	а затем	1	1
283	значение в	1	1
284	его в	3	1
285	на почве	2	1
286	и тем	4	1
287	уже никакого	1	1
288	жизни человека	1	1
289	в этой	4	1
290	на основании	1	1
291	не всегда	1	1
292	он и	3	1
293	и того	2	1
294	одного и	1	1
295	времени на	1	1
296	никак не	1	1
297	автора его	1	1
298	в советской	1	1
299	по три	1	1
300	не столько	5	1
301	что я	2	1
302	одном из	1	1
303	при рассмотрении	1	1
304	не могли	1	1
305	что чем	1	1
306	что есть	1	1
307	значение слова	1	1
308	при всех	2	1
309	иной раз	1	1
310	в то	5	1
311	не о	1	1
312	дело не	2	1
313	тогда когда	1	1
314	дело в	3	1
315	только из	1	1
316	ее с	1	1
317	в основе	3	1
318	к изучению	1	1
319	от жизни	1	1
320	когда они	1	1
321	иметь в	1	1
322	общий для	1	1
323	и всегда	1	1
324	советской эпохи	1	1
325	впрочем в	1	1
326	в тексте	8	1
327	и его	4	1
328	и сама	1	1
329	чем ближе	1	1
330	этом отношении	2	1
331	этот не	1	1
332	с другом	1	1
333	в детстве	1	1
334	в среде	1	1
335	прошлого в	1	1
336	поэзии как	1	1
337	не единственный	1	1
338	быть назван	1	1
339	для себя	5	1
340	из их	1	1
341	и о	1	1
342	в виду	3	1
343	данном случае	4	1
344	только при	1	1
345	россии в	1	1
346	на том	2	1
347	и сам	6	1
348	по этой	2	1
349	можно было	2	1
350	на крайне	1	1
351	на путь	1	1
352	каждого из	1	1
353	и мы	1	1
354	уже на	1	1
355	во второй	1	1
356	имеется в	2	1
357	быть может	1	1
358	если бы	1	1
359	собой и	1	1
360	чтобы как	1	1
361	свидетельствует о	1	1
362	второй половине	1	1
363	при котором	1	1
364	ли не	3	1
365	можно сказать	1	1
366	и который	1	1
367	к нему	1	1
368	не могло	2	1
369	и во	1	1
370	поздний и	1	1
371	во втором	2	1
372	существу в	1	1
373	в третьем	1	1
374	во всей	1	1
375	является по	2	1
376	наконец в	1	1
377	дома в	1	1
378	было бы	2	1
379	это приводит	1	1
380	не так	1	1
381	тот же	1	1
382	что он	5	1
383	в жертву	1	1
384	он уже	1	1
385	который в	1	1
386	смерти как	1	1
387	бы ни	1	1
388	жизни как	1	1
389	это ни	1	1
390	уже в	5	1
391	или не	1	1
392	в значении	1	1
393	в нашей	2	1
394	же в	5	1
395	всяком случае	2	1
396	нуждается в	3	1
397	может служить	1	1
398	общей теории	1	1
399	каждый человек	1	1
400	с той	1	1
401	являют собой	2	1
402	еще и	3	1
403	тому как	2	1
404	тогда же	1	1
405	интерес не	1	1
406	что не	2	1
407	что для	2	1
408	по тем	1	1
409	света и	1	1
410	однако и	1	1
411	ниже в	1	1
412	сколько в	1	1
413	или с	1	1
414	становится ясным	1	1
415	прямо на	1	1
416	мы знаем	1	1
417	если не	1	1
418	так называемых	2	1
419	сюда же	1	1
420	нами как	1	1
421	в иной	1	1
422	представить себе	1	1
423	с общей	1	1
424	из которых	1	1
425	в пределах	3	1
426	в данном	5	1
427	по поводу	2	1
428	в той	1	1
429	ко всему	2	1
430	в первой	1	1
431	исходя из	3	1
432	быть не	1	1
433	но для	1	1
434	из ряда	1	1
435	это как	2	1
436	под названием	1	1
437	не является	2	1
438	при таком	1	1
439	тот кто	1	1
440	а к	1	1
441	в отдельных	1	1
442	от него	1	1
443	и все	1	1
444	только с	1	1
445	на берегу	1	1
446	особенно интересны	1	1
447	известен только	1	1
448	нашей стране	1	1
449	были для	1	1
450	между ними	1	1
451	на смену	6	1
452	не знает	1	1
453	сказать что	1	1
454	только как	1	1
455	отношению к	2	1
456	для которой	1	1
457	в работах	1	1
458	и состоит	1	1
459	жизни и	3	1
460	они не	1	1
461	можно назвать	1	1
462	во всяком	3	1
463	все что	1	1
464	в роли	1	1
