N	3gram	Tiupa_Hudo_2	Mirosoze
1	не может быть	3	8
2	для того чтобы	3	4
3	что и в	1	4
4	же как и	1	3
5	до сих пор	2	3
6	к тому что	4	3
7	так же как	2	3
8	и в этом	2	3
9	что она не	2	2
10	а не в	2	2
11	подобно тому как	4	2
12	с самим собою	1	2
13	она не знает	1	2
14	на этом пути	1	2
15	о том что	7	2
16	по отношению к	7	2
17	как и в	3	2
18	после того как	1	2
19	в том что	11	2
20	том что в	3	1
21	в тот момент	1	1
22	а между тем	3	1
23	и не случайно	1	1
24	в ней все	1	1
25	оправдать все что	1	1
26	и в последней	1	1
27	так и не	4	1
28	все та же	1	1
29	никогда не будет	1	1
30	с точки зрения	2	1
31	что он не	1	1
32	между тем как	1	1
33	в этом отношении	1	1
34	все те же	2	1
35	в другом и	1	1
36	из нас в	1	1
37	и не было	1	1
38	человека в его	1	1
39	в человеческой жизни	1	1
40	уже не существует	1	1
41	в значительной степени	1	1
42	чтобы не было	1	1
43	он не любил	1	1
44	человека к богу	1	1
45	что это за	1	1
46	но и его	1	1
47	за пределы своего	1	1
48	он уже не	1	1
49	человеческой жизни то	1	1
50	я не могу	1	1
51	этот смысл в	1	1
52	лежит в основе	1	1
53	и сам он	2	1
54	что же такое	1	1
55	на наших глазах	1	1
56	они были бы	1	1
57	та или иная	1	1
58	с самим собой	1	1
59	между тем в	1	1
60	и не то	1	1
61	той или иной	1	1
62	с себя бремя	1	1
63	и теперь я	1	1
64	если бы не	1	1
65	у нее нет	1	1
66	что нет у	1	1
67	берет на себя	1	1
68	именно потому что	1	1
