N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	1	40
2	и не	34	30
3	по себе	7	25
4	и в	23	18
5	точки зрения	21	17
6	ничего не	6	17
7	может быть	21	17
8	и есть	5	16
9	в нем	20	16
10	ни в	3	15
11	так что	1	15
12	потому что	12	14
13	а не	20	14
14	не только	13	13
15	и даже	3	13
16	то что	18	13
17	что в	8	13
18	в этом	25	12
19	было бы	6	12
20	с точки	15	12
21	если бы	10	12
22	и что	1	12
23	не может	11	12
24	что это	1	11
25	в себе	5	11
26	что он	10	11
27	так как	7	11
28	как бы	28	11
29	все это	7	11
30	то же	10	10
31	есть нечто	1	10
32	несмотря на	6	10
33	что такое	1	10
34	прежде всего	7	10
35	сказать что	5	10
36	и то	1	9
37	так и	10	9
38	это не	10	9
39	том что	9	9
40	никогда не	5	9
41	в том	11	9
42	но это	5	8
43	в каком	1	8
44	к нему	3	8
45	совершенно не	1	8
46	идея и	1	7
47	и как	8	7
48	то в	1	7
49	что она	2	7
50	что не	1	7
51	как она	1	7
52	не существует	1	7
53	вовсе не	8	7
54	но и	11	7
55	его не	1	6
56	хотя бы	2	6
57	в чем	1	6
58	не то	1	6
59	но в	4	6
60	с другой	2	6
61	и вот	2	6
62	не в	6	6
63	она не	5	6
64	в то	10	6
65	и образ	1	6
66	с ним	6	6
67	никак не	2	6
68	можно сказать	2	6
69	не было	3	6
70	ни на	2	6
71	да и	2	6
72	говорить о	2	5
73	я не	3	5
74	и он	1	5
75	отношение к	1	5
76	в своем	8	5
77	все же	5	5
78	в противоположность	3	5
79	и с	4	5
80	что оно	1	5
81	в этих	2	5
82	в отношении	2	5
83	есть только	1	5
84	в дальнейшем	1	5
85	можно было	3	5
86	как же	3	5
87	мы должны	2	5
88	он сам	3	5
89	само по	2	5
90	говорит о	1	5
91	и пр	1	5
92	есть и	1	5
93	а в	7	5
94	это и	9	4
95	то это	1	4
96	как он	2	4
97	одно и	1	4
98	об этом	1	4
99	он есть	3	4
100	как таковой	1	4
101	нисколько не	2	4
102	смысл и	2	4
103	по крайней	2	4
104	и более	1	4
105	и притом	2	4
106	же время	7	4
107	не о	1	4
108	к ней	1	4
109	к тому	1	4
110	как мы	5	4
111	только то	3	4
112	о том	2	4
113	крайней мере	2	4
114	внешнее и	1	4
115	быть и	1	4
116	мы видим	3	4
117	но не	8	4
118	в котором	2	4
119	в конце	5	4
120	как раз	4	4
121	хотя и	1	4
122	так же	6	4
123	может и	1	4
124	другой стороны	2	4
125	во всяком	4	4
126	отношения к	2	3
127	самом деле	5	3
128	должна быть	2	3
129	есть не	2	3
130	и тут	1	3
131	в ней	1	3
132	мысли и	2	3
133	на самом	4	3
134	а только	1	3
135	все равно	2	3
136	что они	1	3
137	конечно не	1	3
138	от этого	1	3
139	но эта	4	3
140	в самом	8	3
141	он не	4	3
142	всех этих	3	3
143	и еще	1	3
144	не значит	2	3
145	что ни	1	3
146	но все	4	3
147	этом смысле	9	3
148	в них	3	3
149	всегда и	1	3
150	должно быть	1	3
151	в их	3	3
152	что я	1	3
153	точку зрения	4	3
154	друг другу	2	3
155	при условии	1	3
156	даже в	2	3
157	тому что	2	3
158	на себе	2	3
159	в основе	5	3
160	случае не	1	3
161	иметь в	1	3
162	но только	1	3
163	та или	1	3
164	или иная	1	3
165	ничто не	1	3
166	в сознании	2	3
167	только с	2	3
168	уже и	1	3
169	могут быть	1	3
170	и всех	1	3
171	его с	1	3
172	и о	3	3
173	сознания и	3	3
174	что и	5	3
175	один из	2	3
176	но с	1	3
177	только в	8	3
178	даже если	1	3
179	другу как	1	3
180	же это	1	3
181	даже не	1	3
182	точек зрения	3	3
183	что для	2	3
184	ничем не	1	3
185	и потому	3	3
186	в данном	2	3
187	что же	1	3
188	в его	24	3
189	тех или	1	3
190	и все	3	3
191	у них	1	3
192	бы в	3	3
193	конце концов	4	3
194	только что	1	3
195	отношении к	2	3
196	была бы	2	3
197	жизни и	6	3
198	о чем-то	1	3
199	гораздо более	1	3
200	можно говорить	2	2
201	мы замечаем	1	2
202	же как	1	2
203	и больше	1	2
204	для своего	2	2
205	или наоборот	1	2
206	что если	1	2
207	вопрос о	4	2
208	почти все	1	2
209	время как	1	2
210	оно есть	1	2
211	в полной	1	2
212	но конечно	2	2
213	оно или	1	2
214	друг к	1	2
215	из этих	2	2
216	но как	3	2
217	точка зрения	7	2
218	и всякий	1	2
219	себе и	3	2
220	что именно	2	2
221	с этим	1	2
222	что как	1	2
223	что касается	1	2
224	о самом	1	2
225	бы и	4	2
226	образом и	1	2
227	все эти	8	2
228	тут и	2	2
229	тоже не	1	2
230	всего необходимо	1	2
231	не как	12	2
232	образа и	1	2
233	является не	3	2
234	в каждом	8	2
235	что мир	1	2
236	в мире	7	2
237	есть конечно	1	2
238	к другу	1	2
239	это было	1	2
240	с другими	7	2
241	форму и	1	2
242	с этой	1	2
243	как и	8	2
244	между собою	1	2
245	есть он	1	2
246	до сих	2	2
247	и тогда	1	2
248	не больше	1	2
249	и при	1	2
250	в своей	11	2
251	то он	3	2
252	можно найти	1	2
253	всяком случае	3	2
254	почти не	1	2
255	себе а	1	2
256	в которых	2	2
257	и другого	1	2
258	и от	1	2
259	ко всему	1	2
260	идея же	2	2
261	ни было	4	2
262	не знает	1	2
263	раз и	3	2
264	если и	1	2
265	не менее	1	2
266	но они	4	2
267	как можно	2	2
268	и другое	1	2
269	мысли в	2	2
270	себе самом	6	2
271	заметить что	2	2
272	и является	1	2
273	этом отношении	5	2
274	нет ни	2	2
275	как только	1	2
276	отличается от	2	2
277	и это	5	2
278	как не	4	2
279	по сравнению	1	2
280	для этого	1	2
281	тех кто	1	2
282	как факт	1	2
283	для того	2	2
284	вслед за	1	2
285	и следовательно	1	2
286	того что	2	2
287	мы увидим	1	2
288	не идет	1	2
289	поэтому и	2	2
290	или его	1	2
291	в качестве	1	2
292	же и	1	2
293	уже не	8	2
294	и у	4	2
295	если мы	1	2
296	то и	2	2
297	из них	2	2
298	но есть	1	2
299	тут есть	1	2
300	для него	15	2
301	и их	2	2
302	сознания которые	1	2
303	ее на	1	2
304	были бы	4	2
305	со стороны	2	2
306	живой и	1	2
307	как у	2	2
308	именно в	6	2
309	здесь в	1	2
310	а с	1	2
311	с ней	1	2
312	стремится к	1	2
313	только как	1	2
314	он и	5	2
315	в частности	1	2
316	самый факт	2	2
317	пространства и	1	2
318	как в	6	2
319	сравнению с	1	2
320	реальность и	1	2
321	еще не	5	2
322	понимать так	1	2
323	как например	2	2
324	такой же	1	2
325	сих пор	2	2
326	об одном	1	2
327	она ни	1	2
328	и для	3	2
329	лишь как	5	2
330	тем более	1	2
331	я в	1	2
332	а о	1	2
333	о своем	1	2
334	что даже	1	2
335	себе но	1	2
336	точно так	2	2
337	к этому	2	2
338	этой точки	1	2
339	и произвола	1	1
340	и наиболее	1	1
341	в объективном	2	1
342	жизни где	1	1
343	неотделима от	1	1
344	например в	3	1
345	не становится	5	1
346	самим по	1	1
347	выражения в	1	1
348	ее до	1	1
349	сразу и	1	1
350	и буквально	1	1
351	человеческим голосом	1	1
352	в чистой	1	1
353	нового не	1	1
354	тем же	1	1
355	из самых	1	1
356	к другому	2	1
357	автора то	1	1
358	и до	1	1
359	тут в	1	1
360	уже по	1	1
361	и могут	1	1
362	часто почти	1	1
363	той же	6	1
364	в гоголевском	1	1
365	совершенно в	1	1
366	а как	6	1
367	ни того	2	1
368	и само	2	1
369	мы не	2	1
370	слышать и	1	1
371	общества и	1	1
372	теперь мы	1	1
373	из этого	1	1
374	он как	1	1
375	сознание у	1	1
376	на себя	3	1
377	но даже	1	1
378	же что	2	1
379	и самого	4	1
380	на их	1	1
381	от себя	1	1
382	во всех	5	1
383	в создании	1	1
384	в ее	1	1
385	совсем не	1	1
386	сам его	1	1
387	явлений и	1	1
388	эта особенность	4	1
389	друга и	1	1
390	нет и	1	1
391	и чем	1	1
392	которые могли	1	1
393	чем же	1	1
394	первый взгляд	1	1
395	в той	6	1
396	концов не	1	1
397	его на	2	1
398	каждая из	1	1
399	только об	1	1
400	как образ	2	1
401	то чем	3	1
402	интересует не	2	1
403	сознания в	2	1
404	могли бы	3	1
405	и наконец	5	1
406	это тоже	1	1
407	к идее	1	1
408	говорит об	1	1
409	его к	4	1
410	и к	4	1
411	во внешнее	1	1
412	разделения на	1	1
413	и отчасти	1	1
414	и говорит	1	1
415	с какой-то	1	1
416	ней и	1	1
417	не приходится	1	1
418	в которой	4	1
419	за их	1	1
420	выражение в	4	1
421	по преимуществу	3	1
422	с их	5	1
423	но его	1	1
424	чем его	1	1
425	этого образа	1	1
426	в мышлении	1	1
427	вообще не	1	1
428	весь свой	1	1
429	другого это	1	1
430	больше всего	1	1
431	при этом	3	1
432	интересно и	1	1
433	на одну	1	1
434	дает не	1	1
435	самой форме	1	1
436	к одному	1	1
437	не к	1	1
438	котором мы	1	1
439	полной мере	1	1
440	изображения и	4	1
441	всеми ее	1	1
442	и по	2	1
443	людей и	1	1
444	него и	1	1
445	находим у	1	1
446	или иных	1	1
447	от других	1	1
448	таким образом	11	1
449	здесь мы	2	1
450	что почти	1	1
451	не будет	1	1
452	что все	3	1
453	выражение и	1	1
454	же не	1	1
455	в состоянии	1	1
456	он просто	1	1
457	смысловая и	1	1
458	есть все	1	1
459	сознание и	3	1
460	чего он	1	1
461	мы уже	2	1
462	них не	1	1
463	сознание не	1	1
464	то есть	24	1
465	зрения на	8	1
466	или наконец	1	1
467	его в	4	1
468	ли он	2	1
469	за собою	1	1
470	быть настоящим	1	1
471	характер не	1	1
472	всю его	1	1
473	весь мир	1	1
474	и тем	2	1
475	в жизни	6	1
476	кажется что	3	1
477	он является	1	1
478	нет в	1	1
479	далеко не	1	1
480	в этой	4	1
481	идеей не	1	1
482	его слово	1	1
483	в развитии	1	1
484	потому и	1	1
485	которые я	1	1
486	себе все	1	1
487	сосредоточиться на	1	1
488	ибо не	2	1
489	сознания но	1	1
490	взгляд на	1	1
491	именно и	2	1
492	с идеей	3	1
493	могла быть	1	1
494	всех возможных	1	1
495	место в	1	1
496	них нет	1	1
497	на свою	1	1
498	почва для	1	1
499	мы сказали	1	1
500	процесса и	1	1
501	мир и	6	1
502	есть его	1	1
503	но он	2	1
504	сами по	3	1
505	том чтобы	1	1
506	имеет смысл	2	1
507	не могли	2	1
508	зрения и	2	1
509	этом не	1	1
510	ему как	1	1
511	нас самих	1	1
512	не становятся	2	1
513	можно ли	1	1
514	стоит в	1	1
515	твердое и	1	1
516	тем самым	1	1
517	до известной	1	1
518	xviii века	1	1
519	самого начала	3	1
520	дело в	1	1
521	и именно	1	1
522	в нас	1	1
523	того чтобы	4	1
524	чем не	1	1
525	не их	1	1
526	не стремится	1	1
527	на язык	1	1
528	как формы	1	1
529	под этим	2	1
530	совершенно особых	1	1
531	всего на	1	1
532	явление в	1	1
533	показывает как	1	1
534	действительно в	1	1
535	на те	1	1
536	по своей	1	1
537	истину в	1	1
538	и его	13	1
539	о субъективизме	1	1
540	вот почему	1	1
541	здесь же	1	1
542	одному и	1	1
543	так то	1	1
544	как будто	3	1
545	бы несколько	1	1
546	не потому	2	1
547	с другом	3	1
548	у меня	1	1
549	не могут	6	1
550	конструкции и	1	1
551	сознания как	1	1
552	просто на	1	1
553	же самое	1	1
554	должны быть	1	1
555	они даны	1	1
556	всего что	1	1
557	и свое	2	1
558	оно не	2	1
559	на это	1	1
560	только одну	1	1
561	если же	2	1
562	он фигурирует	1	1
563	него как	1	1
564	должен быть	1	1
565	они вовсе	1	1
566	тогда я	1	1
567	но при	1	1
568	нужно сказать	1	1
569	здесь не	1	1
570	его слова	1	1
571	подходе к	2	1
572	в голову	1	1
573	характер и	1	1
574	бы дать	1	1
575	бы действительно	1	1
576	от обычного	1	1
577	него самого	3	1
578	и этим	2	1
579	также является	2	1
580	с самого	2	1
581	то время	2	1
582	природе своей	1	1
583	и сам	2	1
584	что у	1	1
585	времени и	1	1
586	здесь как	1	1
587	по природе	1	1
588	верить в	1	1
589	в результате	4	1
590	бывает в	1	1
591	каждого отдельного	1	1
592	является он	1	1
593	взаимоотношения с	1	1
594	построения а	1	1
595	и вызывает	2	1
596	таков например	1	1
597	того он	1	1
598	которым она	1	1
599	все его	1	1
600	об идее	1	1
601	того или	1	1
602	заключается в	2	1
603	все в	6	1
604	определение и	1	1
605	мира по	1	1
606	между тем	5	1
607	особенно резко	1	1
608	говорить об	2	1
609	а потому	2	1
610	ним и	4	1
611	и только	1	1
612	тотчас же	1	1
613	нельзя сказать	1	1
614	представления о	1	1
615	слова для	1	1
616	все время	1	1
617	и заключается	1	1
618	или может	1	1
619	у которого	1	1
620	а именно	1	1
621	и последнее	1	1
622	поэтому все	1	1
623	сознания его	1	1
624	не так	1	1
625	на почве	1	1
626	наконец и	1	1
627	находятся во	1	1
628	не непосредственно	1	1
629	мне кажется	1	1
630	речь о	1	1
631	минуту не	1	1
632	в какой	1	1
633	так всегда	1	1
634	это очень	3	1
635	но ее	1	1
636	все они	1	1
637	нелепо и	1	1
638	со всеми	1	1
639	себя в	3	1
640	было так	1	1
641	есть в	3	1
642	вот что	2	1
643	не можем	1	1
644	конечно тоже	1	1
645	уже в	5	1
646	только чисто	1	1
647	изображается как	1	1
648	не дает	3	1
649	до последней	1	1
650	при помощи	1	1
651	и других	5	1
652	он может	3	1
653	менее всего	4	1
654	мир в	2	1
655	быть образ	1	1
656	был бы	5	1
657	себе в	1	1
658	не вывод	1	1
659	или как	5	1
660	не для	1	1
661	подходим к	1	1
662	для них	1	1
663	у него	6	1
664	другом в	1	1
665	как такового	1	1
666	и показывает	1	1
667	от того	2	1
668	особенностей его	1	1
669	бы это	1	1
670	бы тогда	1	1
671	имеет значение	2	1
672	перешли в	1	1
673	и можно	1	1
674	себе достаточно	1	1
675	и самая	1	1
676	он это	1	1
677	мы его	2	1
678	только один	1	1
679	идеи идея	1	1
680	нового времени	1	1
681	превращается в	1	1
682	чтобы убедиться	1	1
683	а на	1	1
684	и самый	1	1
685	его как	5	1
686	сам себе	1	1
687	одну из	1	1
688	там где	6	1
689	и уже	3	1
690	не об	3	1
691	знает только	1	1
692	жизнь в	1	1
693	и бывает	1	1
694	выражения но	1	1
695	и глубокое	1	1
696	роль и	1	1
697	где есть	1	1
698	люди и	1	1
699	вместе с	2	1
700	как одно	1	1
701	в духе	3	1
702	и понимать	1	1
703	к своему	1	1
704	наряду с	1	1
705	и полное	1	1
706	перед нами	4	1
707	и жизнью	1	1
708	его жизни	1	1
709	быть только	1	1
710	по существу	4	1
711	для понимания	3	1
712	друг с	3	1
713	на свете	1	1
714	существенно и	3	1
715	действительности как	1	1
716	или другого	1	1
717	здесь так	1	1
718	думает о	1	1
719	того и	1	1
720	все одинаково	1	1
721	что мы	1	1
722	идеи только	1	1
723	у вас	2	1
724	является как	1	1
725	но для	2	1
726	кроме того	3	1
727	метод их	1	1
728	о мире	1	1
729	они никогда	1	1
730	всего в	1	1
731	во мне	1	1
732	это уже	1	1
733	в полном	1	1
734	и принципиальная	2	1
735	известной степени	1	1
736	он видел	1	1
737	конечно эта	1	1
738	что последнее	1	1
739	для автора	3	1
740	она может	1	1
741	мира и	7	1
742	человек и	2	1
743	и перед	2	1
744	на первый	1	1
745	для нас	3	1
746	от несущественного	1	1
747	но именно	4	1
748	как явление	1	1
749	и земли	2	1
750	хотя в	1	1
751	жизни в	1	1
752	психики и	1	1
753	между ними	2	1
754	во-вторых если	1	1
755	не строится	1	1
756	к его	1	1
757	жизни а	2	1
758	сам в	1	1
