N	3gram	Losev_Dial_2	Istorich
1	и т д	15	22
2	не может быть	3	7
3	тем не менее	2	6
4	более или менее	2	5
5	с другой стороны	4	5
6	до сих пор	2	5
7	не то же	1	4
8	с одной стороны	1	4
9	в том что	6	4
10	то же самое	2	3
11	точно так же	1	3
12	то время как	3	3
13	что это за	2	3
14	в то время	3	3
15	в связи с	4	3
16	т д все	1	3
17	друг с другом	1	3
18	надо сказать что	1	3
19	о том что	4	3
20	но все же	1	3
21	не в силу	1	3
22	это не может	1	2
23	мере того как	1	2
24	по мере того	1	2
25	в зависимости от	2	2
26	бы то ни	1	2
27	но и в	1	2
28	вместе с тем	1	2
29	так же как	1	2
30	сих пор мы	1	2
31	на первый взгляд	1	2
32	как будто бы	3	2
33	и должно быть	2	2
34	все же не	1	2
35	в одном месте	1	2
36	большей или меньшей	1	2
37	само по себе	2	2
38	с самого начала	2	2
39	вопрос о том	1	2
40	том что она	1	1
41	что часто это	1	1
42	сейчас мы можем	1	1
43	но это конечно	1	1
44	на этом моменте	1	1
45	но как это	1	1
46	иметь в виду	2	1
47	мы никогда не	1	1
48	да и не	1	1
49	не зависит от	1	1
50	это было бы	1	1
51	равно как и	1	1
52	не говоря уже	2	1
53	подобно тому как	1	1
54	в этом смысле	1	1
55	так что в	1	1
56	о том как	1	1
57	одной стороны и	1	1
58	только тогда когда	4	1
59	же как и	1	1
60	в нем и	2	1
61	не было и	1	1
62	сами по себе	3	1
63	т д мы	1	1
64	на самом же	1	1
65	только то что	4	1
66	и т п	2	1
67	за то что	1	1
68	говоря уже о	2	1
69	может быть только	2	1
70	д все это	1	1
71	в это время	1	1
72	приводит к тому	1	1
73	с другом что	1	1
74	а не только	1	1
75	это может быть	1	1
76	не только в	2	1
77	как мы это	2	1
78	не содержит в	1	1
79	в том как	1	1
80	не в том	1	1
81	так как будто	3	1
82	не могут быть	2	1
83	это не значит	2	1
84	в том отношении	1	1
85	самом же деле	1	1
86	по себе не	3	1
87	есть не что	2	1
88	перед нами как	1	1
89	и даже в	2	1
90	до тех пор	1	1
91	и что такое	1	1
92	кроме того есть	1	1
93	того или иного	1	1
94	что у меня	1	1
95	того как он	1	1
96	не только на	1	1
97	что иное как	3	1
98	том отношении что	1	1
99	содержит в себе	3	1
100	бы неотделима от	1	1
101	из этого можно	1	1
102	к тому что	1	1
103	не значит что	3	1
104	не что иное	3	1
105	и в нем	1	1
106	дело не в	1	1
107	т д есть	1	1
108	и в этом	1	1
109	так как из	1	1
110	необходимо иметь в	1	1
111	несмотря на всю	1	1
112	все это не	1	1
113	что религия есть	1	1
114	что и в	1	1
115	к тому же	1	1
116	по себе а	1	1
117	в этом отношении	1	1
