N	2gram	Propp_Russ_1	Problema
1	и не	6	28
2	то есть	3	27
3	не только	22	24
4	только в	4	23
5	в виде	6	22
6	и в	36	20
7	в том	17	20
8	ни в	1	17
9	не просто	2	16
10	все эти	2	16
11	то что	6	15
12	потому что	10	15
13	точки зрения	3	14
14	у нас	8	14
15	было бы	1	14
16	но и	16	14
17	также и	1	13
18	перед нами	1	13
19	в нашем	2	12
20	в себе	1	12
21	том что	19	12
22	с точки	3	11
23	подобного рода	1	11
24	как будто	5	11
25	отнюдь не	2	10
26	тем не	3	10
27	и его	1	10
28	не менее	3	10
29	так и	7	10
30	в качестве	3	10
31	не является	1	10
32	в этом	12	9
33	может быть	8	9
34	все это	6	9
35	но в	2	8
36	таким образом	6	8
37	если бы	1	8
38	значит что	2	8
39	что он	1	8
40	в той	1	8
41	и все	1	8
42	во всяком	1	8
43	то же	3	7
44	мы не	6	7
45	в ней	2	7
46	еще не	4	7
47	и с	2	7
48	это не	10	7
49	и тем	1	7
50	есть в	1	7
51	сказать что	1	7
52	а не	2	7
53	и потому	2	7
54	мы имеем	4	6
55	как символ	2	6
56	а только	1	6
57	только при	1	6
58	при этом	6	6
59	всех этих	2	6
60	об этом	9	6
61	как и	10	6
62	в данном	1	6
63	но если	1	6
64	и без	1	6
65	в виду	1	6
66	и вообще	1	6
67	а также	3	6
68	что здесь	1	6
69	так что	2	6
70	в одно	1	6
71	по своему	1	6
72	но это	4	6
73	для нас	6	6
74	в таком	1	6
75	на самом	2	5
76	но не	2	5
77	как в	5	5
78	хотя и	2	5
79	в нем	2	5
80	в них	6	5
81	в этих	3	5
82	и о	1	5
83	данном случае	1	5
84	о том	8	5
85	можно сказать	1	5
86	жизни и	1	5
87	уже не	6	5
88	так как	15	5
89	случае не	1	5
90	то и	1	5
91	не может	4	5
92	вместе с	10	5
93	так же	3	5
94	или в	2	5
95	в целях	3	5
96	ничего общего	2	5
97	и т	10	4
98	но даже	2	4
99	кроме того	1	4
100	и наконец	1	4
101	уже в	1	4
102	в этой	1	4
103	что она	2	4
104	с тем	8	4
105	несмотря на	3	4
106	всяком случае	1	4
107	в одном	3	4
108	не имеет	6	4
109	в разных	3	4
110	ни о	1	4
111	как знак	1	4
112	можно было	1	4
113	жизнь и	1	4
114	с ним	2	4
115	никак не	1	4
116	и во	1	4
117	во всех	4	4
118	и ее	1	4
119	что не	1	4
120	уже давно	1	4
121	с этим	2	4
122	как бы	5	4
123	однако не	1	4
124	и для	2	4
125	же в	1	4
126	а в	9	4
127	в то	1	4
128	в какой	2	4
129	самом деле	1	3
130	символ а	1	3
131	но она	2	3
132	в каждой	1	3
133	и на	10	3
134	он был	2	3
135	тут же	2	3
136	мы сейчас	1	3
137	в истории	1	3
138	в своем	3	3
139	и к	3	3
140	сливаются в	1	3
141	т д	9	3
142	но все	3	3
143	из них	8	3
144	в жизни	2	3
145	как это	8	3
146	связи с	4	3
147	вплоть до	4	3
148	дело не	1	3
149	и сама	1	3
150	в области	3	3
151	зависимости от	1	3
152	к тому	4	3
153	в самых	1	3
154	как мы	10	3
155	с собой	4	3
156	к нему	1	3
157	в его	2	3
158	что и	7	3
159	всякого рода	3	3
160	даже если	1	3
161	в начале	1	3
162	здесь мы	1	3
163	не так	1	3
164	себе и	1	3
165	мы можем	2	3
166	тем что	4	3
167	не было	2	3
168	еще и	1	3
169	которые как	1	3
170	если не	1	3
171	в связи	4	3
172	независимо от	2	3
173	из которых	1	3
174	и более	2	3
175	что мы	1	3
176	только для	2	3
177	между прочим	2	3
178	и как	2	3
179	мы должны	2	3
180	является и	1	3
181	что в	19	3
182	точно так	1	3
183	о каких	1	2
184	чтобы не	1	2
185	мы здесь	1	2
186	по преимуществу	1	2
187	в которой	1	2
188	говорить о	1	2
189	не вполне	1	2
190	ему в	1	2
191	много разных	1	2
192	которое в	1	2
193	и он	1	2
194	нет в	1	2
195	между собой	2	2
196	иное как	2	2
197	в чем	1	2
198	в петербурге	1	2
199	что они	7	2
200	относится к	1	2
201	что во	1	2
202	что именно	2	2
203	так называемая	1	2
204	все же	5	2
205	именно такие	1	2
206	что это	3	2
207	ни одна	1	2
208	тому же	1	2
209	он не	1	2
210	не к	1	2
211	том чтобы	1	2
212	как они	2	2
213	на все	2	2
214	на этой	2	2
215	его в	1	2
216	весь мир	1	2
217	этом мы	1	2
218	для них	3	2
219	далеко не	3	2
220	что чем	1	2
221	имеет ничего	1	2
222	она в	3	2
223	но эта	1	2
224	не будем	3	2
225	ее для	1	2
226	не могли	1	2
227	настоящей работе	1	2
228	того же	1	2
229	но они	3	2
230	дело в	1	2
231	здесь на	1	2
232	весь этот	1	2
233	и по	8	2
234	к ней	2	2
235	до того	2	2
236	и всех	1	2
237	они и	2	2
238	для себя	1	2
239	и это	1	2
240	приходит к	1	2
241	в совершенно	1	2
242	в пределах	1	2
243	и каждый	1	2
244	для этого	2	2
245	только так	1	2
246	и что	4	2
247	там же	5	2
248	с его	1	2
249	работе мы	1	2
250	по содержанию	3	2
251	тот же	1	2
252	с ними	5	2
253	очень много	1	2
254	по этому	3	2
255	только на	3	2
256	свидетельствует о	1	2
257	совсем другое	1	2
258	то время	1	2
259	в других	11	2
260	же деле	1	2
261	что иное	2	2
262	это все	1	2
263	в настоящей	1	2
264	говорит о	1	2
265	и непосредственно	2	2
266	в это	3	2
267	выступают в	1	2
268	представить себе	1	2
269	или по	1	2
270	в меру	1	2
271	общего с	1	2
272	самом же	1	2
273	хотя они	1	2
274	будто бы	6	2
275	иное чем	1	2
276	с ней	2	2
277	в частности	2	2
278	не что	2	2
279	можно назвать	1	2
280	и методы	1	1
281	как известно	2	1
282	можно говорить	2	1
283	говоря о	1	1
284	не думает	1	1
285	таком случае	1	1
286	тем же	1	1
287	к другому	2	1
288	весны когда	1	1
289	и до	2	1
290	что эти	1	1
291	становится ясной	1	1
292	чем именно	1	1
293	в году	2	1
294	же как	1	1
295	собой как	1	1
296	что между	1	1
297	что если	1	1
298	вопрос о	1	1
299	сливается в	1	1
300	и местами	1	1
301	вторая часть	1	1
302	д и	1	1
303	не символ	1	1
304	на глазах	1	1
305	на себя	2	1
306	и самой	1	1
307	с религиозными	1	1
308	жизни это	1	1
309	это время	2	1
310	и этого	1	1
311	на них	1	1
312	не был	1	1
313	песни и	3	1
314	истории в	1	1
315	а следовательно	1	1
316	разницы между	1	1
317	наиболее совершенным	1	1
318	друг к	2	1
319	другой более	1	1
320	однако совершенно	1	1
321	совсем не	1	1
322	к нам	2	1
323	особенно если	1	1
324	только потому	1	1
325	значение и	2	1
326	не все	1	1
327	если в	3	1
328	должны были	2	1
329	значение имеет	1	1
330	отличаются от	1	1
331	общая картина	1	1
332	однако из	1	1
333	в гости	1	1
334	его на	1	1
335	на какое-нибудь	1	1
336	это был	1	1
337	разного рода	1	1
338	когда он	2	1
339	он на	1	1
340	в этот	10	1
341	говорят о	1	1
342	в целом	2	1
343	с места	1	1
344	из этих	4	1
345	еще далеко	1	1
346	думать что	3	1
347	и те	3	1
348	как он	2	1
349	на то	1	1
350	не нужны	1	1
351	в случае	1	1
352	и символически	1	1
353	они слишком	1	1
354	к выводу	2	1
355	который у	1	1
356	все другие	1	1
357	не значит	2	1
358	разными другими	1	1
359	здесь говорится	1	1
360	в силу	2	1
361	работ в	1	1
362	его от	2	1
363	сего в	1	1
364	связанные с	3	1
365	к другу	2	1
366	разница между	2	1
367	не исключается	1	1
368	солнца а	1	1
369	и лучше	2	1
370	праздники и	5	1
371	и соответствующих	1	1
372	другому и	1	1
373	чаще всего	3	1
374	солнце и	1	1
375	по домам	3	1
376	жизни то	1	1
377	не всегда	1	1
378	вокруг этого	2	1
379	говорится о	2	1
380	покойников которые	1	1
381	чем в	2	1
382	смысл и	1	1
383	или вообще	1	1
384	во время	14	1
385	и при	1	1
386	при изучении	5	1
387	просто в	1	1
388	в их	4	1
389	на каждом	3	1
390	домам и	2	1
391	не как	1	1
392	заставляет думать	1	1
393	если угодно	2	1
394	эта картина	1	1
395	которые в	1	1
396	xx в	2	1
397	в россии	4	1
398	так называемое	1	1
399	в своих	2	1
400	том же	2	1
401	что этот	4	1
402	необходимо чтобы	1	1
403	тому что	4	1
404	иной раз	1	1
405	некоторые основные	1	1
406	что ему	2	1
407	или другие	2	1
408	ее с	1	1
409	к этим	1	1
410	но что	2	1
411	от жизни	1	1
412	у него	2	1
413	из их	1	1
414	иметь в	1	1
415	связанными с	1	1
416	представления и	2	1
417	и прочие	1	1
418	следовательно и	1	1
419	одном и	1	1
420	ничего не	3	1
421	есть разница	1	1
422	с религией	2	1
423	или как	1	1
424	нас еще	1	1
425	все стороны	1	1
426	это слово	1	1
427	под названием	1	1
428	только с	1	1
429	в основе	1	1
430	разнообразны и	1	1
431	в общую	1	1
432	не могут	1	1
433	содержанию и	1	1
434	мало чем	1	1
435	могут быть	2	1
436	в каждом	2	1
437	сопоставлений с	1	1
438	если же	1	1
439	из чего	1	1
440	и был	1	1
441	что все	1	1
442	свою очередь	2	1
443	и сами	1	1
444	всего этого	1	1
445	на основе	1	1
446	на свой	1	1
447	на том	1	1
448	и сам	1	1
449	с понятием	1	1
450	даже самых	1	1
451	в образе	2	1
452	будущего урожая	2	1
453	мы приведем	1	1
454	сам он	1	1
455	что дело	1	1
456	стремление к	1	1
457	выводу что	2	1
458	образ этот	1	1
459	но здесь	1	1
460	находится в	2	1
461	и нужно	1	1
462	и здесь	2	1
463	одновременно является	1	1
464	и поэтому	2	1
465	внимание на	1	1
466	настоящее время	3	1
467	общей форме	1	1
468	в глаза	1	1
469	можно встретить	1	1
470	нас в	1	1
471	родов и	1	1
472	не отличаются	1	1
473	природы и	2	1
474	себя но	1	1
475	исторического развития	1	1
476	в земле	2	1
477	того что	4	1
478	развития но	1	1
479	бросается в	1	1
480	известно что	1	1
481	быть и	2	1
482	на которой	1	1
483	же все	1	1
484	обе эти	1	1
485	мы видим	2	1
486	для современного	1	1
487	на другие	2	1
488	взывает к	1	1
489	в разные	2	1
490	и так	1	1
491	поэтому и	1	1
492	который в	1	1
493	этнографии и	1	1
494	и раньше	1	1
495	в эти	4	1
496	этому поводу	2	1
497	какой-то особой	1	1
498	и у	5	1
499	петра i	4	1
500	с трудом	1	1
501	в нашей	1	1
502	большинстве случаев	2	1
503	сами не	1	1
504	не связанных	1	1
505	религии но	1	1
506	весны и	2	1
507	нуждается в	1	1
508	и один	1	1
509	даже к	1	1
510	т п	1	1
511	в прошлом	2	1
512	с этими	1	1
513	не о	1	1
514	не случайно	2	1
515	заметить что	1	1
516	на некоторые	1	1
517	ее на	1	1
518	их нужно	1	1
519	с той	1	1
520	такое же	2	1
521	мы еще	1	1
522	и др	4	1
523	и существует	1	1
524	но есть	2	1
525	до конца	2	1
526	что для	1	1
527	только по	2	1
528	церкви и	1	1
529	и самый	1	1
530	не на	2	1
531	однако и	1	1
532	его как	2	1
533	что также	1	1
534	о чем	3	1
535	и том	1	1
536	под влиянием	1	1
537	солнца с	1	1
538	и обычаи	2	1
539	их то	1	1
540	к жизни	3	1
541	который мы	1	1
542	если они	1	1
543	связаны с	3	1
544	но который	1	1
545	ко всему	1	1
546	в отдельности	2	1
547	два раза	1	1
548	исходя из	1	1
549	в очень	1	1
550	значение как	1	1
551	вот что	1	1
552	имеет много	1	1
553	что есть	1	1
554	урожая и	1	1
555	не допускать	1	1
556	видно что	6	1
557	но для	1	1
558	случае он	1	1
559	на одной	1	1
560	не говорить	1	1
561	уже на	1	1
562	думает что	1	1
563	о котором	1	1
564	в настоящее	3	1
565	тот кто	1	1
566	а к	1	1
567	в ближайшем	1	1
568	в третьем	1	1
569	так называемых	1	1
570	его жизнь	1	1
571	на более	1	1
572	не дает	1	1
573	в ночь	1	1
574	между ними	1	1
575	не знает	1	1
576	но можно	1	1
577	в свою	3	1
578	т е	17	1
579	он и	1	1
580	только о	1	1
581	воздействовать на	2	1
582	и самих	1	1
583	в заключение	1	1
584	уже нельзя	1	1
585	указывают на	1	1
586	также не	1	1
587	и другие	13	1
588	по поводу	1	1
589	нас не	2	1
590	землю на	1	1
591	как на	1	1
