N	3gram	Tiupa_Lite_3	Mirosoze
1	не может быть	3	17
2	вместе с тем	1	5
3	но и в	2	4
4	и вместе с	2	4
5	это и есть	1	4
6	и потому не	1	3
7	и в самом	2	3
8	по отношению к	4	2
9	одно из самых	1	2
10	хотя бы и	1	2
11	не только в	2	2
12	как будто бы	1	2
13	а не только	1	2
14	тем что он	2	2
15	и переходит в	1	2
16	для того чтобы	1	2
17	для него не	1	1
18	что иное как	1	1
19	он сам не	1	1
20	к жизни в	2	1
21	в самом деле	2	1
22	своего творческого пути	1	1
23	так и не	1	1
24	потому что не	2	1
25	в отличие от	5	1
26	у него не	1	1
27	и т п	1	1
28	было бы и	1	1
29	но это не	1	1
30	не знает что	1	1
31	быть может наиболее	1	1
32	от бога в	1	1
33	в этой любви	1	1
34	в значительной степени	1	1
35	чем он сам	1	1
36	в жизни так	1	1
37	не только для	1	1
38	в этих словах	1	1
39	в нынешнем его	1	1
40	но не только	1	1
41	как бы в	1	1
42	в отношении к	1	1
43	между тем как	1	1
44	потому не может	1	1
45	в ряду других	1	1
46	как бы не	1	1
47	в себе и	1	1
48	и в том	1	1
49	к человеку и	1	1
50	в конце этой	1	1
51	в мире и	1	1
52	с того что	1	1
53	о том что	4	1
54	но не в	1	1
55	самого себя и	1	1
56	не что иное	1	1
57	в том что	4	1
58	но и с	1	1
59	как ему казалось	1	1
