N	2gram	Potebnia_M_4	Marksizm
1	может быть	26	28
2	и в	23	19
3	как бы	5	19
4	и не	18	19
5	в процессе	3	18
6	не может	11	18
7	точки зрения	4	17
8	то же	14	16
9	и его	2	16
10	как мы	2	15
11	в этом	23	15
12	языка и	3	15
13	в сущности	2	14
14	так сказать	5	14
15	таким образом	24	14
16	лишь в	3	14
17	не только	10	13
18	с точки	3	13
19	связи с	3	13
20	в нем	7	11
21	если бы	13	11
22	вовсе не	7	11
23	не в	11	10
24	так и	6	10
25	но и	11	10
26	в пределах	1	10
27	том что	12	10
28	самом деле	3	9
29	при этом	15	9
30	как и	14	9
31	для него	5	9
32	языка как	1	9
33	а не	12	9
34	по отношению	10	8
35	в то	4	8
36	же время	3	8
37	только в	15	8
38	слова в	3	8
39	отношению к	8	8
40	на самом	3	7
41	его в	4	7
42	и более	4	7
43	никогда не	3	7
44	в том	23	7
45	в языке	16	7
46	прежде всего	1	7
47	в связи	1	7
48	и для	2	7
49	но в	8	7
50	в таком	4	7
51	мы уже	3	6
52	и значение	3	6
53	во всех	1	6
54	и как	2	6
55	в самом	3	6
56	если мы	2	6
57	слова и	5	6
58	в смысле	3	6
59	того чтобы	4	6
60	к тому	3	6
61	для того	6	6
62	же самое	4	6
63	и следовательно	3	6
64	быть и	2	6
65	и значением	4	6
66	между тем	9	6
67	мы можем	10	6
68	и все	4	6
69	хотя бы	4	6
70	в свою	2	6
71	того же	1	5
72	к другому	1	5
73	и на	3	5
74	все же	1	5
75	в данном	4	5
76	в их	1	5
77	самого начала	2	5
78	свою очередь	1	5
79	с самого	1	5
80	и здесь	2	5
81	к нему	5	5
82	в его	5	5
83	в форме	1	5
84	в большинстве	2	5
85	большинстве случаев	2	5
86	отношении к	1	5
87	значения в	1	5
88	в той	4	5
89	этого слова	7	5
90	и того	1	5
91	значения слова	1	5
92	тем более	5	5
93	как слово	1	5
94	так же	4	5
95	тем же	1	4
96	должна быть	1	4
97	а как	2	4
98	конечно не	2	4
99	только на	4	4
100	в себе	14	4
101	на то	7	4
102	в единстве	1	4
103	значение в	1	4
104	это не	7	4
105	было бы	8	4
106	и тем	4	4
107	данного слова	2	4
108	в слове	22	4
109	мы видели	1	4
110	одного и	1	4
111	этой связи	1	4
112	тому что	2	4
113	в отношении	1	4
114	ничего не	1	4
115	следует что	1	4
116	той или	1	4
117	из одного	3	4
118	по мере	7	4
119	того что	14	4
120	с ними	3	4
121	что он	4	4
122	чужого языка	1	4
123	в душе	1	4
124	и их	3	4
125	речь и	1	4
126	влияние на	2	4
127	связь с	1	4
128	смысле этого	1	4
129	бы в	2	4
130	то что	29	4
131	сказать что	8	4
132	если б	4	3
133	таком случае	2	3
134	и то	5	3
135	в котором	4	3
136	и до	3	3
137	в ней	2	3
138	еще не	3	3
139	столь же	2	3
140	в ее	2	3
141	иногда и	1	3
142	отличие от	1	3
143	за пределы	1	3
144	относится к	1	3
145	в истории	4	3
146	с этим	7	3
147	перед нами	1	3
148	все эти	3	3
149	в этой	1	3
150	слово в	4	3
151	язык не	5	3
152	он не	2	3
153	не как	2	3
154	какой бы	1	3
155	здесь мы	2	3
156	не будет	3	3
157	в другом	1	3
158	той же	3	3
159	с другими	4	3
160	от одного	3	3
161	по себе	11	3
162	в этих	3	3
163	в своей	1	3
164	родного языка	1	3
165	мысли и	7	3
166	не имеет	5	3
167	слове и	1	3
168	каждый раз	4	3
169	в каком	4	3
170	у нас	2	3
171	языка в	2	3
172	могут быть	7	3
173	бы он	1	3
174	не есть	9	3
175	и это	2	3
176	значения и	1	3
177	на основе	1	3
178	мы только	1	3
179	о том	8	3
180	что и	7	3
181	в двух	2	3
182	одной из	1	3
183	не идет	1	3
184	с одной	1	3
185	в качестве	1	3
186	и значения	1	3
187	так как	14	3
188	до сих	4	3
189	с другой	2	3
190	к которым	3	3
191	не было	12	3
192	одной стороны	1	3
193	да и	4	3
194	для понимания	2	3
195	должно быть	5	3
196	и формы	1	3
197	сих пор	4	3
198	слово для	3	3
199	не существует	2	3
200	сознания и	1	3
201	только что	3	3
202	в различных	2	3
203	а в	5	3
204	слово и	3	3
205	во всяком	5	3
206	одним из	1	2
207	связана с	1	2
208	науки о	1	2
209	выражения как	2	2
210	основные категории	1	2
211	и реального	1	2
212	это восприятие	1	2
213	живой речи	1	2
214	от своего	1	2
215	вопрос о	2	2
216	самого говорящего	2	2
217	зависимости от	1	2
218	значение является	1	2
219	иное как	2	2
220	история языка	1	2
221	то мы	3	2
222	но как	1	2
223	значением и	1	2
224	значение и	2	2
225	не изолированное	1	2
226	в собственном	1	2
227	независимо от	6	2
228	в своем	8	2
229	более и	2	2
230	его к	2	2
231	что это	7	2
232	в нашем	2	2
233	бы не	3	2
234	не следует	2	2
235	из него	2	2
236	одно слово	5	2
237	значительной степени	2	2
238	и с	4	2
239	на все	1	2
240	то есть	34	2
241	это было	2	2
242	может стать	1	2
243	рядом с	1	2
244	далеко не	1	2
245	можем сказать	2	2
246	и потому	10	2
247	мы не	8	2
248	и тогда	1	2
249	восприятия и	1	2
250	переносится в	1	2
251	является в	1	2
252	является только	1	2
253	по крайней	5	2
254	но они	1	2
255	на языке	1	2
256	существует для	1	2
257	как о	1	2
258	в определении	1	2
259	слова как	1	2
260	находятся в	1	2
261	или как	1	2
262	его значения	2	2
263	только с	1	2
264	тесной связи	1	2
265	настоящего времени	2	2
266	в живой	1	2
267	лежит в	1	2
268	одно только	1	2
269	процессе его	1	2
270	должны быть	3	2
271	одним и	1	2
272	если же	4	2
