N	3gram	Bakhtin_Fr_6	DiskursI
1	в том что	2	13
2	по отношению к	1	9
3	с одной стороны	4	9
4	о том что	5	5
5	то же время	5	4
6	и т.п но	3	3
7	это прежде всего	2	3
8	а с другой	1	3
9	той или иной	1	3
10	не может быть	1	3
11	и как бы	1	3
12	с другой стороны	2	3
13	существенную роль в	2	3
14	в то же	5	3
15	что же касается	1	2
16	и того же	1	2
17	том что в	1	2
18	и в особенности	2	2
19	одной стороны и	2	2
20	в одной из	1	2
21	и не только	1	2
22	в основе своей	1	2
23	в значительной степени	1	2
24	большей или меньшей	3	2
25	в данном случае	2	2
26	не только в	1	2
27	хотя и в	2	2
28	более или менее	1	2
29	то есть в	2	2
30	можно сказать что	1	2
31	в этом своем	1	2
32	одного и того	1	2
33	никогда не было	1	1
34	дело в том	1	1
35	одним и тем	1	1
36	характера то есть	1	1
37	в нем только	1	1
38	в своем собственном	1	1
39	свидетельствует о том	1	1
40	о том как	1	1
41	с точки зрения	2	1
42	до сих пор	3	1
43	как и все	1	1
44	говорит о том	1	1
45	сам по себе	1	1
46	в строгом смысле	1	1
47	только то что	1	1
48	из того что	1	1
49	также и все	1	1
50	между собой и	1	1
51	именно здесь в	1	1
52	и что это	1	1
53	вместе с тем	1	1
54	в xvii веке	2	1
55	и тем же	1	1
56	и строго отграниченная	1	1
57	во всех этих	2	1
58	каждый из них	2	1
59	как и вообще	1	1
60	в большей или	3	1
61	или меньшей степени	2	1
62	в xix веке	1	1
63	в связи с	1	1
64	а не как	1	1
65	с большей или	1	1
66	том что он	1	1
67	так и от	1	1
68	в следующей главе	6	1
69	для правильного понимания	1	1
70	в целом ряде	1	1
71	до наших дней	1	1
72	в этом отношении	3	1
73	до известной степени	1	1
74	то есть все	1	1
75	он говорит и	1	1
76	как и всякий	1	1
77	до настоящего времени	1	1
78	заключается в том	1	1
79	и др на	1	1
80	и т.п и	2	1
81	и прежде всего	2	1
82	тем более не	1	1
83	но все же	1	1
84	в истории европейских	1	1
85	во всех его	3	1
86	в большинстве случаев	4	1
