N	2gram	Propp_Isto_1	Myshleni
1	и в	28	28
2	в том	9	28
3	то что	9	28
4	в этом	8	27
5	того что	4	24
6	потому что	4	22
7	том что	7	19
8	не может	15	19
9	таким образом	8	18
10	что он	10	18
11	только в	11	18
12	в силу	5	17
13	что в	12	17
14	не только	12	16
15	по сравнению	1	15
16	так же	7	15
17	может быть	25	13
18	сказать что	5	13
19	мы могли	1	12
20	тому что	1	11
21	и не	9	11
22	что мы	7	11
23	как бы	2	11
24	к другим	1	11
25	но не	5	10
26	по отношению	3	10
27	в отношении	1	10
28	того чтобы	1	10
29	к тому	6	10
30	как мы	3	10
31	так как	6	10
32	но и	10	10
33	отношению к	3	10
34	могли бы	3	9
35	было бы	7	9
36	мы можем	1	9
37	между собой	4	9
38	и научных	1	9
39	мы видели	2	8
40	никогда не	14	8
41	тем что	3	8
42	для того	1	8
43	еще не	7	8
44	то же	12	7
45	в своем	5	7
46	в которой	1	7
47	с самого	2	7
48	научных и	1	7
49	он не	2	7
50	в нем	2	7
51	показывает что	3	7
52	самого начала	2	7
53	можно было	5	7
54	если бы	8	7
55	мы видим	11	7
56	мышления и	1	7
57	там где	4	7
58	вместе с	6	7
59	что оно	1	7
60	между ними	2	7
61	же как	2	6
62	мы не	10	6
63	и как	2	6
64	и к	1	6
65	ступени развития	1	6
66	как и	4	6
67	для него	2	6
68	тогда когда	2	6
69	когда мы	2	6
70	же самое	3	6
71	то время	3	6
72	приводит к	2	6
73	так и	9	6
74	и что	10	6
75	его в	6	6
76	так что	4	6
77	как раз	2	6
78	в области	2	6
79	ступени к	1	6
80	в то	3	6
81	в зависимости	2	5
82	вопрос о	5	5
83	время как	3	5
84	зависимости от	2	5
85	и на	4	5
86	но в	8	5
87	то в	1	5
88	в этой	6	5
89	их развития	1	5
90	и тем	2	5
91	с тем	4	5
92	не могли	1	5
93	того как	3	5
94	с другом	3	5
95	один раз	1	5
96	не могут	2	5
97	могут быть	4	5
98	в пределах	4	5
99	силу того	1	5
100	это не	7	5
101	в свете	2	5
102	содержится в	1	5
103	иначе как	1	5
104	друг с	4	5
105	мышления в	1	5
106	и все	1	5
107	например в	5	4
108	и то	1	4
109	в первом	1	4
110	мы имеем	13	4
111	я не	3	4
112	во всех	2	4
113	только тогда	1	4
114	относится к	2	4
115	с этим	4	4
116	целый ряд	1	4
117	в себе	2	4
118	в нашем	1	4
119	на то	4	4
120	в наших	1	4
121	своем развитии	1	4
122	на этом	3	4
123	но если	2	4
124	он должен	2	4
125	установить что	4	4
126	на первых	2	4
127	знаем что	1	4
128	не в	9	4
129	нас к	1	4
130	оно не	1	4
131	на основе	5	4
132	как по	1	4
133	ясно что	2	4
134	связь между	3	4
135	что и	6	4
136	именно в	3	4
137	в качестве	5	4
138	мы знаем	4	4
139	которые в	2	4
140	заключить что	2	4
141	друг друга	1	4
142	но что	1	4
143	только по	1	4
144	на этот	2	4
145	в частности	2	4
146	к жизни	1	4
147	с несомненностью	2	4
148	они не	4	4
149	ту же	1	3
150	отношения к	2	3
151	начинается с	3	3
152	это и	1	3
153	за собой	2	3
154	из этих	1	3
155	видели что	3	3
156	мы нашли	2	3
157	связи и	2	3
158	независимо от	1	3
159	как в	2	3
160	хотя и	1	3
161	от этого	2	3
162	представляет собой	4	3
163	как оно	2	3
164	связанные с	2	3
165	при этом	3	3
166	с ней	2	3
167	и по	3	3
168	ход развития	1	3
169	а по	2	3
170	развития на	1	3
171	с того	3	3
172	должен был	3	3
173	в них	1	3
174	что такое	2	3
175	в их	3	3
176	всякий раз	1	3
177	по себе	3	3
178	до известной	1	3
179	что их	2	3
180	в основе	4	3
181	это мы	1	3
182	по своей	2	3
183	связи с	4	3
184	не по	2	3
185	этом отношении	1	3
186	лежит в	1	3
187	представляют собой	6	3
188	исследования и	1	3
189	только то	1	3
190	в себя	1	3
191	действия и	3	3
192	но мы	2	3
193	те же	1	3
194	по мере	2	3
195	образом в	1	3
196	и здесь	7	3
197	развития как	2	3
198	до сих	5	3
199	в его	5	3
200	и только	2	3
201	один из	4	3
202	этот вопрос	7	3
203	возникает не	1	3
204	это означает	1	3
205	и его	3	3
206	на примере	1	3
207	связано с	2	3
208	зависит от	2	3
209	а не	15	3
210	но как	1	3
211	как это	3	3
212	сейчас мы	1	3
213	сих пор	5	3
214	в целом	2	3
215	в другой	1	3
216	бы в	2	3
217	мы должны	13	3
218	в системе	1	3
219	не знает	5	3
220	первом случае	1	3
221	одним из	2	2
222	рассматривается как	1	2
223	и вызывает	1	2
224	увидим ниже	2	2
225	он может	1	2
226	мы уже	1	2
227	путь для	1	2
228	что уже	1	2
229	всего сказанного	2	2
230	которые он	1	2
231	так если	2	2
232	а только	2	2
233	к которой	1	2
234	что они	5	2
235	что именно	1	2
236	прежде всего	10	2
237	не хватает	1	2
238	все же	10	2
239	когда он	6	2
240	как таковое	1	2
241	поэтому он	2	2
242	меньшей мере	2	2
243	все эти	4	2
244	над ними	1	2
245	в обратном	1	2
246	ключ к	3	2
247	этого вопроса	3	2
248	раньше чем	4	2
249	к исследованию	1	2
250	иной тип	1	2
251	непосредственно а	1	2
252	в другом	3	2
253	себе ничего	1	2
254	известно что	1	2
255	этом смысле	1	2
256	чем в	1	2
257	несмотря на	1	2
258	раз и	3	2
259	в этих	7	2
260	что если	2	2
261	в своей	1	2
262	лежат в	1	2
263	в такой	2	2
264	в котором	3	2
265	в которых	1	2
266	для объяснения	2	2
267	из области	1	2
268	точку зрения	3	2
269	но это	4	2
270	но он	1	2
271	друг другу	1	2
272	и более	1	2
273	ничего нового	1	2
274	что эта	1	2
275	не менее	6	2
276	она не	1	2
277	и другое	2	2
278	на котором	3	2
279	о природе	1	2
280	имеем дело	1	2
281	каждой из	1	2
282	входят в	1	2
283	именно потому	1	2
284	у нас	1	2
285	этот путь	1	2
286	приходит к	1	2
287	всем этим	1	2
288	делать в	1	2
289	и от	2	2
290	последнее время	1	2
291	он с	1	2
292	в совершенно	1	2
293	как с	1	2
294	на том	1	2
295	поэтому мы	1	2
296	не с	3	2
297	что у	1	2
298	о связи	1	2
299	еще в	2	2
300	можно только	1	2
301	том как	2	2
302	в новую	1	2
303	для этого	3	2
304	с ним	2	2
305	означает что	4	2
306	мы всегда	1	2
307	вот почему	1	2
308	на вопрос	2	2
309	внимание на	1	2
310	при котором	1	2
311	в значительной	1	2
312	нас в	2	2
313	образом мы	2	2
314	представления о	3	2
315	у одного	1	2
316	но с	1	2
317	в меньшей	2	2
318	идет по	1	2
319	более сложные	1	2
320	дело с	2	2
321	которому они	1	2
322	которые господствуют	1	2
323	первых порах	2	2
324	этот факт	1	2
325	для всех	2	2
326	если мы	3	2
327	только на	1	2
328	является не	1	2
329	не из	1	2
330	за ним	1	2
331	из них	3	2
332	в одном	5	2
333	в конце	1	2
334	у него	1	2
335	почему это	1	2
336	были бы	2	2
337	с другой	6	2
338	к которому	5	2
339	чем он	1	2
340	и между	2	2
341	и др	7	2
342	исходит из	3	2
343	не решает	1	2
344	в любой	1	2
345	которых мы	1	2
346	не на	2	2
