N	3gram	Vygotskiy__4	RusskieA
1	в том что	31	18
2	состоит в том	3	13
3	в этом случае	3	6
4	в данном случае	2	6
5	для того чтобы	5	6
6	вместе с тем	3	4
7	так же как	5	4
8	о том что	3	4
9	мы видели что	2	4
10	том что это	1	3
11	в этих случаях	1	3
12	в отличие от	2	3
13	не может быть	1	3
14	подобно тому как	2	3
15	только тогда когда	1	3
16	тем не менее	1	2
17	что иное как	1	2
18	состояла в том	2	2
19	же как и	4	2
20	они представляют собой	1	2
21	не что иное	1	2
22	в том чтобы	2	2
23	но вместе с	2	2
24	в то время	1	2
25	после того как	1	2
26	с одной стороны	9	2
27	приводит нас к	1	2
28	том что в	1	1
29	это приводит нас	1	1
30	не может не	2	1
31	с и сл	1	1
32	в качестве средства	2	1
33	потому что в	1	1
34	показывает что в	1	1
35	но так как	2	1
36	в настоящее время	2	1
37	в том же	1	1
38	о том как	1	1
39	те и другие	9	1
40	и во многих	1	1
41	более высокой ступени	1	1
42	и остаются на	1	1
43	во многих других	1	1
44	но и в	2	1
45	в первую очередь	4	1
46	между тем как	3	1
47	в этом отношении	7	1
48	то что в	1	1
49	состоит не в	1	1
50	можно было бы	5	1
51	каждую из них	1	1
52	у нас нет	1	1
53	следующим образом в	1	1
54	в своем исследовании	1	1
55	приводят нас к	1	1
56	здесь мы имеем	1	1
57	может быть не	1	1
58	один из основных	1	1
59	во всяком случае	3	1
60	по своему происхождению	1	1
61	смысле этого слова	7	1
62	так как это	1	1
63	не входит в	1	1
64	так как оно	1	1
65	же кругу явлений	1	1
66	в какой степени	2	1
67	то время как	1	1
68	в такой же	1	1
69	той и другой	1	1
70	том что они	2	1
71	с другой стороны	8	1
72	того момента когда	1	1
73	далеко не все	1	1
74	то увидим что	4	1
75	тогда когда они	1	1
76	между собой и	2	1
77	мы видели также	1	1
78	имея в виду	1	1
79	в свою очередь	2	1
80	угол в избе	2	1
81	тем и другим	1	1
82	к выводу что	2	1
83	не только на	1	1
84	так как в	2	1
85	можно сказать что	1	1
86	а не на	1	1
87	на то что	4	1
88	вопрос о том	1	1
89	как мы уже	3	1
90	фаза в развитии	1	1
91	и таким образом	1	1
92	оно все же	1	1
93	как и в	1	1
94	до того момента	1	1
95	как мы видели	2	1
