N	3gram	Bakhtin_Fr_6	Problema
1	в том что	2	9
2	той или иной	1	8
3	и то что	2	7
4	в связи с	1	7
5	в данном случае	2	7
6	сам по себе	1	6
7	с другой стороны	2	5
8	не может быть	1	5
9	в то же	5	4
10	в то время	1	4
11	на самом же	1	4
12	самом же деле	1	4
13	и вовсе не	2	4
14	что же касается	1	4
15	заключается в том	1	3
16	в конце концов	1	3
17	что и в	1	3
18	о том что	5	3
19	та или иная	1	3
20	дело в том	1	3
21	то есть в	2	3
22	на первый план	3	2
23	мы находим в	1	2
24	ни о каком	1	2
25	или иной мере	1	2
26	о том как	1	2
27	то есть с	1	2
28	можно сказать что	1	2
29	ровно ничего не	1	2
30	связи с этой	1	2
31	до сих пор	3	2
32	потому что они	1	2
33	никак не может	2	2
34	то есть от	1	2
35	и как бы	1	2
36	мы не будем	1	2
37	в настоящее время	1	2
38	не только в	1	2
39	только то что	1	2
40	но и в	2	2
41	с точки зрения	2	2
42	в той или	1	2
43	в чем же	1	1
44	то есть нечто	2	1
45	но если мы	1	1
46	а потому что	1	1
47	так как они	1	1
48	почему? а потому	1	1
49	в первой главе	1	1
50	и в литературе	2	1
51	мы уже достаточно	1	1
52	с другими предметами	1	1
53	с одной стороны	4	1
54	у нас и	1	1
55	до того что	1	1
56	в нем не	1	1
57	одним и тем	1	1
58	из того что	1	1
59	как мы сказали	1	1
60	искусства и литературы	1	1
61	что в литературном	1	1
62	тем более не	1	1
63	во всех языках	2	1
64	для того чтобы	1	1
65	только для того	1	1
66	и говорить о	1	1
67	в той же	4	1
68	смысле этого слова	1	1
69	и тем же	1	1
70	и того же	1	1
71	друг к другу	1	1
72	сказать что в	2	1
73	которые находятся в	1	1
74	и не только	1	1
75	в первом случае	3	1
76	то все это	1	1
77	как он сам	1	1
78	и в этой	1	1
79	нечего и говорить	1	1
80	таким образом в	2	1
81	более или менее	1	1
82	хотя и в	2	1
83	и дает нам	1	1
84	где этот образ	1	1
85	но и с	2	1
86	как и всякий	1	1
87	одного и того	1	1
88	в самом деле	4	1
89	имеет для нас	1	1
90	прежде всего мы	2	1
91	все же не	1	1
92	находим и в	1	1
93	вполне понятно что	2	1
94	если мы будем	1	1
95	на этот вопрос	1	1
96	что именно здесь	1	1
97	том что он	1	1
98	как и вообще	1	1
99	и во всем	1	1
100	мы находим и	1	1
101	во всех этих	2	1
102	то есть именно	1	1
103	то в чем	1	1
104	во втором случае	3	1
105	значение мы уже	1	1
106	прежде всего образ	1	1
