N	3gram	Propp_Isto_6	Problemy
1	не может быть	3	6
2	по отношению к	2	5
3	во всяком случае	2	5
4	мы уже говорили	1	3
5	с другой стороны	8	3
6	смысле этого слова	1	2
7	еще далеко не	1	2
8	подобно тому как	1	2
9	того или другого	1	2
10	в этом случае	6	2
11	знает что он	1	2
12	и не может	1	2
13	вместе с тем	3	2
14	друг на друга	1	2
15	что в нем	2	2
16	к тому чтобы	1	2
17	как бы два	1	2
18	по ту сторону	1	2
19	о том что	4	2
20	так и в	1	2
21	тем не менее	1	2
22	друг с другом	1	2
23	и т д	8	2
24	как мы видели	2	2
25	должны были бы	1	1
26	увидим что это	1	1
27	с ними и	1	1
28	чтобы все его	1	1
29	ее но и	1	1
30	как нам кажется	1	1
31	и в особенности	1	1
32	здесь же мы	2	1
33	как бы с	1	1
34	до сих пор	4	1
35	на третий день	1	1
36	что с ним	1	1
37	не может но	1	1
38	со всех сторон	1	1
39	здесь еще не	1	1
40	и то что	1	1
41	есть своего рода	1	1
42	в данном случае	3	1
43	всяком случае в	1	1
44	но при этом	1	1
45	всяком случае не	1	1
46	и то же	1	1
47	одно и то	1	1
48	в этом направлении	1	1
49	мы сейчас увидим	1	1
50	и в том	1	1
51	мы видели что	3	1
52	как будто что-то	1	1
53	потому что с	1	1
54	есть еще одна	1	1
55	между этими двумя	1	1
56	мы видели также	1	1
57	и вместе с	1	1
58	как и в	2	1
59	за что же	1	1
60	но все же	2	1
61	можно сказать что	1	1
62	объяснение может быть	1	1
63	на то что	1	1
64	как бы в	1	1
65	а в виде	1	1
66	для того чтобы	1	1
67	в них не	1	1
68	лицом к лицу	1	1
69	в том что	5	1
70	и как будто	1	1
71	что и в	2	1
72	тому как он	1	1
