N	3gram	Tiupa_Teor_1	Myshleni
1	с точки зрения	3	21
2	для того чтобы	1	18
3	в том что	8	13
4	не только не	2	9
5	так же как	1	7
6	к тому что	2	6
7	по отношению к	4	5
8	то же самое	1	5
9	в данном случае	5	5
10	с одной стороны	2	5
11	не может быть	4	4
12	заключается в том	1	4
13	о том что	1	4
14	и тем самым	2	4
15	по своей природе	2	4
16	внутренней речи как	1	3
17	состоит в том	5	3
18	одно и то	1	3
19	в самом начале	2	3
20	не совпадает с	1	3
21	в первом случае	1	3
22	и то же	1	3
23	тем не менее	3	3
24	содержит в себе	1	3
25	так же точно	1	3
26	можно сказать что	2	3
27	как и в	2	3
28	том что в	1	2
29	том что она	1	2
30	в известном смысле	1	2
31	внутренней речи от	1	2
32	в отличие от	6	2
33	из того что	1	2
34	в большинстве случаев	1	2
35	в той мере	1	2
36	точно так же	1	2
37	именно в этом	1	2
38	как раз в	1	2
39	в то время	1	2
40	и является в	1	2
41	приводит к тому	2	2
42	во внутренней речи	1	2
43	мере в какой	1	2
44	в свою очередь	2	2
45	в конечном счете	6	2
46	друг от друга	1	2
47	у нее нет	1	2
48	больше и больше	1	2
49	той мере в	1	2
50	что иное как	1	1
51	мы видим в	1	1
52	по сути дела	1	1
53	имеет место в	1	1
54	друг другу и	1	1
55	в ее внутренней	1	1
56	не содержит в	1	1
57	подобно тому как	1	1
58	каждой из них	1	1
59	в том числе	2	1
60	никак не может	1	1
61	в соответствии с	2	1
62	как это имеет	1	1
63	в своей внутренней	1	1
64	в этом смысле	2	1
65	сводится до минимума	1	1
66	не по отношению	1	1
67	природу каждой из	1	1
68	есть не что	1	1
69	что представляет собой	1	1
70	вследствие того что	1	1
71	том числе и	1	1
72	заключает в себе	1	1
73	с которыми он	1	1
74	точки зрения не	1	1
75	одном и том	1	1
76	внутренней речи может	1	1
77	в одном случае	1	1
78	между ним и	1	1
79	отличием внутренней речи	1	1
80	и том же	1	1
81	сама по себе	1	1
82	с тем же	1	1
83	в одной из	1	1
84	с другой стороны	5	1
85	таким же образом	1	1
86	не только к	1	1
87	внутренней и внешней	2	1
88	не могут быть	2	1
89	имеет место слияние	1	1
90	на вопрос о	1	1
91	мы в наших	1	1
92	в первой и	1	1
93	по ту сторону	1	1
94	это имеет место	1	1
95	деятельностью а не	1	1
96	состоит как раз	1	1
97	в нашем примере	1	1
98	той или иной	1	1
99	заключать в себе	1	1
100	из этих двух	1	1
101	в силу своей	1	1
102	не что иное	1	1
103	в то же	5	1
104	мы имеем дело	2	1
105	речи от внешней	1	1
106	внутренней речи а	1	1
