N	3gram	Tiupa_Disk_2	Psycholo
1	в том что	6	17
2	в самом деле	1	11
3	с точки зрения	2	10
4	не может быть	3	8
5	в этом отношении	4	5
6	и той же	1	4
7	в данном случае	6	4
8	тем не менее	1	4
9	о том что	3	4
10	одной и той	1	4
11	в конечном счете	1	3
12	том что в	1	2
13	состоит в том	2	2
14	подобно тому как	2	2
15	и не может	2	2
16	как и в	5	2
17	того и другого	1	2
18	и то что	2	2
19	не в том	1	2
20	каждый из них	1	2
21	бы то ни	1	2
22	во всяком случае	1	2
23	то же время	5	2
24	того или иного	1	2
25	с другой стороны	1	2
26	в то же	4	2
27	заключает в себе	2	2
28	и того же	2	1
29	и может быть	2	1
30	не в состоянии	1	1
31	все дело в	1	1
32	потому что в	1	1
33	так и во	1	1
34	в этом случае	2	1
35	что же касается	2	1
36	и там где	1	1
37	в отличие от	12	1
38	в искусстве не	1	1
39	только то что	1	1
40	при переходе от	1	1
41	на каждом шагу	1	1
42	что в них	1	1
43	а с другой	1	1
44	в основе своей	2	1
45	по крайней мере	1	1
46	по аналогии с	1	1
47	одно и то	2	1
48	и в частности	1	1
49	то ни было	1	1
50	с одной стороны	4	1
51	и то же	2	1
52	не более чем	2	1
53	но при этом	2	1
54	как будто бы	1	1
55	приходит к выводу	1	1
56	не могут быть	1	1
57	в басне в	1	1
58	а не как	1	1
59	в свое время	2	1
60	которая и была	1	1
61	дело не с	1	1
62	и каждый из	1	1
63	с самого начала	1	1
64	можно сказать что	1	1
65	одного и того	2	1
66	друг от друга	1	1
67	на всем протяжении	1	1
68	читатель получает возможность	1	1
69	то что и	1	1
70	себе действие и	1	1
71	что на деле	1	1
