N	3gram	Vinokur_St_3	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	2	8
4	в том что	11	6
5	в связи с	3	3
6	более или менее	1	2
7	с точки зрения	4	2
8	как мы видели	1	2
9	с одной стороны	2	2
10	в то время	4	2
11	свое отражение в	1	2
12	о том что	4	2
13	не только не	1	2
14	можно сказать что	1	2
15	с другой стороны	4	2
16	для того чтобы	1	2
17	не может быть	5	2
18	вышли в свет	1	1
19	в чем же	1	1
20	потому что в	1	1
21	прежде всего в	3	1
22	на самом деле	1	1
23	в самом деле	1	1
24	в некоторых случаях	1	1
25	точку зрения на	1	1
26	до нас дошел	1	1
27	в эту эпоху	2	1
28	вместе с тем	1	1
29	так как его	1	1
30	но и в	2	1
31	в этом отношении	4	1
32	от них и	1	1
33	между собою мы	1	1
34	свидетельствуют о том	1	1
35	в той или	1	1
36	в значительной мере	1	1
37	говорит о том	1	1
38	и в других	1	1
39	и в частности	1	1
40	их связь с	1	1
41	что это за	2	1
42	в самом начале	1	1
43	не потому что	1	1
44	сих пор мы	1	1
45	мы находим и	1	1
46	если бы в	1	1
47	одна из этих	1	1
48	состоит в том	3	1
49	была для него	1	1
50	в известном смысле	1	1
51	и в этом	2	1
52	а с другой	2	1
53	не в том	3	1
54	нашло свое отражение	1	1
55	кроме того в	1	1
56	тем или иным	1	1
57	с абсолютной точностью	1	1
58	в свое время	1	1
59	на вопрос о	1	1
60	до наших дней	1	1
61	под углом зрения	1	1
62	о которых я	2	1
63	нет ни одного	1	1
64	во всех этих	2	1
65	то есть с	1	1
66	таким образом в	1	1
67	вещей в этом	1	1
68	что в его	1	1
69	на протяжении всего	1	1
70	в результате этой	1	1
71	с самого начала	2	1
72	и в самом	1	1
73	вопрос о том	1	1
74	и так сказать	1	1
75	заключается в том	2	1
76	речь идет о	1	1
77	в этом смысле	4	1
78	в этой комедии	1	1
79	можно было бы	1	1
80	в предисловии к	2	1
81	то же самое	1	1
82	той или иной	1	1
