N	2gram	Tiupa_Anal_1	Problema
1	и в	18	44
2	вовсе не	2	37
3	и не	21	35
4	не есть	8	35
5	то есть	11	34
6	может быть	29	28
7	по себе	4	25
8	потому что	2	25
9	не просто	2	23
10	то что	6	23
11	в том	27	21
12	только в	6	19
13	а не	17	18
14	в этом	13	17
15	также и	2	16
16	для нас	1	16
17	художественного произведения	5	14
18	и то	2	14
19	не только	15	14
20	и даже	1	14
21	и т	3	13
22	то же	9	13
23	не в	14	13
24	но в	8	12
25	том что	12	12
26	той или	6	12
27	так что	1	12
28	не является	2	11
29	отнюдь не	15	10
30	так и	4	10
31	как и	13	10
32	не менее	1	10
33	в виду	1	10
34	но и	17	10
35	в нем	3	9
36	и с	2	9
37	это не	6	9
38	и тем	1	9
39	в то	9	9
40	в его	13	9
41	что и	3	9
42	что он	3	9
43	как нечто	1	9
44	так как	2	9
45	в данном	2	9
46	как бы	5	9
47	же самое	2	9
48	таким образом	3	9
49	и от	1	9
50	во всяком	1	9
51	смысле слова	1	8
52	перед нами	1	8
53	в себе	11	8
54	он не	3	8
55	было бы	2	8
56	ни в	4	8
57	но это	1	8
58	есть нечто	1	8
59	как раз	1	8
60	связи с	1	8
61	как мы	2	8
62	здесь не	2	8
63	того что	4	8
64	при помощи	2	8
65	или иной	6	8
66	а именно	3	8
67	что же	2	8
68	художественное произведение	5	8
69	что мы	3	8
70	что в	5	8
71	мы не	1	7
72	в связи	1	7
73	на самом	2	7
74	все эти	2	7
75	мы должны	1	7
76	данном случае	2	7
77	вещи и	1	7
78	с ним	4	7
79	и что	1	7
80	с другой	4	7
81	уже не	4	7
82	мы находим	1	7
83	не может	22	7
84	и потому	2	7
85	сам по	1	6
86	в целом	5	6
87	все же	4	6
88	и к	3	6
89	о том	5	6
90	то ни	3	6
91	того или	3	6
92	никогда не	2	6
93	для этого	2	6
94	можно сказать	2	6
95	и только	1	6
96	всяком случае	1	6
97	сами по	2	6
98	такого рода	5	6
99	нет ничего	2	6
100	в виде	1	6
101	жизни и	1	6
102	и есть	3	5
103	едва ли	2	5
104	есть не	8	5
105	еще не	3	5
106	а только	1	5
107	за пределы	2	5
108	хотя и	1	5
109	в нашем	3	5
110	с тем	1	5
111	и сам	2	5
112	от художественного	1	5
113	точки зрения	6	5
114	в своей	6	5
115	тем самым	7	5
116	тех или	2	5
117	и его	5	5
118	и о	2	5
119	в ней	1	5
120	крайней мере	1	5
121	с той	1	5
122	только на	1	5
123	то и	1	5
124	или даже	1	5
125	не было	1	5
126	по крайней	1	5
127	как в	1	5
128	да и	1	5
129	этого слова	7	5
130	собственно говоря	4	5
131	а в	9	5
132	другой стороны	2	5
133	в таком	3	5
134	таком случае	3	4
135	не что	4	4
136	не имеют	1	4
137	мы уже	1	4
138	что иное	5	4
139	он сам	1	4
140	иное как	5	4
141	бы то	3	4
142	в чем	1	4
143	но как	1	4
144	тут же	1	4
145	могли бы	2	4
146	при этом	12	4
147	же касается	1	4
148	заключается в	1	4
149	на первый	1	4
150	самое время	2	4
151	тому что	1	4
152	раз и	1	4
153	и является	2	4
154	только с	1	4
155	или иных	2	4
156	отличается от	2	4
157	в ее	1	4
158	языка и	1	4
159	что даже	1	4
160	ни с	3	4
161	же деле	1	4
162	или по	1	4
163	самом же	1	4
164	или в	1	4
165	или другой	1	4
166	а также	3	4
167	совершенно не	1	4
168	в каком	1	4
169	в искусстве	2	4
170	художественном произведении	1	3
171	отношения к	2	3
172	то в	2	3
173	и больше	1	3
174	и значение	1	3
175	и ее	1	3
176	из того	4	3
177	но не	10	3
178	в художественном	3	3
179	и как	5	3
180	в самом	6	3
181	что это	1	3
182	в этой	5	3
183	одно и	1	3
184	но все	1	3
185	его в	1	3
186	с другими	4	3
187	все равно	1	3
188	и тогда	2	3
189	не значит	1	3
190	в которых	1	3
191	бы быть	3	3
192	сама же	1	3
193	человека но	1	3
194	однако если	1	3
195	ничего не	1	3
196	как будто	3	3
197	то или	1	3
198	с самим	1	3
199	если бы	3	3
200	картинка в	1	3
201	том или	3	3
202	во всей	1	3
203	может иметь	2	3
204	не так	1	3
205	быть и	1	3
206	в качестве	31	3
207	самом деле	2	3
208	есть в	1	3
209	а то	1	3
210	для него	2	3
211	могло бы	1	3
212	случае не	2	3
213	отличие от	6	3
214	здесь в	1	3
215	что для	1	3
216	прежде всего	6	3
217	не сама	1	3
218	его как	1	3
219	если не	1	3
220	ни на	1	3
221	художественности и	1	3
222	есть такое	1	3
223	в той	8	3
224	с этой	1	3
225	в любом	3	3
226	и все	3	3
227	из себя	1	3
228	тем более	2	3
229	хотя бы	3	3
230	будто бы	3	3
231	ни было	4	3
232	же в	1	3
233	есть уже	1	3
234	понимать как	2	3
235	или иного	3	3
236	из этого	1	3
237	к тому	7	3
238	того же	4	2
239	же себя	1	2
240	и до	2	2
241	именно здесь	1	2
242	мы имеем	6	2
243	том виде	1	2
244	мы и	1	2
245	литературы и	1	2
246	быть в	1	2
247	нам представляется	1	2
248	во всех	1	2
249	то он	2	2
250	мы будем	1	2
251	или иное	1	2
252	в известном	1	2
253	первый взгляд	1	2
254	не являются	2	2
255	в которой	2	2
256	он в	1	2
257	а может	1	2
258	а вовсе	1	2
259	вернуться к	1	2
260	всех этих	1	2
261	в понятии	1	2
262	широком смысле	2	2
263	из него	1	2
264	которые уже	1	2
265	что все	1	2
266	же не	1	2
267	и может	1	2
268	в другом	4	2
269	а как	2	2
270	л толстой	1	2
271	для них	1	2
272	чего бы	1	2
273	например и	1	2
274	он и	1	2
275	для чего	2	2
276	между собою	1	2
277	жизни но	2	2
278	в этих	1	2
279	художественный смысл	1	2
280	и при	1	2
281	в котором	3	2
282	с точки	4	2
