N	3gram	Vygotskiy__5	Hudozhes
1	в том что	14	11
2	по отношению к	1	7
3	о том что	6	7
4	к тому что	6	4
5	том что в	1	3
6	в самом деле	5	3
7	не может быть	2	3
8	в конечном счете	1	3
9	ни о чем	1	3
10	с одной стороны	12	3
11	для того чтобы	19	3
12	том что она	1	2
13	состоит в том	2	2
14	и в этом	1	2
15	с точки зрения	2	2
16	до сих пор	5	2
17	и т п	3	2
18	можно было бы	3	2
19	так же как	2	2
20	в данном случае	2	2
21	то же самое	3	2
22	как будто бы	1	2
23	того или иного	1	2
24	не только не	4	2
25	не только в	2	2
26	тому что он	1	2
27	и т д	3	2
28	это же самое	1	1
29	на том что	1	1
30	не в состоянии	3	1
31	исследователя в том	1	1
32	все что угодно	1	1
33	сводится к тому	2	1
34	той или иной	2	1
35	человек весь в	1	1
36	дело в том	1	1
37	что на этом	1	1
38	же как и	1	1
39	и все же	1	1
40	именно то что	4	1
41	что он не	1	1
42	в том случае	1	1
43	в этом отношении	3	1
44	а с другой	4	1
45	в приложении к	1	1
46	имели дело с	1	1
47	то или иное	1	1
48	не то что	1	1
49	и то что	3	1
50	к себе и	1	1
51	едва ли не	1	1
52	приводит к тому	1	1
53	нечто такое что	2	1
54	мы знаем что	2	1
55	в противоречие с	1	1
56	тем что он	1	1
57	то что она	1	1
58	же обстоит дело	2	1
59	что они все	1	1
60	и при этом	1	1
61	обе эти тенденции	1	1
62	жизни и смерти	1	1
63	то время как	1	1
64	имеем дело с	1	1
65	а не как	1	1
66	о чем не	1	1
67	в течение всей	1	1
68	все же не	1	1
69	как живых людей	1	1
70	с другой стороны	5	1
71	и в том	1	1
72	этот смысл в	1	1
73	мы имели дело	1	1
74	а в том	1	1
75	не могло быть	1	1
76	заключается в том	6	1
77	в то время	1	1
78	в этом случае	2	1
79	в одной фразе	1	1
80	и в самом	2	1
81	с самого начала	3	1
82	именно потому что	2	1
83	можно сказать что	2	1
84	на которых мы	1	1
85	лежит в основе	1	1
86	друг от друга	2	1
87	в жизни и	1	1
88	как бы в	2	1
89	после того как	1	1
90	у нее нет	1	1
91	каждого из нас	1	1
92	и о которой	1	1
93	в самом центре	1	1
94	на одном полюсе	3	1
95	в ответ на	1	1
96	мы имеем дело	1	1
97	но как только	1	1
98	обратим внимание на	1	1
