N	3gram	Losev_Dial_3	Narrotol
1	в том что	3	8
2	в данном случае	1	6
3	с одной стороны	3	5
4	о том что	5	4
5	к тому же	2	4
6	тем не менее	10	4
7	в этом отношении	1	3
8	той или иной	2	3
9	того или иного	2	3
10	то же время	1	3
11	в конечном счете	1	3
12	в то же	1	3
13	к тому что	2	3
14	хотя и не	2	2
15	с точки зрения	14	2
16	на самом деле	1	2
17	подобно тому как	4	2
18	и не может	1	2
19	точно так же	2	2
20	так же как	2	2
21	не только не	7	2
22	не может быть	6	2
23	таким образом что	1	1
24	что иное как	6	1
25	одной стороны и	1	1
26	хотя бы его	1	1
27	иметь в виду	2	1
28	более или менее	1	1
29	в самом деле	5	1
30	уже не на	1	1
31	той же самой	1	1
32	то же самое	1	1
33	у меня в	1	1
34	не знания но	1	1
35	как раз и	3	1
36	необходимо должно быть	1	1
37	не слышим и	1	1
38	в таком случае	10	1
39	и в то	1	1
40	в зависимости от	2	1
41	того и другого	1	1
42	что с точки	1	1
43	а все остальное	1	1
44	может быть только	1	1
45	личностного бытия в	1	1
46	до сих пор	1	1
47	так или иначе	2	1
48	о чем говорить	1	1
49	включают в себя	1	1
50	то время как	4	1
51	далеко не всегда	1	1
52	того на что	1	1
53	ничего не знает	2	1
54	может и должен	1	1
55	он может и	1	1
56	не в том	1	1
57	уж во всяком	1	1
58	слышим и не	1	1
59	в связи с	1	1
60	и что в	1	1
61	во всяком случае	2	1
62	что у него	1	1
63	я не могу	1	1
64	должен обратиться к	1	1
65	этой точки зрения	2	1
66	не может существовать	2	1
67	и стало быть	1	1
68	есть не что	3	1
69	имеет место в	1	1
70	ни в чем	1	1
71	но они не	2	1
72	в то время	4	1
73	с этой точки	2	1
74	если же в	1	1
75	что в ней	1	1
76	восприятия а мы	1	1
77	собственно говоря и	1	1
78	с этой стороны	1	1
79	и нет никакого	1	1
80	истории не имеет	1	1
81	в том смысле	1	1
82	проявляет себя в	1	1
83	не что иное	6	1
84	возможна только в	1	1
85	оно и не	1	1
86	при этом я	1	1
87	как и любая	1	1
88	и от его	2	1
89	одна за другой	1	1
90	с той или	1	1
